nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1_CPS,HPV_p16,EGFR,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT06772428,Nano-crystalline Megestrol Acetate for Adjuvant Treatment in High-risk Head and Neck Squamous Cell Carcinoma After Surgery.,PHASE3,Phase 3,NOT_YET_RECRUITING,96,"Changchun GeneScience Pharmaceutical Co., Ltd.",Changchun GeneScience Pharmaceutical,23,1,0,active_comparator,2,standard treatment,nano-crystalline megestrol acetate oral suspension;standard treatment,,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06778863,A Study of CLSP-1025 in Adult Patients With Solid Tumors That Harbor the p53 R175H Mutation,PHASE1,Phase 1,RECRUITING,90,"Clasp Therapeutics, Inc.",Clasp Therapeutics,2,1,0,multi_experimental,2,clsp-1025,clsp-1025,p53,Bispecific Antibody,HLA-A*02:01;P53,1,1,0,0,0,0,0,0,0
NCT06781567,Clinical Trial of HG146 Administered to Participants with Adenoid Cystic Carcinoma,PHASE2,Phase 2,RECRUITING,140,HitGen Inc.,HitGen,4,1,0,single_arm,1,hg146,hg146,HDAC,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06782555,A Study of Evofosfamide in Combination with Zalifrelimab and Balstilimab,PHASE1;PHASE2,Phase 2,RECRUITING,71,ImmunoGenesis,ImmunoGenesis,7,1,0,multi_experimental,3,balstilimab;evofosfamide;zalifrelimab,balstilimab;evofosfamide;zalifrelimab,CTLA-4,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1
NCT06788990,"FORTIFI-HN01: A Study of Ficerafusp Alfa (BCA101) or Placebo in Combination With Pembrolizumab in First-Line PD-L1-pos, R or M HNSCC",PHASE2;PHASE3,Phase 3,RECRUITING,650,Bicara Therapeutics,Bicara,3,1,0,placebo_comparator,5,pembrolizumab (keytruda),ficerafusp alfa;pembrolizumab (keytruda),TGF-β,Bispecific Antibody,PD-L1,1,1,1,1,1,0,0,0,1
NCT06789172,"A Phase 1, First-in-human Study of OKN4395 and Pembrolizumab in Patients With Solid Tumors",PHASE1,Phase 1,RECRUITING,146,Epkin,Epkin,1,1,0,multi_experimental,7,okn4395,fasting;fed;h2 receptor antagonist;okn4395;pembrolizumab,EP2,Small Molecule,ALK;HER2;MSI;PD-L1,0,1,1,0,1,1,1,1,1
NCT06797986,A Phase I/IIa Clinical Trial to Investigate BVAC-E6E7 in Subjects With HPV Positive HNSCC.,PHASE1;PHASE2,Phase 2,RECRUITING,37,"Cellid Co., Ltd.",Cellid,3,1,0,multi_experimental,3,,bvac-e6e7 (high level);bvac-e6e7 (low level);bvac-e6e7 (rp2d),HPV16/18,Vaccine,HPV16;HPV18,1,1,0,1,0,0,0,0,1
NCT06805617,"A Phase 2 Trial of Ivonescimab for Patients With Advanced, Metastatic Salivary Gland Cancers",PHASE2,Phase 2,RECRUITING,35,Glenn J. Hanna,Glenn J. Hanna,3,0,0,multi_experimental,2,ivonescimab,ivonescimab,PD-1,Bispecific Antibody,BRAF;MSS;PD-L1;pMMR,1,1,0,0,1,0,0,1,1
NCT06806852,A Study to Test Whether Treatment With BI 770371 in Combination With Pembrolizumab With or Without Cetuximab Helps People With Head and Neck Cancer Compared With Pembrolizumab Alone,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,91,Boehringer Ingelheim,Boehringer Ingelheim,237,1,1,multi_experimental,3,pembrolizumab,bi 770371;cetuximab;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT06814496,Radiation Combined With BIspecific T-Cell Engager in DLL3 Expressing Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,30,University of Arizona,University of Arizona,8,0,1,multi_experimental,4,tarlatamab,concurrent radiation therapy;sequential radiation therapy;tarlatamab,DLL3,Bispecific Antibody,DLL3;MET,1,1,0,0,1,0,1,1,1
NCT06839066,A Phase II Study to Evaluate HLX43 in Subjects With Recurrent/Metastatic Nasopharyngeal Carcinoma Failed or Intolerance to Second-line Therapy,PHASE2,Phase 2,RECRUITING,70,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,3,,hlx43 dose 1;hlx43 dose 2;hlx43 dose 3,PD-L1,ADC,PD-L1,1,1,1,0,0,0,0,0,1
NCT06855212,Phase II Study of Neoadjuvant Cetuximab and Cemiplimab in Patients Undergoing Surgery for HNSCC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,22,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,single_arm,1,cemiplimab;cetuximab,cemiplimab;cetuximab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1
NCT06856213,Study of Cetuximab Plus/Minus Weekly Paclitaxel After Progression To First-Line Pembrolizumab Plus Platinum-5FU in Subjects With Recurrent/Metastatic Squamous Cell Carcinoma of the Head and Neck.,PHASE2,Phase 2,RECRUITING,65,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello,5,0,1,multi_experimental,2,cetuximab,cetuximab;paclitaxel,EGFR,Monoclonal Antibody,KRAS;biomarker;biomarker analysis,1,1,0,1,0,0,1,1,1
NCT06860971,A Study of AL2846 Capsule Versus Placebo in the Treatment of Advanced Radioiodine-Refractory Differentiated Thyroid Carcinoma,PHASE3,Phase 3,RECRUITING,144,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,placebo_comparator,2,al2846 placebo,al2846 capsules,EGFR,Small Molecule,,0,1,0,0,0,0,0,1,0
NCT06869473,"Cetuximab Plus Platinum and Taxane-based Chemotherapy, Followed by Avelumab and Cetuximab, as First-line Treatment for Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma (HNSCC) Patients With a PD-L1 Combined Positive Score (CPS)≥1≤19.",PHASE2,Phase 2,RECRUITING,67,Gruppo Oncologico del Nord-Ovest,Gruppo Oncologico del Nord-Ovest,8,0,1,single_arm,1,cetuximab/avelumab,cetuximab/avelumab,PD-L1,Monoclonal Antibody,PD-L1;biomarker,1,1,1,0,0,0,0,0,1
NCT06892431,JMT101 Combined With Mitoxantrone Liposome for Nasopharyngeal Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,150,Shanghai JMT-Bio Inc.,Shanghai JMT-Bio,33,1,0,active_comparator,3,capecitabine;docetaxel injection;gemcitabine hydrochloride for injection,jmt101 injection;mitoxantrone hydrochloride liposome,EGFR,Monoclonal Antibody,EGFR Exon 20ins,1,1,0,0,1,0,0,1,1
NCT06902376,XL092 and Cemiplimab in BRAF WT Thyroid Cancer,PHASE1,Phase 1,RECRUITING,12,UNC Lineberger Comprehensive Cancer Center,UNC Lineberger Comprehensive Cancer Center,85,0,1,single_arm,1,cemiplimab;xl092,cemiplimab;xl092,PD-1,Monoclonal Antibody,BRAF,1,1,0,0,0,0,0,0,0
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0,0,0
NCT06912087,Dose Finding Study of Zanzalintinib With Pembrolizumab and Cetuximab in Head and Neck SCC,PHASE1,Phase 1,RECRUITING,36,University of Chicago,University of Chicago,47,0,0,multi_experimental,4,cetuximab;pembrolizumab;zanzalintinib,cetuximab;pembrolizumab;zanzalintinib,MET,Small Molecule,PD-L1,0,1,1,1,1,0,1,1,1
NCT06919666,NT219 Combined With Standard of Care Biologic Therapy in Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,29,"University of Colorado, Denver","University of Colorado, Denver",46,0,0,multi_experimental,2,nt219,nt219,EGFR,Monoclonal Antibody,EGFR;PR,1,1,1,0,0,0,1,1,1
NCT06923826,Sacituzumab Govitecan in Metastatic Salivary Gland and Thyroid Cancers (SG-SGTC),PHASE2,Phase 2,RECRUITING,32,"National University Hospital, Singapore","National University Hospital, Singapore",22,0,1,multi_experimental,2,sacituzumab govitecan,sacituzumab govitecan,TROP2,ADC,NTRK;RET;TROP2;biomarker;biomarker analysis,1,1,0,0,0,0,0,1,0
NCT06940180,Toripalimab With Chemotherapy for Sinus Cancer,PHASE2,Phase 2,RECRUITING,20,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,0,multi_experimental,3,,carboplatin;cisplatin;docetaxel;radiation therapy;toripalimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT06943521,A Study of MT-4561 in Patients With Various Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,27,"Tanabe Pharma America, Inc.",Tanabe Pharma America,3,1,0,single_arm,1,mt-4561,mt-4561,BRD4,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06943820,AK129 Combination Therapy for Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,230,Akeso,Akeso,103,1,0,active_comparator,9,carboplatin;paclitaxel;pemetrexed;penpulimab,5-fu (5-fluorouracil);ak129(dose 1);ak129(dose 2);ak129(rp2d);carboplatin;cetuximab;cis-platinum;docetaxel;paclitaxel;pemetrexed,PD-1/LAG-3,Bispecific Antibody,ALK;BRAF;MET;MMR;MSI;MSI-H;NTRK;PD-L1;RET;ROS1;dMMR,1,1,0,0,1,1,0,0,1
NCT06952868,Boron Neutron Capture Therapy With B10 L-BPA for Unresectable Recurrent Head and Neck Cancers,PHASE2,Phase 2,RECRUITING,24,China Medical University Hospital,China Medical University Hospital,2,0,0,single_arm,1,drug: b10 l-bpa injection,drug: b10 l-bpa injection,Boron,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT06959082,Efficacy and Safety Evaluation of VS-101 in Combination With Chemoradiotherapy in Patients With Head and Neck Cancer,PHASE2,Phase 2,RECRUITING,30,"VSPharmTech Co.,Ltd.",VSPharmTech,1,1,0,placebo_comparator,3,cisplatin;radiation,cisplatin;radiation;vs-101,,,,0,1,0,1,0,0,0,0,1
NCT06959108,"Clinical Trial Comparing Induction Treatment With EGFR-ADC MRG003 Alone or in Combination With the Anti PD1 Pucotenlimab, Followed by Radiochemotherapy in Locally Advanced Squamous Cell Cancers of the Head and Neck",PHASE2,Phase 2,RECRUITING,106,Groupe Oncologie Radiotherapie Tete et Cou,Groupe Oncologie Radiotherapie Tete et Cou,7,0,0,active_comparator,2,mrg003,mrg003;pucotenlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT06976190,A Study of MRG003 in Combination With Pucotenlimab Versus Chemotherapy in the Treatment of Patients With Recurrent or Metastatic Nasopharyngeal Carcinoma,PHASE3,Phase 3,RECRUITING,446,"Lepu Biopharma Co., Ltd.",Lepu Biopharma,16,1,0,active_comparator,2,docetaxel;gemcitabine;or capecitabine,mrg003 + pucotenlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT06989671,SYS6002 Plus JMT101 and Enlonstobart Injection in Participants With HNSCC,PHASE2,Phase 2,NOT_YET_RECRUITING,430,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,multi_experimental,8,,jmt101;sg001;sys6002,EGFR,Monoclonal Antibody,EGFR;MET,1,1,0,0,0,0,0,0,0
NCT07006727,Phase I Study of [225Ac]Ac-ETN029 in Patients With Advanced DLL3-expressing Solid Tumors,PHASE1,Phase 1,RECRUITING,123,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,111in-etn029;225ac-etn029,111in-etn029;225ac-etn029,DLL3,Radiopharmaceutical,DLL3;PD-L1,0,1,1,0,1,0,0,0,1
NCT07020117,A Study of [225Ac]Ac-AKY-1189 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"Aktis Oncology, Inc.",Aktis Oncology,2,1,0,single_arm,1,[225ac]ac-aky-1189 (therapeutic);[64cu]cu-aky-1189 (imaging),[225ac]ac-aky-1189 (therapeutic);[64cu]cu-aky-1189 (imaging),NECTIN4,Radiopharmaceutical,NECTIN4,0,1,0,0,0,0,0,0,0
NCT07030257,Study of CP-383 in Patients With Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,150,Tasca Therapeutics,Tasca Therapeutics,1,1,0,multi_experimental,10,cp-383,cp-383,,,,0,1,0,0,0,0,0,0,0
NCT07036185,A Clinical Trail of KJ015 in Patients With HER2-Expressing Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,66,"Shanghai Bao Pharmaceuticals Co., Ltd.",Shanghai Bao Pharmaceuticals,1,1,0,single_arm,1,kj015 injection (subcutaneous injection),kj015 injection (subcutaneous injection),HER2,Monoclonal Antibody,HER2,1,1,0,0,0,0,0,0,0
NCT07038343,AVENTINE-1: Study of AVZO-1418 as a Single Agent and in Combination Therapy in Patients With Locally Advanced or Metastatic Solid Tumors (AVZO-1418-1001),PHASE1;PHASE2,Phase 2,RECRUITING,480,"Avenzo Therapeutics, Inc.",Avenzo Therapeutics,4,1,0,multi_experimental,4,avzo-1418,avzo-1418;combination agent 1;combination agent 2,,,,0,1,0,0,0,0,0,0,0
NCT07040072,Finotonlimab Combined With Stapokibart in the Treatment of Recurrent/Metastatic HNSCC,PHASE1,Phase 1,RECRUITING,10,Beijing Tongren Hospital,Beijing Tongren Hospital,1,0,0,single_arm,1,stapokibart and finotonlimab,stapokibart and finotonlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT07058116,Accelerator-based BNCT (Boron Neutron Capture Therapy) for Head and Neck Carcinoma.,PHASE1,Phase 1,RECRUITING,10,"Neutron Therapeutics, LLC",Neutron Therapeutics,1,1,0,single_arm,1,l-boronophenylalanine intravenous administration,l-boronophenylalanine intravenous administration,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07059221,A Trial of SHR-A2102 With Adebrelimab With or Without Other Anti-tumor Therapies in Recurrent/MetastaticHead and Neck Squamous Cell Carcinoma Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,210,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,4,,adebrelimab;carboplatin / cisplatin;cetuximab;shr-9839(sc);shr-a2102,EGFR,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0,0,0
NCT07063212,A Study of Sacituzumab Govitecan in Combination With Cetuximab in People With Head and Neck Squamous Cell Cancer (HNSCC),PHASE2,Phase 2,RECRUITING,40,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,single_arm,1,cetuximab;sacituzumab govitecan,cetuximab;sacituzumab govitecan,EGFR,Monoclonal Antibody,KRAS,1,1,0,1,1,0,1,1,1
NCT07070518,Study of GV20-0251 in Participants With Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,350,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,0,0,1,0
NCT07081984,Study of TI-0093 Injection With Recurrent/Metastatic HPV-16 Positive Solid Tumors,PHASE1,Phase 1,RECRUITING,12,Therorna,Therorna,1,1,0,single_arm,1,therapeutic tumor vaccine,therapeutic tumor vaccine,HPV-16,Oncolytic Virus,HPV-16,1,1,0,1,0,0,0,0,1
NCT07085091,A First in Human Study of ALX2004 With Advanced or Metastatic Selected Solid Tumors,PHASE1,Phase 1,RECRUITING,170,ALX Oncology Inc.,ALX Oncology,8,1,0,multi_experimental,3,alx2004,alx2004,EGFR,ADC,MSI;MSI-H;dMMR,1,1,0,0,0,1,0,1,1
NCT07090499,A Study to Learn About the Study Medicine Called PF-08046876 in People With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,540,Pfizer,Pfizer,687,1,1,multi_experimental,3,pf-08046876,pf-08046876,ITGB6,ADC,,1,1,0,0,0,0,0,0,0
NCT07094685,Ivonescimab Before Surgery for the Treatment of Resectable Stage II-IV Head and Neck Cancer,PHASE2,Phase 2,RECRUITING,28,University of Michigan Rogel Cancer Center,University of Michigan Rogel Cancer Center,59,0,0,single_arm,1,biopsy procedure;biospecimen collection;computed tomography;ivonescimab;magnetic resonance imaging;positron emission tomography;surgical procedure,biopsy procedure;biospecimen collection;computed tomography;ivonescimab;magnetic resonance imaging;positron emission tomography;surgical procedure,PD-1,Bispecific Antibody,BRAF;MSS;PD-L1;pMMR,1,1,1,0,1,0,0,0,1
NCT07106827,A Study of GV20-0251 in Advanced or Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,10,West China Hospital,West China Hospital,11,0,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,0,0,1,0
NCT07109726,A Phase 1/2 Trial of TER-2013 in Patients With Solid Tumors Harboring AKT/PI3K/PTEN Pathway Alterations,PHASE1;PHASE2,Phase 2,RECRUITING,205,Terremoto Biosciences Inc.,Terremoto Biosciences,1,1,0,multi_experimental,4,ter-2013,fulvestrant injection;ter-2013,AKT,Small Molecule,AKT;BRAF;HER2;KRAS;PI3K;PTEN,0,1,0,0,1,0,0,0,1
NCT07115043,A Study to Investigate Safety of AZD6750 in Adult Participants With Select Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,120,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd6750,azd6750;rilvegostomig,IL-2,Small Molecule,PD-L1,0,1,1,0,1,0,0,0,1
NCT07136545,"A Phase I/II Trial of HCB101 in Combination With Pembrolizumab for Patients With Platinum-Refractory, Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (SirH&N Trial)",PHASE1;PHASE2,Phase 2,RECRUITING,50,"Taipei Veterans General Hospital, Taiwan","Taipei Veterans General Hospital, Taiwan",2,0,0,single_arm,1,hcb101;pembrolizumab,hcb101;pembrolizumab,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,1,0
NCT07151040,Phase 1/2 Study to Evaluate TH9619 in the Treatment of Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,43,One-carbon Therapeutics AB,One-carbon Therapeutics,1,1,0,single_arm,1,th9619,th9619,MTHFD1,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT07168785,[18F]-AraG PET Imaging in LA HNSCC,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,5,Indiana University,Indiana University,28,0,0,single_arm,1,[18f]-arag radiotracer;device: radiotherapy,[18f]-arag radiotracer;device: radiotherapy,,Radiopharmaceutical,,0,1,0,1,0,0,0,0,1
NCT07172256,CUE-101with Pembrolizumab for Locally Advanced HPV+HNSCCs,PHASE2,Phase 2,RECRUITING,30,Yale University,Yale University,65,0,0,multi_experimental,3,,cue-101;pembrolizumab,PD-1,Bispecific Antibody,HLA-A*0201;PD-L1;genomic,1,1,1,1,0,0,0,1,1
NCT07172802,"A Study of GI-108, an Anti-CD73-IgG4 Fc-IL-2v Bispecific Fusion Protein, as Monotherapy in Patients With Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,102,"GI Innovation, Inc.",GI Innovation,4,1,0,single_arm,1,gi-108,gi-108,CD73,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT07182149,A Phase 1 Study of NRM-823 in Participants With Locally Advanced or Metastatic Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"Normunity AccelCo, Inc.",Normunity AccelCo,1,1,0,single_arm,1,nrm-823,nrm-823,,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT07189871,"177Lu-BetaBart in Patients With Relapsed/Refractory, Locally Advanced Inoperable, or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,61,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,177lu-betabart,177lu-betabart,B7-H3,Radiopharmaceutical,,0,1,1,0,1,0,0,1,1
NCT07209189,Neoadjuvant Chemotherapy and Programmed Cell Death Protein 1(PD-1) Inhibition for Head and Neck Cancer Treatment De-escalation (NeoScorch HN),PHASE2,Phase 2,RECRUITING,75,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,multi_experimental,3,,chemoradiotherapy or radiation;toripalimab;toripalimab +,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,1,1
NCT07214987,PDT For Induction Therapy For Head And Neck Cancer,PHASE2,Phase 2,RECRUITING,26,Massachusetts General Hospital,Massachusetts General Hospital,170,0,0,single_arm,1,cisplatin;docetaxel;toripalimab-tpzi,cisplatin;docetaxel;toripalimab-tpzi,PD-1,Monoclonal Antibody,CPS,1,1,1,1,0,0,0,0,1
NCT07216105,"FT836 With or Without Chemotherapy and/or Monoclonal Antibodies, in Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,119,Fate Therapeutics,Fate Therapeutics,19,1,0,multi_experimental,8,ft836,cetuximab;ft836;trastuzumab,HER2,CAR-T,,1,1,0,0,0,0,0,1,0
NCT07218003,A Phase 1/1b of RNDO-564 Single Agent or in Combination With Pembrolizumab in Bladder Cancer and Other Solid Tumors Associated With Nectin-4,PHASE1,Phase 1,ENROLLING_BY_INVITATION,149,Rondo Therapeutics,Rondo Therapeutics,1,1,0,multi_experimental,15,rndo-564,pembrolizumab;rndo-564,NECTIN4,Bispecific Antibody,NECTIN-4,1,1,0,0,0,0,0,0,0
NCT07219212,A Study of JNJ-90301900 in Combination With Chemoradiation Therapy in Participants With Locally Advanced Head and Neck Squamous Cell Carcinoma,PHASE1,Phase 1,RECRUITING,45,Johnson & Johnson Enterprise Innovation Inc.,Johnson & Johnson,363,1,1,single_arm,1,carboplatin;cisplatin;intensity modulated radiation therapy (imrt);jnj-90301900;paclitaxel,carboplatin;cisplatin;intensity modulated radiation therapy (imrt);jnj-90301900;paclitaxel,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,0,0,1
NCT07227168,A Study of STRO-004 in Adults With Refractory/Recurrent Metastatic Cancer,PHASE1,Phase 1,RECRUITING,200,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-004,pembrolizumab;stro-004,PD-1,ADC,genomic,1,1,0,0,0,0,0,0,0
NCT07232524,A Study of BL-M24D1 in Patients With Locally Advanced or Metastatic Head and Neck Squamous Cell Carcinoma and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,16,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-m24d1,bl-m24d1,,,,0,1,0,0,0,0,0,0,0
NCT07252661,Study of ACC-1898 in Adult Participants With Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,40,"AccSalus Biosciences, Inc.",AccSalus Biosciences,1,1,0,multi_experimental,2,acc-1898,acc-1898,,Cell Therapy,,1,1,0,0,0,0,0,0,0
NCT07254585,SYS6010 Combined With Enlonstobart In Recurrent Or Metastatic Head And Neck Squamous Cell Carcinoma,PHASE2,Phase 2,RECRUITING,70,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,multi_experimental,2,enlonstobart injection,enlonstobart injection;sys6010 injection,,,MET;PD-L1,0,1,1,0,1,0,0,0,1
NCT07258979,A Study of YL201 in Combination With Toripalimab and With or Without Cisplatin in Nasopharyngeal Carcinoma.,PHASE1;PHASE2,Phase 2,RECRUITING,202,"MediLink Therapeutics (Suzhou) Co., Ltd.",MediLink Therapeutics (Suzhou),23,1,0,multi_experimental,2,toripalimab;yl201,cisplatin;toripalimab;yl201,B7-H3,ADC,,1,1,0,0,0,0,1,0,0
NCT07264075,Study Comparing Ivonescimab Alone or Ivonescimab in Combination With Ligufalimab Versus Pembrolizumab for the Treatment of SCCHN,PHASE3,Phase 3,RECRUITING,780,Groupe Oncologie Radiotherapie Tete et Cou,Groupe Oncologie Radiotherapie Tete et Cou,7,0,0,active_comparator,3,pembrolizumab (keytruda ),ivonescimab;ligufalimab,PD-1,Bispecific Antibody,BRAF;MSS;PD-L1;pMMR,1,1,1,1,1,0,0,0,1
NCT07267338,Pembrolizumab + MRGOO3 as Neoadjuvant in NPC,PHASE2,Phase 2,NOT_YET_RECRUITING,35,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",29,0,1,single_arm,1,pembrolizumab & mrg003,pembrolizumab & mrg003,PD-1,Monoclonal Antibody,EBV;PD-L1,1,1,1,0,1,0,0,1,1
NCT07272642,"A Phase 1, Multicenter Imaging Study of LNTH-2403 in Participants With Locally Advanced or Metastatic Solid Tumors.",PHASE1,Phase 1,NOT_YET_RECRUITING,16,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,lnth-2403,lnth-2403,LRRC15,Radiopharmaceutical,biomarker,0,1,0,0,1,0,0,0,1
NCT07274852,"A Study of Lutetium [177Lu]-BL-ARC001 in Patients With Locally Advanced or Metastatic Lung Cancer, Breast Cancer, Head and Neck Squamous Cell Carcinoma and Other Solid Tumors",PHASE1,Phase 1,RECRUITING,22,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,lutetium [177lu] bl-arc001,lutetium [177lu] bl-arc001,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07276399,A Study of Amivantamab in Addition to Standard of Care Agents (SOC) Compared With SOC Alone in Participants With Recurrent/Metastatic Head and Neck Cancer,PHASE3,Phase 3,RECRUITING,500,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,5-flurouracil;carboplatin;cisplatin;pembrolizumab,amivantamab;carboplatin;pembrolizumab,EGFR,Monoclonal Antibody,EGFR,1,1,0,1,0,0,1,0,1
NCT07287748,A Phase I Trial of Af-001 in Patients With Differentiated Thyroid Cancer,PHASE1,Phase 1,RECRUITING,38,Alpha Fusion Inc.,Alpha Fusion,1,1,0,single_arm,1,[211at]naat,[211at]naat,,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0
NCT07339176,Intratumoral N17350 in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,275,Onchilles Pharma Inc,Onchilles Pharma,1,1,0,multi_experimental,10,n17350,n17350,CD95,Oncolytic Virus,,1,1,0,0,0,0,0,0,0
NCT07348211,First in Human Study of SIM0610 in Solid Tumors,PHASE1,Phase 1,RECRUITING,260,"Jiangsu Simcere Pharmaceutical Co., Ltd.",Jiangsu Simcere Pharmaceutical,44,1,0,multi_experimental,2,sim0610 for injection,sim0610 for injection,,,,0,1,0,0,1,0,0,0,1
NCT07354984,A Single-Arm Phase II Clinical Study of Docetaxel Combined With Nimotuzumab and Pucotenlimab as Second-Line and Beyond Therapy for Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,30,Sun Yat-sen University,Sun Yat-sen University,73,0,0,single_arm,1,drug combination therapy,drug combination therapy,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,1,0,1,0,1
