nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,RAS/RAF_wt,MSI-H/dMMR,MSS/pMMR,HER2,BRAF_mut,KRAS_G12C,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06555133,"Y-90, Capecitabine, and Atezolizumab for Oligometastatic CRC",PHASE2,Phase 2,RECRUITING,18,Brown University,Brown University,22,0,1,single_arm,1,yttrium-90 radioembolization,yttrium-90 radioembolization,PD-L1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;TMB;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca. · measurable (RECIST)
NCT06562192,"Phase I Study of [177Lu]Lu-NNS309 in Patients With Pancreatic, Lung, Breast and Colorectal Cancers",PHASE1,Phase 1,RECRUITING,162,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,[177lu]lu-nns309;[68ga]ga-nns309,[177lu]lu-nns309;[68ga]ga-nns309,FAP,Radiopharmaceutical,HER2;MMR;MSI;MSI-H;[68Ga]Ga-NNS309 uptake;dMMR;genomic,0,1,0,1,0,1,0,0,0,0,1,"MSI-H/dMMR, HER2+",metastatic · ductal
NCT06567782,A Study of Neoadjuvant Dostarlimab Plus Capecitabine Plus Oxaliplatin (CAPEOX) Vs CAPEOX With Previously Untreated T4N0 or Stage III Mismatch Repair Proficient (MMRp)/Microsatellite Stable (MSS) Colon Cancer,PHASE2,Phase 2,RECRUITING,120,GlaxoSmithKline,GSK,468,1,1,active_comparator,2,CAPOX,CAPOX;dostarlimab,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;dMMR,1,1,0,1,1,0,0,0,0,0,1,"MSI-H/dMMR, MSS/pMMR",metastatic · adenoca. · ECOG 0
NCT06578559,Phase II Study of ctDNA-guided Encorafenib Plus Cetuximab Retreatment in Patients BRAF V600E Mutated mCRC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,16,Gruppo Oncologico del Nord-Ovest,Gruppo Oncologico del Nord-Ovest,8,0,1,single_arm,1,cetuximab;encorafenib,cetuximab;encorafenib,EGFR,Monoclonal Antibody,BRAF;CDX;KRAS;MET;MSI;MSI-H;PD-L1;biomarker;biomarker analysis;dMMR;genomic,1,1,1,1,0,0,1,0,0,1,1,"RAS/RAF wt, MSI-H/dMMR, BRAFm",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06586515,"MOONRAY-01, A Study of LY3962673 in Participants With KRAS G12D-Mutant Solid Tumors",PHASE1,Phase 1,RECRUITING,630,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly3962673,cetuximab;fluorouracil;gemcitabine;irinotecan;leucovorin;ly3962673;nab-paclitaxel;oxaliplatin,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06589440,Phase 2 Study of SR-8541A in Combination With Botensilimab and Balstilimab in Subjects With Refractory Metastatic Microsatellite Stable Colorectal Cancer (MSS-CRC),PHASE2,Phase 2,RECRUITING,70,Stingray Therapeutics,Stingray Therapeutics,2,1,0,multi_experimental,2,sr-8541a,sr-8541a,ENPP1,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,0,1,0,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06589830,TL938 and Trastuzumab for Patients With HER2-positive Metastatic Colorectal Cancer,PHASE2,Phase 2,RECRUITING,80,Suzhou Teligene Ltd.,Suzhou Teligene,1,1,0,multi_experimental,2,tl938 capsules,tl938 capsules;trastuzumab,HER2,Small Molecule,HER2;MMR;MSI;MSI-H;dMMR,0,1,1,1,0,1,0,0,0,0,1,"RAS/RAF wt, MSI-H/dMMR, HER2+",metastatic · ductal · ECOG 0-1
NCT06598007,A Study to Determine the Effect of CT3001 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,78,"Crossignal Therapeutics, Inc.",Crossignal Therapeutics,1,1,0,multi_experimental,10,ct3001,ct3001;folfox (5-fluorouracil;leucovorin;oxaliplatin),,Small Molecule,,0,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06607185,A Study of the Pan-KRAS Inhibitor LY4066434 in Participants With KRAS Mutant Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,750,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,2,ly4066434.,5fluorouracil;carboplatin;cetuximab;cisplatin;gemcitabine;irinotecan;leucovorin;ly4066434.;nab-paclitaxel;oxaliplatin;pembrolizumab;pemetrexed,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,1,0,0,1,KRAS G12C,metastatic · measurable (RECIST)
NCT06607458,Evaluation of the Safety and Efficacy of Treatment w/High Dose Melphalan Given Directly Into the Liver Followed by Treatment w/Approved Cancer Treatment or Approved Cancer Treatment Alone in Patients w/ Metastatic Colorectal Cancer w/Liver Dominant Disease,PHASE2,Phase 2,RECRUITING,90,Delcath Systems Inc.,Delcath Systems,9,1,0,active_comparator,2,trifluridine-tipiracil plus bevacizumab alone,melphalan/hds followed by consolidation treatment with trifluridine-tipiracil plus bevacizumab,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,0,0,0,0,0,0,0,1,RAS/RAF wt,metastatic · measurable (RECIST) · ECOG 0-1
NCT06612281,Evaluation of Gixam's Performance in a FIT Negative Population,PHASE2,Phase 2,RECRUITING,400,Jubaan Ltd.,Jubaan,4,1,0,single_arm,1,colonoscopy after bowel cleansing;device: colorectal cancer (crc) screening;diagnostic test: colorectal cancer screening,colonoscopy after bowel cleansing;device: colorectal cancer (crc) screening;diagnostic test: colorectal cancer screening,,,,0,1,0,0,0,0,0,0,0,0,0,,
NCT06614192,A Study Assessing Adverse Events and Disease Activity of Intravenously (IV) Infused Telisotuzumab Adizutecan in Adult Participants With c-Met Protein Above Cutoff Level Above Refractory Metastatic Colorectal Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,74,AbbVie,AbbVie,274,1,1,multi_experimental,2,telisotuzumab adizutecan,telisotuzumab adizutecan,MET,ADC,MET,1,1,0,0,0,0,0,0,0,0,0,,measurable (RECIST)
NCT06614751,A PARG Inhibitor DAT-2645 Monotherapy in Patients with Advanced/Metastatic Solid Tumors Harboring BRCA1/2 Loss of Function Alterations And/or Other Defects in the DDR Pathway,PHASE1,Phase 1,NOT_YET_RECRUITING,112,"Danatlas Pharmaceuticals Co., Ltd",Danatlas Pharmaceuticals,3,1,0,multi_experimental,3,dat-2645 tablet,dat-2645 tablet,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06617169,Dose-Escalation of MNPR-101-PCTA-177Lu in Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,multi_experimental,5,mnpr-101-pcta-177lu,mnpr-101-pcta-177lu,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT06621563,Phase Ib Trial of HS-20117 in Combination With Other Drugs in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,780,Hansoh BioMedical R&D Company,Hansoh,82,1,0,multi_experimental,6,,hs-20117 combined hs-20093;hs-20117 combined hs-20093 and 5-fu;hs-20117 combined platinum-containing;hs-20117+capeox;hs-20117+folfiri;hs-20117+mfolfox6,EGFR,,MET,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06625775,Open-Label Study of BBO-10203 in Subjects With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,392,"TheRas, Inc., d/b/a BBOT (BridgeBio Oncology Therapeutics)","TheRas, Inc., d/b/a BBOT (BridgeBio Oncology Therapeutics)",3,1,0,multi_experimental,5,bbo-10203,FOLFOX;bbo-10203;bevacizumab;fulvestrant;ribociclib;trastuzumab,PIK3CA,Small Molecule,BRAF;HER2;KRAS;MET;MSI;MSI-H;NTRK;RET;ROS1;dMMR,0,1,0,1,0,1,1,0,0,0,1,"MSI-H/dMMR, HER2+, BRAFm",metastatic · small-cell · measurable (RECIST)
NCT06630624,"Dose Finding, Efficacy and Immunological Response of IP-001 Following MWA or IRE for CRLM",PHASE1;PHASE2,Phase 2,RECRUITING,120,M.R. Meijerink,M.R. Meijerink,1,0,0,multi_experimental,4,ip-001,ip-001,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06634875,Isunakinra Alone and in Combination With Pembrolizumab in Patients With Colorectal Cancer (MSS),PHASE2,Phase 2,RECRUITING,20,Buzzard Pharmaceuticals,Buzzard Pharmaceuticals,2,1,0,single_arm,1,isunakinra,isunakinra,IL-1R1,Small Molecule,KRAS;MMR;PD-L1;TMB,0,1,0,0,1,0,0,0,0,0,1,MSS/pMMR,metastatic · adenoca. · measurable (RECIST)
NCT06638502,Safety of HRX215 in Patients After Minor and Major Liver Resection,PHASE1;PHASE2,Phase 2,RECRUITING,80,HepaRegeniX GmbH,HepaRegeniX,1,1,0,placebo_comparator,4,placebo capsules,hrx215 capsules,,,,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT06640049,A Study of Dostarlimab in Participants With Untreated Locally Advanced Rectal Cancer in China,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,23,GlaxoSmithKline,GSK,468,1,1,single_arm,1,dostarlimab,dostarlimab,PD-1,Monoclonal Antibody,MSI;MSI-H;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca.
NCT06640166,Encorafenib + Cetuximab Beyond Progression in Combination With FOLFIRI in Patients With BRAF V600E Mutated Metastatic Colorectal Cancer Progressing on Encorafenib + Cetuximab.,PHASE2,Phase 2,RECRUITING,25,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,9,0,0,single_arm,1,encorafenib + cetuximab + folfiri,encorafenib + cetuximab + folfiri,BRAF,Small Molecule,BRAF;PR,0,1,0,0,0,0,1,0,1,1,1,BRAFm,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 1
NCT06645301,BGT007 Treatment for Recurrent/refractory Gastrointestinal Malignancies,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,15,BioSyngen Pte Ltd,BioSyngen Pte,8,1,0,single_arm,1,group a;group b,group a;group b,,,PR,0,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06645808,PET-imaging of Two Vartumabs in Patients With Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,32,Var2 Pharmaceuticals,Var2 Pharmaceuticals,1,1,0,multi_experimental,2,pet/ct scan,89zr-dfo-n-suc-c9scfv;89zr-dfo-n-suc-f8scfv;pet/ct scan,oncofetal chondroitin sulfate,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,0,,adjuvant · squamous
NCT06652529,Phase 1 Dose Escalation and Expansion to Evaluate AROG4-01 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,35,Aromics Therapeutics,Aromics Therapeutics,1,1,0,single_arm,1,arog4-01,arog4-01,G-quadruplexes,Small Molecule,,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06657222,First in Human Study of TUB-030 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,250,Tubulis GmbH,Tubulis,5,1,0,multi_experimental,2,tub-030,tub-030,5T4,ADC,,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT06662786,A Study of Amivantamab and mFOLFOX6 or FOLFIRI Versus Cetuximab and mFOLFOX6 or FOLFIRI as First-line Treatment in Participants With KRAS/NRAS and BRAF Wild-type Unresectable or Metastatic Left-sided Colorectal Cancer,PHASE3,Phase 3,RECRUITING,1000,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,cetuximab;fluorouracil;irinotecan hydrochloride;leucovorin calcium/levoleucovorin;oxaliplatin,amivantamab;fluorouracil;irinotecan hydrochloride;leucovorin calcium/levoleucovorin;oxaliplatin,EGFR,Monoclonal Antibody,BRAF;EGFR;HER2;KRAS;MET;MMR;MSI;MSI-H;dMMR,1,1,1,1,0,1,0,0,0,0,1,"RAS/RAF wt, MSI-H/dMMR, HER2+",metastatic · adenoca. · measurable (RECIST)
NCT06663319,A Study of JNJ-89402638 for Metastatic Colorectal and Gastric Cancers,PHASE1,Phase 1,RECRUITING,260,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,6,jnj-89402638,FOLFIRI;FOLFOX;bevacizumab;jnj-89402638,VEGF/VEGFR,,MMR,0,1,0,0,1,0,0,0,0,0,1,MSS/pMMR,metastatic · adenoca. · measurable (RECIST)
NCT06663839,A Study of NILK-2301 in Patients with Locally Advanced or Metastatic Low Tumor Volume (LTV) Colorectal Cancer,PHASE1,Phase 1,RECRUITING,25,Light Chain Bioscience - Novimmune SA,Light Chain Bioscience - Novimmune,2,1,0,single_arm,1,biological nilk-2301,biological nilk-2301,CEA,Bispecific Antibody,CEACAM5,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT06666166,SHR-A1811 Combined with Apatinib in the Treatment of Advanced Gastric or Gastroesophageal Junction Adenocarcinoma and Colorectal Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,28,Yunpeng Liu,Yunpeng Liu,3,0,0,multi_experimental,2,shr-a1811 & apartinib,shr-a1811 & apartinib,VEGFR-2,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06673329,Brodalumab in the Treatment of Immune-Related Adverse Events,PHASE1,Phase 1,RECRUITING,11,"Brian Henick, MD","Brian Henick, MD",1,0,0,single_arm,1,brodalumab;ct scan,brodalumab;ct scan,IL-17RA,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT06682793,"A Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated CAR T, in Participants With Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",PHASE1;PHASE2,Phase 2,RECRUITING,240,A2 Biotherapeutics Inc.,A2 Biotherapeutics,3,1,0,single_arm,1,a2b395;diagnostic test: xt cdx with hla-loh assay,a2b395;diagnostic test: xt cdx with hla-loh assay,EGFR,CAR-T,HLA-A*02,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06686576,A Study of Neoadjuvant QL1706 in Participants With Untreated dMMR/MSI-H Resectable Colon Cancer,PHASE3,Phase 3,RECRUITING,363,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,active_comparator,2,capeox/capecitabine,ql1706,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · adenoca.
NCT06693375,To Evaluate Dose and Safety of NanoEcho Particle-1 Using NanoEcho Imaging Device Examinations of Rectal Lymph Nodes in Healthy Volunteers and Rectal Cancer Patients.,PHASE2,Phase 2,RECRUITING,12,NanoEcho AB,NanoEcho,1,1,0,single_arm,1,device: rectal magnetomotoric ultrasound (mmus);iron oxide nanoparticles,device: rectal magnetomotoric ultrasound (mmus);iron oxide nanoparticles,,,,0,1,0,0,0,0,0,0,0,0,0,,
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,PHASE2,Phase 2,RECRUITING,200,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,ALK;BRAF;EGFR;HER2;KRAS;MET;ROS1,1,1,0,0,0,1,1,0,0,0,1,"HER2+, BRAFm",metastatic · small-cell · measurable (RECIST)
NCT06699836,CLOVER - CCR5-targeting Leronlimab With Oral Chemotherapy and VEGF-inhibitor Enriched Regimen,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,66,"CytoDyn, Inc.",CytoDyn,5,1,0,multi_experimental,2,,,CXCR2,Monoclonal Antibody,MET;MSS,1,0,1,0,1,0,0,0,0,0,1,"RAS/RAF wt, MSS/pMMR",metastatic · squamous · measurable (RECIST)
NCT06710756,Lead-212 PSV359 Therapy for Patients With Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,112,Perspective Therapeutics,Perspective Therapeutics,4,1,0,multi_experimental,2,[203pb]pb-psv359;[212pb]pb-psv359,[203pb]pb-psv359;[212pb]pb-psv359,FAP,Radiopharmaceutical,FAP,0,1,0,0,0,0,0,0,0,0,0,,metastatic · ECOG 0-1
NCT06710847,"A Study to Investigate the Safety, Pharmacokinetics, and Preliminary Effectiveness of GSK4418959 Alone or in Combination With Other Anti-cancer Agents in Participants With Solid Tumors",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,14,GlaxoSmithKline,GSK,468,1,1,multi_experimental,3,gsk4418959,gsk4418959;pd-1 inhibitor,WRN,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,metastatic · squamous · measurable (RECIST)
NCT06718738,Clinical Study of IM96 CAR-T Cell Therapy in Patients With Advanced Colorectal Cancer,PHASE1,Phase 1,RECRUITING,9,"Beijing Immunochina Medical Science & Technology Co., Ltd.",Beijing Immunochina Medical Science & Technology,20,1,0,single_arm,1,im96 car-t cells,im96 car-t cells,CD19,CAR-T,CD19;PD-L1,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · ductal · measurable (RECIST) · ECOG 0-1
NCT06720987,A Study to Investigate the Safety and Efficacy of KQB365 as Monotherapy and in Combination in Participants With Advanced Solid Malignancies,PHASE1,Phase 1,RECRUITING,140,Kumquat Biosciences Inc.,Kumquat Biosciences,7,1,0,multi_experimental,7,kqb365,cetuximab;kqb198;kqb365,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,1,0,0,1,KRAS G12C,metastatic · adenoca. · measurable (RECIST)
NCT06723236,A Study of MGC028 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,124,MacroGenics,MacroGenics,29,1,0,multi_experimental,9,mgc028,mgc028,ADAM9,ADC,ALK;BRAF;KRAS;MSI;PD-L1;dMMR,1,1,0,1,0,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06724263,"A Multicenter, Open-label Phase IIa Clinical Study to Evaluate the Efficacy and Safety of B1962 Injection in the Treatment of Advanced Malignant Solid Tumors",PHASE2,Phase 2,NOT_YET_RECRUITING,120,"Tasly Biopharmaceuticals Co., Ltd.",Tasly Biopharmaceuticals,3,1,0,single_arm,1,b1962,b1962,,,ER;PD-L1;PR,0,1,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous · measurable (RECIST)
NCT06733038,FOLFOXIRI Plus Bevacizumab With or Without Atezolizumab as 1st Line Treatment of pMMR and IS IC-High Metastatic Colorectal Cancer Patients.,PHASE3,Phase 3,RECRUITING,238,Gruppo Oncologico del Nord-Ovest,Gruppo Oncologico del Nord-Ovest,8,0,1,active_comparator,2,bevacizumab;fluorouracil (5-fu);irinotecan (cpt-11);leucovorin;oxaliplatin,atezolizumab;bevacizumab;fluorouracil (5-fu);irinotecan (cpt-11);leucovorin;oxaliplatin,PD-L1,Monoclonal Antibody,CMMRD;MMR;MSI-H;PD-L1;TMB,1,1,0,0,1,0,0,0,0,1,1,MSS/pMMR,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 2
NCT06750094,A Study of Amivantamab and FOLFIRI Versus Cetuximab/Bevacizumab and FOLFIRI in Participants With KRAS/NRAS and BRAF Wild-type Colorectal Cancer Who Have Previously Received Chemotherapy,PHASE3,Phase 3,RECRUITING,700,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,bevacizumab;cetuximab;fluorouracil;irinotecan;leucovorin calcium/levoleucovorin,amivantamab;fluorouracil;irinotecan;leucovorin calcium/levoleucovorin,VEGF/VEGFR,Bispecific Antibody,BRAF;EGFR;HER2;KRAS;MET;MMR;MSI;MSI-H;dMMR,1,1,0,1,0,1,0,0,0,0,1,"MSI-H/dMMR, HER2+",metastatic · adenoca. · measurable (RECIST)
NCT06751329,A Study of DM002 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,280,"Xadcera Biopharmaceutical (Suzhou) Co., Ltd.",Xadcera Biopharmaceutical (Suzhou),2,1,0,multi_experimental,5,dm002,dm002,HER3,ADC,biomarker,1,1,0,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06756035,CT-95 in Advanced Cancers Associated With Mesothelin Expression,PHASE1,Phase 1,RECRUITING,70,Context Therapeutics Inc.,Context Therapeutics,5,1,0,single_arm,1,ct-95,ct-95,,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,0,0,,advanced · measurable (RECIST) · ECOG 0
NCT06767046,KRAS-Specific Autologous TCR-T Cell Therapy for KRAS Mutation in Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,8,"Corregene Biotechnology Co., Ltd",Corregene Biotechnology,4,1,0,single_arm,1,kras-specific autologous tcr-t cell injection,kras-specific autologous tcr-t cell injection,KRAS,Cell Therapy,HLA-A*11:01;KRAS,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06778863,A Study of CLSP-1025 in Adult Patients With Solid Tumors That Harbor the p53 R175H Mutation,PHASE1,Phase 1,RECRUITING,90,"Clasp Therapeutics, Inc.",Clasp Therapeutics,2,1,0,multi_experimental,2,clsp-1025,clsp-1025,p53,Bispecific Antibody,HLA-A*02:01;P53,1,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT06783569,A First-in-Human Escalation and Expansion Study of Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,94,JiaRay Group,JiaRay Group,1,1,0,multi_experimental,9,jr8603,jr8603,,,BRAF;HER2;MMR;MSI;MSI-H;PD-L1;dMMR,0,1,1,1,1,1,1,0,1,0,1,"RAS/RAF wt, MSI-H/dMMR, MSS/pMMR, HER2+, BRAFm",metastatic · 1st-line · squamous · measurable (RECIST)
NCT06784947,"Trial of Atezolizumab, Bevacizumab, and Tiragolumab in Patients With Microsatellite Stable, Metastatic Colorectal Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,13,"University of Colorado, Denver","University of Colorado, Denver",46,0,1,multi_experimental,2,atezolizumab;bevacizumab;tiragolumab,atezolizumab;bevacizumab;on-treatment biopsy;pre-treatment biopsy;tiragolumab,TIGIT,Monoclonal Antibody,BRAF;KRAS;MET;MMR;MSI;PD-L1,1,1,1,1,1,0,1,0,0,0,1,"RAS/RAF wt, MSI-H/dMMR, MSS/pMMR, BRAFm",metastatic · adenoca. · measurable (RECIST)
NCT06789172,"A Phase 1, First-in-human Study of OKN4395 and Pembrolizumab in Patients With Solid Tumors",PHASE1,Phase 1,RECRUITING,146,Epkin,Epkin,1,1,0,multi_experimental,7,okn4395,fasting;fed;h2 receptor antagonist;okn4395;pembrolizumab,EP2,Small Molecule,ALK;HER2;MSI;PD-L1,0,1,0,1,1,1,0,0,1,1,1,"MSI-H/dMMR, MSS/pMMR, HER2−",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06792435,XNW27011 Study of Advanced Solid Tumor Subjects Who Failed Standard Therapies.,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,240,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,2,xnw27011,xnw27011,CLDN18.2,ADC,CLDN18.2,1,1,0,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06792695,A Study of Novel Study Interventions and Combinations in Participants With Colorectal Cancer,PHASE2,Phase 2,RECRUITING,80,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,bevacizumab;folfiri (fluorouracil (5-fu);irinotecan);leucovorin,bevacizumab;folfiri (fluorouracil (5-fu);irinotecan);leucovorin;volrustomig,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,1,0,0,0,0,0,1,MSS/pMMR,metastatic · adenoca. · measurable (RECIST)
NCT06806046,Anti-CEACAM5 ADC Precemtabart Tocentecan (M9140) in Chinese Participants With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",Merck KGaA,166,1,1,single_arm,1,m9140,m9140,CEA,ADC,BRAF;CEACAM5;MSI;MSI-H,1,1,0,1,0,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · squamous
NCT06819215,Phase I/II Clinical Study to Evaluate VB15010 Tablets in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,188,"Zhejiang Yangli Pharmaceutical Technology Co., Ltd.",Zhejiang Yangli Pharmaceutical Technology,3,1,0,single_arm,1,vb15010,vb15010,PARP,Small Molecule,,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT06820463,"A Study to Evaluate the Adverse Events, and Efficacy of Intravenous (IV) of Telisotuzumab Adizutecan in Combination With IV Oxaliplatin, Fluorouracil, Folinic Acid/Leucovorin, Bevacizumab, Panitumumab in Adult Participants With Metastatic Colorectal Cancer",PHASE2,Phase 2,RECRUITING,390,AbbVie,AbbVie,274,1,1,multi_experimental,8,fluorouracil;leucovorin,bevacizumab;fluorouracil;leucovorin;oxaliplatin;panitumumab;telisotuzumab adizutecan,VEGF/VEGFR,Monoclonal Antibody,MET,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06821048,Study of CEA Targeting CAR-T (PTC13) in the Treatment of CEA-Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,18,"Weijia Fang, MD","Weijia Fang, MD",3,0,0,single_arm,1,intraperitoneal infusion of fast cea-targeted car-t,intraperitoneal infusion of fast cea-targeted car-t,CEA,CAR-T,CEA,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06824064,"Evaluation of RBS2418 in Patients With Advanced, Metastatic, and Progressive Colorectal Cancer",PHASE2,Phase 2,RECRUITING,150,"Riboscience, LLC.",Riboscience,3,1,0,active_comparator,4,rbs2418,,ENPP1,Small Molecule,,0,0,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line
NCT06825624,ARTEMIS-102: HS-20093 Combinations in Patients with Advanced Metastatic Colorectal Cancer,PHASE1,Phase 1,RECRUITING,560,Hansoh BioMedical R&D Company,Hansoh,82,1,0,multi_experimental,5,bevacizumab;hs-20093,bevacizumab;capecitabine;fluorouracil;hs-20093;leucovorin;oxaliplatin,B7-H3,ADC,PD-L1,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06835569,A Study to Learn About Study Medicine ALTA3263 in Adults With Advanced Solid Tumors With KRAS Mutations,PHASE1,Phase 1,RECRUITING,448,"Alterome Therapeutics, Inc.",Alterome Therapeutics,2,1,0,multi_experimental,10,alta3263,FOLFIRINOX;FOLFOX;alta3263;cetuximab;gnp;midazolam;pembrolizumab;pemetrexed + cisplatin /carboplatin,KRAS,Monoclonal Antibody,KRAS,1,1,0,0,0,0,0,0,0,0,0,,metastatic
