nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,IDH,MGMT,EGFR,1p19q,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT05421897,Rapid Administration Pilot for Infusing Dinutuximab,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,30,Children's Hospital Los Angeles,Children's Hospital Los Angeles,1,0,0,single_arm,1,dinutuximab with,dinutuximab with,GD2,Monoclonal Antibody,GD2;MET,1,1,0,0,0,0,0,1,0,,2nd-line+
NCT05423210,Atezolizumab and Pre-Surgical Brain Radiation Therapy for Glioblastoma Multiforme,EARLY_PHASE1,Phase 1,RECRUITING,12,Stony Brook University,Stony Brook University,6,0,1,single_arm,1,atezolizumab + fsrt radiation,atezolizumab + fsrt radiation,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,recurrent · ECOG 2
NCT05450744,131I-TLX-101 for Treatment of Newly Diagnosed Glioblastoma (IPAX-2),PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Telix Pharmaceuticals (Innovations) Pty Limited,Telix Pharmaceuticals (Innovations) Pty,19,1,0,single_arm,1,131i-ipa,131i-ipa,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,
NCT05460507,Safety & Efficacy/Tolerability of Rhenium-186 NanoLiposomes (186RNL) for Patients Who Received a Prior 186RNL Treatment,PHASE1,Phase 1,RECRUITING,40,Cerenome,Cerenome,5,1,0,single_arm,1,retreatment rhenium liposome,retreatment rhenium liposome,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,recurrent
NCT05463848,Surgical Pembro +/- Olaparib w TMZ for rGBM,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,52,"L. Nicolas Gonzalez Castro, MD, PhD","L. Nicolas Gonzalez Castro, MD, PhD",2,0,1,multi_experimental,3,pembrolizumab,olaparib;pembrolizumab;temozolomide,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,1,1,0,1,1,"IDHm, EGFR+, 1p19q-codel",resectable · 2nd-line+ · squamous
NCT05465954,Efineptakin Alfa and Pembrolizumab for the Treatment of Recurrent Glioblastoma,PHASE2,Phase 2,RECRUITING,54,Mayo Clinic,Mayo Clinic,31,0,1,single_arm,1,biopsy;biospecimen collection;efineptakin alfa;pembrolizumab,biopsy;biospecimen collection;efineptakin alfa;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,1,1,IDHm,recurrent · 2nd-line+
NCT05476939,Biological Medicine for Diffuse Intrinsic Pontine Glioma (DIPG) Eradication 2.0,PHASE3,Phase 3,RECRUITING,433,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",31,0,0,active_comparator,2,everolimus;radiotherapy,onc201;radiotherapy,DR5,Small Molecule,H3;biomarker,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05489887,Naxitamab Added to Induction for Newly Diagnosed High-Risk Neuroblastoma,PHASE2,Phase 2,RECRUITING,93,Giselle Sholler,Giselle Sholler,11,0,0,single_arm,1,naxitamab,naxitamab,GD2,Monoclonal Antibody,GD2,1,1,0,0,1,0,0,0,1,EGFR+,
NCT05495295,"First-in-human Trial of PhOx430, a First-in-class Acetylglucosaminyltransferase V Inhibitor, in Advanced Solid Tumours",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,149,Phost'In Therapeutics,Phost'In Therapeutics,1,1,0,single_arm,1,phox430,phox430,MGAT5,Small Molecule,ER;HER2,0,1,0,0,1,0,0,0,1,EGFR+,metastatic · squamous · measurable (RECIST)
NCT05538130,A Study to Learn About the Study Medicine Called PF-07799544 as Monotherapy or in Combination in People With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,148,Pfizer,Pfizer,687,1,1,multi_experimental,3,pf-07799544,pf-07799544;pf-07799933,BRAF,Small Molecule,BRAF,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05553041,18F-Fluciclovine PET-MRI in High-grade Glioma,EARLY_PHASE1,Phase 1,RECRUITING,30,Children's Hospital of Philadelphia,Children's Hospital of Philadelphia,6,0,0,single_arm,1,18f-fluciclovine pet-mri,18f-fluciclovine pet-mri,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,measurable (RECIST)
NCT05554302,Characterization of 18F-Fluciclovine PET Amino Acid Radiotracer in Resected Brain Metastasis,PHASE2,Phase 2,RECRUITING,20,Baptist Health South Florida,Baptist Health South Florida,19,0,0,single_arm,1,18f-fluciclovine,18f-fluciclovine,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,metastatic · ECOG 0
NCT05555550,Evaluation of 18F-Fluciclovine Positron Emission Tomography - Magnetic Resonance Imaging (PET-MRI) in LGG,EARLY_PHASE1,Phase 1,RECRUITING,30,Children's Hospital of Philadelphia,Children's Hospital of Philadelphia,6,0,0,single_arm,1,18f-fluciclovine,18f-fluciclovine,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,
NCT05561374,Study of Safety and Pharmacokinetic Properties of Oral OKN-007 in Patients with Recurrent High-Grade Glioma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,16,"Oblato, Inc.",Oblato,4,1,0,multi_experimental,4,,bid;high-dose okn-007;low-dose okn-007;mid-dose okn-007;tid,,,,0,1,0,0,0,0,1,0,0,,recurrent · 1st-line
NCT05566795,DAY101 vs. Standard of Care Chemotherapy in Pediatric Participants With Low-Grade Glioma Requiring First-Line Systemic Therapy (LOGGIC/FIREFLY-2),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,418,"Day One Biopharmaceuticals, Inc.",Day One Biopharmaceuticals,7,1,0,active_comparator,2,chemotherapeutic agent,tovorafenib,BRAF,Small Molecule,RAF,0,1,1,0,0,0,1,0,1,IDHm,1st-line
NCT05577091,Tris-CAR-T Cell Therapy for Recurrent Glioblastoma,PHASE1,Phase 1,RECRUITING,10,Beijing Tiantan Hospital,Beijing Tiantan Hospital,5,0,0,single_arm,1,inverse correlated dual-target;truncated il7ra modified car -expressing autologous t-lymphocytes.,inverse correlated dual-target;truncated il7ra modified car -expressing autologous t-lymphocytes.,IL7Ra,CAR-T,,1,1,0,0,0,0,0,0,0,,recurrent
NCT05580562,ONC201 in H3 K27M-mutant Diffuse Glioma Following Radiotherapy (the ACTION Study),PHASE3,Phase 3,RECRUITING,510,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,placebo_comparator,3,,dordaviprone (onc201);dordaviprone (onc201) + placebo,ClpP,Small Molecule,H3,0,1,0,0,0,0,0,0,0,,
NCT05590689,Radiodynamic Therapy (RDT) With Gliolan in Patients With First Recurrence of Brain Tumor,PHASE1;PHASE2,Phase 2,RECRUITING,34,Universität Münster,Universität Münster,6,0,0,single_arm,1,gliolan;radiodynamic therapy,gliolan;radiodynamic therapy,5-ALA,Radiopharmaceutical,,0,1,0,1,1,0,0,0,1,"MGMT, EGFR+",recurrent
NCT05609994,ViCToRy: Vorasidenib in Combination With Tumor Specific Peptide Vaccine for Recurrent IDH1 Mutant Lower Grade Gliomas,PHASE1,Phase 1,RECRUITING,48,"Katy Peters, MD, PhD","Katy Peters, MD, PhD",1,0,1,single_arm,1,pepidh1m vaccine + vorasidenib,pepidh1m vaccine + vorasidenib,IDH1/2,Vaccine,IDH1,1,1,0,0,0,0,0,0,0,,metastatic
NCT05610891,Novel Targeted Radiotherapy in Pediatric Patients With Inoperable Relapsed or Refractory HGG,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,50,"Cellectar Biosciences, Inc.",Cellectar Biosciences,11,1,0,single_arm,1,clr 131,clr 131,,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05615623,Blood Brain Barrier (BBB) Disruption Using Exablate Focused Ultrasound With Doxorubicin for Treatment of Pediatric DIPG,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,10,InSightec,InSightec,41,1,0,single_arm,1,device: exablate;doxorubicin,device: exablate;doxorubicin,Topoisomerase II,Small Molecule,,0,1,0,0,0,0,0,0,0,,
NCT05629702,ARISTOCRAT: Blinded Trial of Temozolomide +/- Cannabinoids,PHASE2,Phase 2,RECRUITING,120,University of Birmingham,University of Birmingham,20,0,0,placebo_comparator,2,nabiximols-matched placebo;temozolomide,nabiximols;temozolomide,,Small Molecule,BRAF;PR,0,1,1,1,0,0,1,0,1,"IDHm, MGMT",adjuvant · 1st-line
NCT05630209,Blood Brain Barrier (BBB) Disruption Using Exablate Focused Ultrasound With Doxorubicin for Treatment of Pediatric Diffuse Intrinsic Pontine Gliomas (DIPG),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,10,InSightec,InSightec,41,1,0,single_arm,1,device: exablate;doxorubicin,device: exablate;doxorubicin,Topoisomerase II,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic
NCT05642455,SPEARHEAD-3 Pediatric Study,PHASE1;PHASE2,Phase 2,RECRUITING,20,"USWM CT, LLC",USWM CT,8,1,0,single_arm,1,afamitresgene autoleucel,afamitresgene autoleucel,MAGE-A4,CAR-T,MAGE-A4,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT05650749,GPC2 CAR T Cells for Relapsed or Refractory Neuroblastoma and Metastatic Retinoblastoma,PHASE1,Phase 1,ENROLLING_BY_INVITATION,45,Stephan Grupp MD PhD,Stephan Grupp MD PhD,2,0,1,multi_experimental,2,gpc2 car t cells,gpc2 car t cells,GPC2,CAR-T,GPC2,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05660408,RNA Lipid Particles Targeting Pediatric Recurrent Intracranial Malignancies and Other systEmic Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,36,University of Florida,University of Florida,28,0,0,multi_experimental,5,pp65 rna lp (dp1);pp65/tumor mrna rna-lp (dp2);surgical biopsy/resection,pp65 rna lp (dp1);pp65/tumor mrna rna-lp (dp2);surgical biopsy/resection,pp65,mRNA,MMR;PD-L1,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05664243,"A Phase 1b / 2 Drug Resistant Immunotherapy With Activated, Gene Modified Allogeneic or Autologous γδ T Cells (DeltEx) in Combination With Maintenance Temozolomide in Subjects With Recurrent or Newly Diagnosed Glioblastoma",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,4,In8bio Inc.,In8bio,1,1,0,multi_experimental,3,,allogeneic genetically modified gamma-delta t cells,,Cell Therapy,,1,0,1,0,0,0,1,0,1,IDHm,recurrent · 1st-line
NCT05673928,A Phase II Study of Tucatinib and Ado-trastuzumab Emtansine (T-DM1) in Patients With HER2-positive Metastatic Solid Tumors and Metastases to Brain (TUCATEMEB),PHASE2,Phase 2,RECRUITING,30,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,single_arm,1,trastuzumab emtansine;tucatinib,trastuzumab emtansine;tucatinib,HER2,Small Molecule,HER2,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05698524,A Study of Temodar With Abexinostat (PCI-24781) for Patients With Recurrent Glioma,PHASE1,Phase 1,RECRUITING,24,University of Nebraska,University of Nebraska,23,0,0,single_arm,1,pci 24781;temozolomide,pci 24781;temozolomide,HDAC,Small Molecule,,0,1,0,0,0,0,0,0,0,,
NCT05701306,APG-115 Alone or in Combination With APG-2575 in Recurrent or Refractory Neuroblastoma or Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,100,Ascentage Pharma Group Inc.,Ascentage Pharma,45,1,0,multi_experimental,2,apg-115,apg-115;apg-2575,BCL2,Small Molecule,BCL-2,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05736406,A Dose-escalation Clinical Study of Intraoperative Photodynamic Therapy of Glioblastoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,12,Hemerion Therapeutics,Hemerion Therapeutics,1,1,0,multi_experimental,2,,5-ala hcl intraoperative photodynamic therapy (pdt) at 200 j/cm^2;5-ala hcl intraoperative photodynamic therapy (pdt) at 400 j/cm^2,,,,0,1,0,0,0,0,0,0,0,,
NCT05739942,Dose Finding Study of [177Lu]Lu-NeoB in Newly Diagnosed Glioblastoma and in Recurrent Glioblastoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,42,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,[177lu]lu-neob;[68ga]ga-neob,[177lu]lu-neob;[68ga]ga-neob;temozolomide,,Radiopharmaceutical,MET;biomarker;biomarker analysis,0,1,0,0,0,0,0,0,0,,recurrent · squamous · measurable (RECIST)
NCT05743595,"Neoantigen-based Personalized DNA Vaccine With Retifanlimab PD-1 Blockade Therapy in Patients With Newly Diagnosed, Unmethylated Glioblastoma",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,27,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,2,device: tds-im v 2.0 electroporation device;personalized neoantigen dna vaccine;retifanlimab,device: tds-im v 2.0 electroporation device;personalized neoantigen dna vaccine;retifanlimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1,"IDHm, MGMT",recurrent
NCT05765812,A Study of Debio 0123 in Combination With Temozolomide in Adult Participants With Recurrent or Progressive Glioblastoma and of Debio 0123 in Combination With Temozolomide and Radiotherapy in Adult Participants With Newly Diagnosed Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,116,Debiopharm International SA,Debiopharm International,23,1,0,multi_experimental,5,debio 0123;temozolomide,debio 0123;radiotherapy;temozolomide,,,,0,1,1,0,0,0,1,0,1,IDHm,1st-line · squamous · measurable (RECIST)
NCT05768178,DETERMINE Trial Treatment Arm 05: Vemurafenib in Combination With Cobimetinib in Adult Patients With BRAF Positive Cancers.,PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,cobimetinib;vemurafenib,cobimetinib;vemurafenib,BRAF,Small Molecule,BRAF;MET,0,1,0,0,0,0,0,0,0,,metastatic
NCT05768919,Study of Liposomal Curcumin in Combination With RT and TMZ in Patients With Newly Diagnosed High-Grade Gliomas,PHASE1;PHASE2,Phase 2,RECRUITING,30,"SignPath Pharma, Inc.",SignPath Pharma,2,1,0,single_arm,1,treatment period 1;treatment period 2;treatment period 3;treatment period 4a,treatment period 1;treatment period 2;treatment period 3;treatment period 4a,,Small Molecule,,0,1,1,1,1,0,0,0,1,"IDHm, MGMT, EGFR+",adjuvant · squamous
NCT05769660,A Study to Evaluate Safety and Efficacy of BEY1107 in Combination with Temozolomide in Patients with Recurrent or Progressive Glioblastoma Multiforme (GBM),PHASE1,Phase 1,RECRUITING,12,BeyondBio Inc.,BeyondBio,3,1,0,single_arm,1,bey1107;temozolomide,bey1107;temozolomide,,,,0,1,0,0,0,0,0,0,0,,recurrent
NCT05770037,"DETERMINE Trial Treatment Arm 01: Alectinib in Adult, Paediatric and Teenage/Young Adult Patients With ALK Positive Cancers",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,alectinib,alectinib,ALK,Small Molecule,ALK;MET,0,1,0,0,0,0,0,0,0,,metastatic · small-cell
NCT05770544,"DETERMINE Trial Treatment Arm 03: Entrectinib in Adult, Paediatric and Teenage/Young Adult Patients With ROS1 Gene Fusion-Positive Cancers.",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,entrectinib,entrectinib,ROS1,Small Molecule,MET;ROS1,0,1,0,0,0,0,0,0,0,,
NCT05798507,Identification of Treatment Concentrations of Defactinib or VS-6766 for the Treatment of Patients With Glioblastoma,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,14,Emory University,Emory University,116,0,0,multi_experimental,2,biospecimen collection,avutometinib;biospecimen collection;defactinib,MEK,Small Molecule,BRAF;KRAS,0,1,0,0,0,0,0,0,0,,metastatic
NCT05843253,"Study of Ribociclib and Everolimus in HGG and DIPG or Ribociclib and Temozolomide in DHG, H3G34-mutant",PHASE2,Phase 2,RECRUITING,120,Nationwide Children's Hospital,Nationwide Children's Hospital,6,0,1,multi_experimental,5,ribociclib,everolimus;ribociclib;temozolomide (tmz),CDK4/6,Small Molecule,ER;GRPR;HER2;MET,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05857969,Ex Vivo Drug Sensitivity Testing and Multi-Omics Profiling,PHASE1,Phase 1,RECRUITING,65,Florida International University,Florida International University,1,0,0,single_arm,1,device: functional precision medicine,device: functional precision medicine,,,genomic,0,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+
NCT05864534,Phase 2a Immune Modulation With Ultrasound for Newly Diagnosed Glioblastoma,PHASE2,Phase 2,RECRUITING,25,Northwestern University,Northwestern University,72,0,0,single_arm,1,balstilimab;botensilimab;device: sonocloud-9 (sc-9);liposomal doxorubicin,balstilimab;botensilimab;device: sonocloud-9 (sc-9);liposomal doxorubicin,PD-1,Monoclonal Antibody,MSI-H;dMMR,1,1,0,1,0,0,0,0,1,MGMT,
NCT05879250,WP1066 and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma,PHASE2,Phase 2,RECRUITING,39,Northwestern University,Northwestern University,72,0,0,multi_experimental,2,biospecimen collection;magnetic resonance imaging;radiation therapy;stat3 inhibitor wp1066,biospecimen collection;magnetic resonance imaging;radiation therapy;stat3 inhibitor wp1066;surgical procedure,STAT3,Small Molecule,MET,0,1,1,1,0,0,0,0,1,"IDHm, MGMT",measurable (RECIST)
NCT05879367,Evaluation of Eflornithine Plus Temozolomide in Patients With Newly Diagnosed Glioblastoma or Astrocytoma,PHASE1,Phase 1,RECRUITING,66,"Orbus Therapeutics, Inc.",Orbus Therapeutics,2,1,0,multi_experimental,3,temozolomide,eflornithine (dose level -1);eflornithine (dose level 1);eflornithine (dose level 2);temozolomide,ODC,Small Molecule,,0,1,1,0,0,0,0,0,1,IDHm,metastatic
NCT05902169,Sonocloud-9 in Association With Carboplatin Versus Standard-of-Care Chemotherapies (CCNU or TMZ) in Recurrent GBM,PHASE3,Phase 3,RECRUITING,560,CarThera,CarThera,2,1,0,active_comparator,2,lomustine;temozolomide,carboplatin;device: sonocloud-9 (sc9),,Small Molecule,BRAF;MET,0,1,1,0,1,0,1,0,1,"IDHm, EGFR+",1st-line · squamous
NCT05916313,A Study to Test How Well Different Doses of BI 764532 Are Tolerated by People With a Tumour in the Brain That is Positive for DLL3,PHASE1,Phase 1,RECRUITING,20,Boehringer Ingelheim,Boehringer Ingelheim,237,1,1,single_arm,1,bi 764532,bi 764532,,,,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05933265,Study of LP-184 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,64,Lantern Pharma Inc.,Lantern Pharma,3,1,0,multi_experimental,4,lp-184,lp-184;nivolumab & ipilimumab;olaparib,PTGR1,Small Molecule,ATM;ATR;BRCA1;BRCA2;ERCC3;ERCC4;PR;genomic,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05948813,TY-9591 in the Patients With EGFR Mutations in Advanced NSCLC With Brain Metastases,PHASE2,Phase 2,RECRUITING,420,"TYK Medicines, Inc",TYK Medicines,14,1,0,active_comparator,2,osimertinib,ty-9591,EGFR,Small Molecule,EGFR-SENSITIVE,0,1,0,0,1,0,0,0,1,EGFR+,metastatic · squamous · measurable (RECIST) · ECOG 0-1
NCT05951777,Autologous Adipose-Derived Mesenchymal Stem Cells for Chronic Traumatic Brain Injury,PHASE2,Phase 2,RECRUITING,51,Hope Biosciences LLC,Hope Biosciences,2,1,0,placebo_comparator,2,,autologous hb-admscs,,Cell Therapy,,1,0,0,0,1,0,0,0,1,EGFR+,
NCT05986851,Azeliragon in MGMT Unmethylated Glioblastoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,30,Cantex Pharmaceuticals,Cantex Pharmaceuticals,4,1,0,single_arm,1,azeliragon,azeliragon,RAGE,Small Molecule,MGMT,0,1,1,1,0,0,0,0,1,"IDHm, MGMT",metastatic
NCT05987644,Delayed or Upfront Brain RAdiotherapy in Treatment naïve Lung Cancer Patients With Asymptomatic or Minimally Symptomatic Brain Metastases and ALK rEarrangements,PHASE1;PHASE2,Phase 2,RECRUITING,56,Joshua Palmer,Joshua Palmer,2,0,1,multi_experimental,3,alectinib,alectinib;stereotactic radiosurgery,ALK,Small Molecule,ALK;PD-L1,0,1,0,0,0,0,0,0,0,,metastatic · small-cell
NCT06011109,Treatment of Patients With Recurrent High-Grade Glioma With APG-157 and Bevacizumab,PHASE1;PHASE2,Phase 2,RECRUITING,30,"Aveta Biomics, Inc.",Aveta Biomics,3,1,0,single_arm,1,apg-157,apg-157,BCL2,Small Molecule,BCL-2,0,1,0,0,0,0,0,0,0,,
NCT06012695,NBM-BMX Administered Orally to Patients With Solid Tumors or Newly Diagnosed Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,79,Novelwise Pharmaceutical Corporation,Novelwise Pharmaceutical,3,1,0,multi_experimental,2,nbm-bmx capsule,nbm-bmx capsule;standard radiotherapy;temozolomide,,,,0,1,0,0,1,0,0,1,1,EGFR+,metastatic · 2nd-line+ · measurable (RECIST)
NCT06047379,"Safety and Efficacy of NEO212 in Patients With Astrocytoma IDH-mutant, Glioblastoma IDH-wildtype or Brain Metastasis",PHASE1;PHASE2,Phase 2,RECRUITING,134,"Neonc Technologies, Inc.",Neonc Technologies,4,1,0,multi_experimental,8,neo212 oral capsule,bevacizumab;carboplatin;folfiri protocol;ipilimumab;neo212 oral capsule;nivolumab;paclitaxel;pembrolizumab;regorafenib,,Small Molecule,,0,1,1,0,0,0,0,0,1,IDHm,metastatic · squamous · measurable (RECIST)
NCT06048094,18F-Fluciclovine PET Amino Acid Evaluation of Brain Metastasis Treated With Stereotactic Radiosurgery,PHASE1,Phase 1,RECRUITING,46,Baptist Health South Florida,Baptist Health South Florida,19,0,0,single_arm,1,18f fluciclovine,18f fluciclovine,,Radiopharmaceutical,biomarker,0,1,0,0,0,0,0,0,0,,metastatic
NCT06055790,Feasibility of 18F-Fluciclovine PET/CT to Identify Brain Metastasis,PHASE2,Phase 2,RECRUITING,20,University of Arizona,University of Arizona,8,0,0,single_arm,1,diagnostic test: 18f-fluciclovine (axumin) pet/ct,diagnostic test: 18f-fluciclovine (axumin) pet/ct,,Radiopharmaceutical,MET,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT06058988,Trastuzumab Deruxtecan (T-DXd) for People With Brain Cancer,PHASE2,Phase 2,RECRUITING,30,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,multi_experimental,3,trastuzumab deruxtecan,trastuzumab deruxtecan,HER2,ADC,ER;HER2,1,1,0,0,0,0,0,0,0,,metastatic · ECOG 2
NCT06061809,N-803 and PD-L1 t-haNK Combined With Bevacizumab for Recurrent or Progressive Glioblastoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,34,"ImmunityBio, Inc.",ImmunityBio,63,1,0,multi_experimental,3,bevacizumab;n-803,200 khz);bevacizumab;device: tumor treating fields (ttfields;n-803;pd-l1 t-hank,VEGF/VEGFR,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,1,0,1,IDHm,metastatic · 1st-line · small-cell
NCT06105619,A Study of PLB1001 Enteric Capsules in the Treatment of sGBM/IDH Mutant Glioblastoma Patients With the ZM Fusion Gene (FUGEN).,PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,84,Beijing Pearl Biotechnology Limited Liability Company,Beijing Pearl Biotechnology Limited Liability,8,1,0,active_comparator,2,cisplatin combined with etoposide;temozolomide,plb1001,MET,Small Molecule,MET,0,1,1,0,0,0,0,0,1,IDHm,
NCT06128148,Phase I Study of JYP0322 in ROS1 Fusion-Positive Solid Tumors,PHASE1,Phase 1,RECRUITING,101,"Guangzhou JOYO Pharma Co., Ltd",Guangzhou JOYO Pharma,4,1,0,multi_experimental,7,jyp0322,jyp0322,ROS1,Cell Therapy,G2032R;ROS1,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06132945,A Study of Cabozantinib and Nivolumab With Radiation Therapy for People With Renal Cell Carcinoma That Has Spread to the Brain,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,2,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,single_arm,1,cabozantinib;device: nivolumab;stereotactic radiosurgery (srs),cabozantinib;device: nivolumab;stereotactic radiosurgery (srs),MET,Small Molecule,PD-L1,0,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06136884,"A First-In-Human, Phase 1 Study Evaluating Oral TACC3 PPI Inhibitor, AO-252, in Advanced Solid Tumors With or Without Brain Metastases",PHASE1,Phase 1,RECRUITING,86,A2A Pharmaceuticals Inc.,A2A Pharmaceuticals,1,1,0,multi_experimental,2,ao-252,ao-252,TACC3,Small Molecule,AR,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06157541,T Cells and Pembrolizumab for Recurrent and Newly Diagnosed Glioblastoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,58,Queensland Institute of Medical Research,Queensland Institute of Medical Research,2,0,1,multi_experimental,3,allogeneic cytomegalovirus-specific t cells;pembrolizumab,allogeneic cytomegalovirus-specific t cells;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,recurrent · squamous
NCT06159335,18F-FLUC PET/MR in Patients With Brain Mets,PHASE3,Phase 3,RECRUITING,30,"University of Wisconsin, Madison","University of Wisconsin, Madison",61,0,0,single_arm,1,f-fluciclovine radiotracer,f-fluciclovine radiotracer,,Radiopharmaceutical,MET,0,1,0,0,0,0,0,0,0,,metastatic
NCT06159478,Binimetinib in Patients With BRAF Fusion-positive Low-grade Glioma or Pancreatic Cancer (Perfume),PHASE2,Phase 2,RECRUITING,32,"National Cancer Center, Japan","National Cancer Center, Japan",6,0,0,single_arm,1,binimetinib,binimetinib,MEK,Small Molecule,BRAF;RAS,0,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST) · ECOG 0
NCT06161974,Study of Olutasidenib and Temozolomide in HGG,PHASE2,Phase 2,RECRUITING,60,Rigel Pharmaceuticals,Rigel Pharmaceuticals,6,1,0,multi_experimental,3,olutasidenib + tmz,olutasidenib + tmz,IDH1/2,Small Molecule,IDH1;MET,0,1,1,0,0,1,0,0,1,"IDHm, 1p19q-codel",metastatic · measurable (RECIST)
NCT06177964,Lerapolturev (PVSRIPO) in GBM,PHASE2,Phase 2,RECRUITING,92,Darell Bigner,Darell Bigner,4,0,0,active_comparator,3,lomustine pill,lerapolturev,,Oncolytic Virus,,1,1,0,1,0,0,0,0,1,MGMT,recurrent · squamous
NCT06194929,"Defactinib and Avutometinib, With or Without Encorafenib, for the Treatment of Patients With Brain Metastases From Cutaneous Melanoma",PHASE1;PHASE2,Phase 2,RECRUITING,33,University of Utah,University of Utah,55,0,0,multi_experimental,3,avutometinib;defactinib,avutometinib;defactinib;encorafenib,FAK,Small Molecule,BRAF,0,1,0,0,0,0,0,0,0,,metastatic · squamous
