nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AR,BRCA/HRR,PSMA,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT06216249,Phase 2 Randomized Trial of Flexible Dosing Schedule of 177Lu-PSMA-617 for the Treatment of Metastatic Castration-Resistant Prostate Cancer (FLEX-MRT),PHASE2,Phase 2,RECRUITING,90,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,1,active_comparator,2,computed tomography;gallium ga 68 gozetotide;lutetium lu 177 vipivotide tetraxetan;positron emission tomography;psma pet scan;questionnaire administration;single photon emission computed tomography,computed tomography;gallium ga 68 gozetotide;lutetium lu 177 vipivotide tetraxetan;positron emission tomography;psma pet scan;questionnaire administration;single photon emission computed tomography,PSMA,Radiopharmaceutical,AR;PSMA,0,1,0,0,1,0,0,0,1
NCT06217822,First-in-human Study of 225Ac-PSMA-Trillium (BAY 3563254) in Participants With Advanced Metastatic Castration-resistant Prostate Cancer (mCRPC),PHASE1,Phase 1,RECRUITING,198,Bayer,Bayer,283,1,1,multi_experimental,6,225ac-psma-trillium (bay3563254),225ac-psma-trillium (bay3563254),PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06228053,Study of SX-682 Plus Enzalutamide in Men With ARPI-Resistant Metastatic Castration Resistant Prostate Cancer,PHASE2,Phase 2,RECRUITING,53,"Syntrix Biosystems, Inc.",Syntrix Biosystems,2,1,0,single_arm,1,enzalutamide;sx-682,enzalutamide;sx-682,CXCR1 and CXCR2,Small Molecule,,0,1,0,0,1,0,0,1,1
NCT06228404,Clinical Study of Safety and Efficacy of Enhanced PSMA CAR- T in Refractory CRPC,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,18,Shanghai Changzheng Hospital,Shanghai Changzheng Hospital,12,0,0,single_arm,1,enhanced autologous psma-car t,enhanced autologous psma-car t,PSMA,CAR-T,MET;PSMA,1,1,0,0,1,0,0,0,1
NCT06229366,[Ac-225]-PSMA-62 Trial in Oligometastatic Hormone Sensitive and Metastatic Castration Resistant Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,142,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,2,,[ac-225]-psma-62 (mcrpc);[ac-225]-psma-62 (omhspc),PSMA,Radiopharmaceutical,MET;PSMA,0,1,1,0,1,0,0,0,1
NCT06235099,Copper Cu 64 PSMA I&T PET Imaging in Men With Suspected Recurrence of Prostate Cancer,PHASE3,Phase 3,COMPLETED,235,Curium US LLC,Curium US,4,1,0,single_arm,1,copper cu 64 psma i&t,copper cu 64 psma i&t,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06235151,Copper Cu 64 PSMA I&T PET Imaging in Men With Newly Diagnosed Prostate Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,439,Curium US LLC,Curium US,4,1,0,single_arm,1,copper cu 64 psma i&t,copper cu 64 psma i&t,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06238479,"A Study of LY4101174 in Participants With Recurrent, Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,490,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4101174,ly4101174,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0
NCT06239194,Dose Escalation and Dose Expansion Study of MDX2001 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,285,"ModeX Therapeutics, An OPKO Health Company","ModeX Therapeutics, An OPKO Health",3,1,0,multi_experimental,4,mdx2001,mdx2001,CD3,Bispecific Antibody,MET;TROP2,1,1,0,0,0,0,0,0,0
NCT06241846,"A Phase II Study to Evaluate the Safety, Efficacy, and Pharmacokinetics of YL201 in Patients With mCRPC",PHASE2,Phase 2,RECRUITING,100,"MediLink Therapeutics (Suzhou) Co., Ltd.",MediLink Therapeutics (Suzhou),23,1,0,multi_experimental,2,yl201 for injection,yl201 for injection,B7-H3,ADC,,1,1,0,0,0,0,0,1,0
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0,0
NCT06257264,A Study to Examine the Safety of Different Doses of BG-68501 Given to Participants With Advanced-Stage Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,5,bg-68501,bg-68501;bgb-43395;fulvestrant,CDK2,Small Molecule,HER2,0,1,0,0,0,0,0,1,0
NCT06257693,Enzalutamide Implants (Enolen) in Patients With Prostate Cancer,PHASE1,Phase 1,RECRUITING,45,Alessa Therapeutics Inc.,Alessa Therapeutics,3,1,0,single_arm,1,enzalutamide,enzalutamide,AR,Small Molecule,,0,1,0,0,0,0,0,1,0
NCT06267729,Study of AZD0754 in Participants With Metastatic Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,60,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,,azd0754;azd2287,STEAP2,CAR-T,MMR;MSI;biomarker,1,1,0,1,1,0,0,0,1
NCT06274047,PROSTATE-IQ: Parallel RandOmized STudy of Personalized Apalutamide Treatment and Evaluation to Improve Quality of Life in Post-Operative Radiation With Androgen Axis Suppression. A Phase III Multi-center Study for Men With Detectable PSA After Prostatectomy for Prostate Cancer.,PHASE3,Phase 3,RECRUITING,120,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,multi_experimental,4,,androgen deprivation therapy;apalutamide,AR,Small Molecule,PSA,0,1,0,0,0,0,0,0,0
NCT06276465,Treatment With Darolutamide +/- Radiation Therapy for Patients With a Castration Resistant Cancer and Metastases Detected by Functional Imaging,PHASE3,Phase 3,RECRUITING,336,UNICANCER,UNICANCER,64,0,1,active_comparator,2,androgen deprivation therapy;darolutamide,androgen deprivation therapy;darolutamide;stereotactic body radiation therapy,AR,Small Molecule,,0,1,0,0,1,0,0,1,1
NCT06282588,Treatment of High-Risk Prostate Cancer Guided by Novel Diagnostic Radio- and Molecular Tracers,PHASE2;PHASE3,Phase 3,RECRUITING,493,Cancer Research Antwerp,Cancer Research Antwerp,3,0,1,placebo_comparator,3,darolutamide matched placebo;decapeptyl sustained release 11.;decapeptyl sustained release 22.;depo-eligard;depo-eligard 22.;depo-eligard 7.;docetaxel;firmagon;radiotherapy;zoladex 3.;zoladex la,darolutamide;decapeptyl sustained release 11.;decapeptyl sustained release 22.;depo-eligard;depo-eligard 22.;depo-eligard 7.;docetaxel;firmagon;radiotherapy;zoladex 3.;zoladex la,AR,Small Molecule,genomic,0,1,0,0,1,0,0,0,1
NCT06288113,"Re-treatment With 177Lu-PSMA-617 for the Treatment of Metastatic Castration-Resistant Prostate Cancer, RE-LuPSMA Trial",PHASE2,Phase 2,RECRUITING,40,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,1,single_arm,1,biospecimen collection;computed tomography;gallium ga 68 gozetotide;lutetium lu 177 vipivotide tetraxetan;positron emission tomography;questionnaire administration;single photon emission computed tomography,biospecimen collection;computed tomography;gallium ga 68 gozetotide;lutetium lu 177 vipivotide tetraxetan;positron emission tomography;questionnaire administration;single photon emission computed tomography,PSMA,Radiopharmaceutical,AR;PSMA,0,1,1,0,1,0,0,0,1
NCT06303713,LuCarbo - a Study of 177Lu-PSMA-617 Plus Carboplatin in Metastatic Castrate-resistant Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,37,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,multi_experimental,2,177lu-psma-617;carboplatin,177lu-psma-617;carboplatin,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06318273,"A Study to Assess Adverse Events, and How Intravenously (IV) Infused ABBV-969 Moves Through the Bodies of Adult Participants With Metastatic Castration-Resistant Prostate Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,152,AbbVie,AbbVie,274,1,1,multi_experimental,3,abbv-969,abbv-969,PSMA,ADC,PSMA,1,1,0,0,1,0,0,0,1
NCT06320067,A Randomised Controlled Platform Trial Testing Treatments in Metastatic Hormone Sensitive Prostate Cancer,PHASE3,Phase 3,RECRUITING,3360,"University College, London","University College, London",51,0,1,active_comparator,4,androgen deprivation therapy (adt);androgen receptor signalling inhibitor (arpi);docetaxel;radiotherapy to prostate ± pelvic nodes,177lu-psma-617;androgen deprivation therapy (adt);androgen receptor signalling inhibitor (arpi);docetaxel;radiotherapy to prostate ± pelvic nodes;stereotactic ablative body radiotherapy (sabr),,Small Molecule,,0,1,0,0,1,0,0,1,1
NCT06330805,Effects of Relugolix vs Leuprolide on Cardiac Function in Patients With Prostate Cancer,PHASE2,Phase 2,RECRUITING,70,Ohio State University Comprehensive Cancer Center,Ohio State University Comprehensive Cancer Center,35,0,1,multi_experimental,2,biospecimen collection;contrast agent;magnetic resonance imaging;physical performance testing,biospecimen collection;contrast agent;leuprolide;magnetic resonance imaging;physical performance testing;relugolix,GnRH,Peptide,biomarker,0,1,0,0,1,0,0,0,1
NCT06334432,Safety and Efficacy Study of NUV-1511 in Adult Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,466,Nuvation Bio Inc.,Nuvation,16,1,0,multi_experimental,5,nuv-1511,nuv-1511,,Small Molecule,HER2,0,1,0,0,0,0,0,1,0
NCT06343077,Intratumoral and Systemic Hiltonol® (Poly-ICLC) in Prostate Cancer Patients on Active Surveillance,PHASE2,Phase 2,RECRUITING,114,Ashutosh Kumar Tewari,Ashutosh Kumar Tewari,2,0,0,active_comparator,2,intertumoral (it) injection;poly-iclc;poly-iclc intramuscular (im) injection,,,,,0,1,0,0,0,0,0,0,0
NCT06353386,Substudy 01A: Safety and Efficacy of Opevesostat (MK-5684)-Based Treatment Combinations or Opevesostat Alone in Participants With Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-5684-01A),PHASE1;PHASE2,Phase 2,RECRUITING,220,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,4,fludrocortisone acetate;opevesostat,cabazitaxel;docetaxel;fludrocortisone acetate;olaparib;opevesostat,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0,0,0
NCT06379217,"NEPC Study: An Exploratory Safety and Efficacy Study With PSMA, SSTR2 and GRPR Targeted Radioligand Therapy in Metastatic Neuroendocrine Prostate Cancer.",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,31,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,[68ga]ga-dota-tate;[68ga]ga-neob;[68ga]ga-psma-11;gnrh antagonists;gonadotropin-releasing hormone (gnrh) analogues,2.5 %;[177lu]lu-dota-tate;[177lu]lu-neob;[177lu]lu-psma-617;[68ga]ga-dota-tate;[68ga]ga-neob;[68ga]ga-psma-11;antiemetics & antinauseants;gnrh antagonists;gonadotropin-releasing hormone (gnrh) analogues;l-lysine hcl-l-arginine hcl;metoclopramide,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06380660,Study of ACE-86225106 to Treat Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,298,Acerand Therapeutics (Shanghai) Limited,Acerand Therapeutics (Shanghai),1,1,0,single_arm,1,ace-86225106 tablet,ace-86225106 tablet,PARP,Small Molecule,BRCA1;BRCA2;CDK12;HRR;PALB2,0,1,0,1,0,0,0,0,1
NCT06383052,A Phase 1/2 Study of 177Lu-NYM032 Injection in mCRPC,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,30,"Norroy Bioscience Co., LTD",Norroy Bioscience,7,1,0,single_arm,1,177lu-nym032 injection,177lu-nym032 injection,PSMA,Radiopharmaceutical,AR;PSMA;biomarker,0,1,1,1,1,0,0,0,1
NCT06395519,A Study of PARG Inhibitor ETX-19477 in Patients With Advanced Solid Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,120,"858 Therapeutics, Inc.",858 Therapeutics,1,1,0,multi_experimental,2,etx-19477,etx-19477,PARG,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06399757,A Study to Investigate APL-5125 in Adults With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,Apollo Therapeutics Ltd,Apollo Therapeutics,2,1,0,multi_experimental,2,apl-5125,apl-5125,,,KRAS,0,1,0,0,0,0,0,0,0
NCT06400160,Clinical Trial of TB511 in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,12,"Twinpig Biolab, Inc.",Twinpig Biolab,1,1,0,multi_experimental,2,tb511,tb511,CD18,Peptide,MSI;MSI-H;PD-L1;biomarker,0,1,0,0,0,1,0,1,1
NCT06402331,FPI-2265 (225Ac-PSMA-I&T) for Patients With PSMA-Positive Metastatic Castration-Resistant Prostate Cancer (mCRPC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,110,Fusion Pharmaceuticals Inc.,Fusion Pharmaceuticals,5,1,0,multi_experimental,7,fpi-2265,fpi-2265,PSMA,Radiopharmaceutical,PSMA,0,1,0,1,1,0,0,1,1
NCT06440005,"A Study to Evaluate Safety, Tolerability and Preliminary Activity of AGX101 in Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,80,"Angiex, Inc.",Angiex,1,1,0,multi_experimental,2,agx101,agx101,TM4SF1,ADC,,1,1,0,0,0,0,0,1,0
NCT06450106,Study of STM-416p Administered to Patients Undergoing Radical Prostatectomy,PHASE1,Phase 1,RECRUITING,18,SURGE Therapeutics,SURGE Therapeutics,4,1,0,single_arm,1,stm-416p,stm-416p,,,,0,1,0,0,0,0,0,0,0
NCT06451497,"This is a Phase 1 Trial of ZM008, an Anti-LLT1 Antibody, Used as Single Agent Followed by Combination Treatment With Toripalimab in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,100,Zumutor Biologics Inc.,Zumutor Biologics,1,1,0,single_arm,1,zm008,zm008,LLT1,Monoclonal Antibody,,1,1,0,0,0,0,0,1,0
NCT06463457,Comeback From Long coursE Androgen Deprivation Therapy (ADT) With RElugolix and Darolutamide (CLEARED),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,33,"Atish Choudhury, MD","Atish Choudhury, MD",1,0,1,multi_experimental,2,darolutamide;relugolix,darolutamide;relugolix,AR,Small Molecule,,0,1,0,0,1,0,1,0,1
NCT06465069,A Study of LY4052031 in Participants With Advanced or Metastatic Urothelial Cancer or Other Solid Tumors,PHASE1,Phase 1,RECRUITING,420,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4052031,ly4052031,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0
NCT06474806,"Safety and Diagnostic Performance of uPAR PET Imaging in Localised, Untreated Prostate Cancer",PHASE2,Phase 2,RECRUITING,168,Curasight,Curasight,1,1,0,multi_experimental,3,64cu-dota-ae105,64cu-dota-ae105,uPAR,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT06492122,Study With [225Ac]Ac-FL-020 in mCRPC Participants,PHASE1,Phase 1,RECRUITING,50,Full-Life Technologies UK Limited,Full-Life Technologies UK,1,1,0,single_arm,1,[111in]in-fl-020;[225ac]ac-fl-020;blood and urine samples collection;blood samples for pk;spect/ct images,[111in]in-fl-020;[225ac]ac-fl-020;blood and urine samples collection;blood samples for pk;spect/ct images,PSMA,Radiopharmaceutical,PSMA,0,1,1,0,1,0,0,1,1
NCT06496581,Standard of Care +/- 177Lu-PSMA-617 In de Novo mHSPC Patients With Poor PSA Response (PEACE6-Poor Responders),PHASE3,Phase 3,RECRUITING,500,UNICANCER,UNICANCER,64,0,1,active_comparator,2,standard of care,177lu-pmsa-617;standard of care,PSMA,Radiopharmaceutical,MET;PSMA,0,1,1,0,1,0,0,0,1
NCT06500247,Darxicilib Combined With Abiraterone Acetate Tablets (II) for the Treatment of Advanced Metastatic Castration-resistant Prostate Cancer.,PHASE2,Phase 2,NOT_YET_RECRUITING,43,Qilu Hospital of Shandong University,Qilu Hospital of Shandong University,5,0,0,single_arm,1,abiraterone acetate (ii);androgen deprivation therapy;dalpicilib,abiraterone acetate (ii);androgen deprivation therapy;dalpicilib,CDK4/6,Small Molecule,PSA;PSA doubling time,0,1,1,0,0,0,0,0,1
NCT06520345,The Study of 177Lu-TLX591 Plus SOC Versus SOC Alone in Patients With mCRPC (ProstACT Global),PHASE3,Phase 3,RECRUITING,520,Telix Pharmaceuticals (Innovations) Pty Limited,Telix Pharmaceuticals (Innovations) Pty,19,1,0,active_comparator,2,abiraterone;docetaxel;enzalutamide,177lu-tlx591;abiraterone;docetaxel;enzalutamide,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06526299,Low PSMA SUV Boost (LPS-Boost): Intensified 177Lu-PSMA-617 Treatment for Patients With Metastatic Castrate-Resistant Prostate Cancer With Low PSMA Expressing Disease,PHASE2,Phase 2,RECRUITING,51,University of Washington,University of Washington,74,0,1,single_arm,1,biospecimen collection;bone scan;computed tomography;lutetium lu 177 vipivotide tetraxetan;magnetic resonance imaging;psma pet-ct scan;questionnaire administration;single photon emission computed tomography,biospecimen collection;bone scan;computed tomography;lutetium lu 177 vipivotide tetraxetan;magnetic resonance imaging;psma pet-ct scan;questionnaire administration;single photon emission computed tomography,PSMA,Radiopharmaceutical,PSMA,0,1,1,0,1,0,0,0,1
NCT06531499,"A Study of Radiation Dosimetry, Safety, and Tolerability of Extended Lutetium (177Lu) Vipivotide Tetraxetan Treatment in Chemo-naïve Adults With Metastatic Castration-resistant Prostate Cancer: RADIOpharmaceutical DOSimetry Evaluation (RADIODOSE) Study",PHASE1,Phase 1,RECRUITING,106,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,aaa617;gonadotropin-releasing hormone (gnrh) analogues;gonadotropin-releasing hormone (gnrh) antagonists,aaa617;gonadotropin-releasing hormone (gnrh) analogues;gonadotropin-releasing hormone (gnrh) antagonists,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT06533644,A Study of SYNC-T Therapy SV-102 in Participants With Metastatic Castration-Resistant Prostate Cancer,PHASE2,Phase 2,RECRUITING,91,"Syncromune, Inc.",Syncromune,1,1,0,multi_experimental,5,partial oncolysis;sv-102,partial oncolysis;sv-102,,,,0,1,1,1,0,0,0,1,1
NCT06545942,Study of Orally Administered MOMA-313 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,220,MOMA Therapeutics,MOMA Therapeutics,2,1,0,multi_experimental,2,moma-313,moma-313;olaparib,Polθ,Small Molecule,MET,0,1,0,0,0,0,0,1,0
NCT06549465,"Study Evaluating Dosimetry, Randomized Dose Optimization, Dose Escalation and Efficacy of Ac-225 Rosopatamab Tetraxetan in Participants With PSMA PET-Positive Castration-Resistant Prostate Cancer (CRPC)",PHASE2,Phase 2,RECRUITING,93,Convergent Therapeutics,Convergent Therapeutics,1,1,0,multi_experimental,5,,45 kbq/kg ac-225 rosopatamab tetraxetan;45 kbq/kg or equivalent fixed dose activity ac-225 rosopatamab tetraxetan;55 kbq/kg or equivalent fixed dose activity ac-225 rosopatamab tetraxetan;60 kbq/kg ac-225 rosopatamab tetraxetan;60 kbq/kg or equivalent fixed dose activity ac-225 rosopatamab tetraxetan;in-111 rosopatamab tetraxetan;single dose 22 kbq/kg or equivalent fixed dose activity ac-225 rosopatamab tetraxetan;single dose 34 kbq/kg or equivalent fixed dose activity ac-225 rosopatamab tetraxetan;single dose 45 kbq/kg or equivalent fixed dose activity ac-225 rosopatamab tetraxetan,PSMA,Radiopharmaceutical,PSMA PET,0,1,0,0,1,0,0,0,1
NCT06551324,A Study to Learn About the Investigational Medicine Called PF-06821497 (Mevrometostat) in Men With mCRPC Who Were Previously Treated With Abiraterone Acetate for Prostate Cancer (MEVPRO-1).,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,600,Pfizer,Pfizer,687,1,1,active_comparator,2,docetaxel;enzalutamide,enzalutamide;pf-06821497,EZH2,Small Molecule,AR;EZH2,0,1,1,0,1,0,1,0,1
NCT06555796,"Evaluation of Xaluritamig in High-Risk, Biochemically Recurrent, Non-metastatic Castrate-sensitive Prostate Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,50,Amgen,Amgen,323,1,1,single_arm,1,xaluritamig,xaluritamig,STEAP1,Bispecific Antibody,STEAP1 protein,1,1,0,0,1,0,0,0,1
NCT06568094,A Study of HRS-5041 Tablets Combined With Antitumor Therapy in Subjects With Advanced Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,100,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,multi_experimental,7,,abiraterone acetate tablets（ii）;docetaxel injection;hrs-1167 tablets;hrs-2189 tablets;hrs-5041 tablets;hrs-6208 capsules;prednisone acetate tablets;shr2554 tablets,,,,0,1,0,0,0,0,0,0,0
NCT06568562,XL092 in Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE2,Phase 2,RECRUITING,32,University of Utah,University of Utah,55,0,0,single_arm,1,xl092,xl092,MET,Small Molecule,,0,1,0,0,1,0,0,0,1
NCT06582017,"Safety, PK and Efficacy of QXL138AM in Patients With Solid Tumors and Multiple Myeloma",PHASE1,Phase 1,RECRUITING,100,Nammi Therapeutics Inc,Nammi Therapeutics,1,1,0,multi_experimental,4,qxl138am injection every 2 weeks by iv infusion,qxl138am injection every 2 weeks by iv infusion,,Recombinant Protein,,0,1,0,0,0,0,0,0,0
NCT06594926,Working Out M0 Bipolar Androgen Therapy,PHASE2,Phase 2,RECRUITING,69,Australian and New Zealand Urogenital and Prostate Cancer Trials Group,Australian and New Zealand Urogenital and Prostate Cancer Trials Group,6,0,1,single_arm,1,testosterone enanthate,testosterone enanthate,,,,0,1,0,0,1,0,0,0,1
NCT06609005,"A Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Antitumor Activity of INV-9956 in Adult Patients With Advanced Metastatic Castration Resistant Prostate Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,84,"Shenzhen Ionova Life Sciences Co., Ltd.",Shenzhen Ionova Life Sciences,4,1,0,multi_experimental,8,inv-9956,inv-9956,Cyp11A1,Small Molecule,AR,0,1,0,0,0,0,0,0,0
NCT06610825,Castrate Resistant Prostate Cancer Enhertu Therapy,PHASE2,Phase 2,RECRUITING,60,Washington D.C. Veterans Affairs Medical Center,Washington D.C. Veterans Affairs Medical Center,1,0,1,single_arm,1,trastuzumab deruxtecan,trastuzumab deruxtecan,HER2,ADC,HER2,1,1,0,0,0,0,0,0,0
NCT06613100,Evaluation of Neoadjuvant Xaluritamig in Localized Prostate Cancer,PHASE1,Phase 1,RECRUITING,40,Amgen,Amgen,323,1,1,multi_experimental,2,xaluritamig,gnrh antagonist;xaluritamig,STEAP1,Bispecific Antibody,STEAP1 protein,1,1,0,0,1,0,0,0,1
NCT06614751,A PARG Inhibitor DAT-2645 Monotherapy in Patients with Advanced/Metastatic Solid Tumors Harboring BRCA1/2 Loss of Function Alterations And/or Other Defects in the DDR Pathway,PHASE1,Phase 1,NOT_YET_RECRUITING,112,"Danatlas Pharmaceuticals Co., Ltd",Danatlas Pharmaceuticals,3,1,0,multi_experimental,3,dat-2645 tablet,dat-2645 tablet,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0,0,0
NCT06616155,Ruxolitinib and Enzalutamide for the Treatment of Metastatic Castration-Resistant Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,20,University of Michigan Rogel Cancer Center,University of Michigan Rogel Cancer Center,59,0,0,single_arm,1,biopsy;biospecimen collection;bone scan;computed tomography;enzalutamide;ruxolitinib,biopsy;biospecimen collection;bone scan;computed tomography;enzalutamide;ruxolitinib,JAK1,Small Molecule,JAK2,0,1,0,0,0,0,0,0,0
NCT06617481,PET Scan Study to Detect Prostate Cancer in Patients with Early PSA Recurrence,PHASE2,Phase 2,RECRUITING,30,AdventHealth,AdventHealth,4,0,0,single_arm,1,18f-rhpsma-7.3 (posluma),,PSMA,Radiopharmaceutical,PSMA,0,0,0,0,1,0,0,0,1
NCT06625970,Study Evaluating the Efficacy and Safety of Darolutamide and Stereotactic Dose Escalated Radiotherapy in Patients With Localized Prostate Cancer and High-risk Features of Relapse,PHASE3,Phase 3,RECRUITING,700,UNICANCER,UNICANCER,64,0,1,multi_experimental,4,adt (standard of care);radiotherapy,adt (standard of care);darolutamide;radiotherapy;stereotactic body radiotherapy (sbrt),AR,Small Molecule,AR,0,1,1,0,1,0,0,0,1
NCT06629779,A Study to Learn How PF-06821497 (Mevrometostat) Works in Men With Metastatic Castration-resistant Prostate Cancer.,PHASE3,Phase 3,RECRUITING,900,Pfizer,Pfizer,687,1,1,active_comparator,2,enzalutamide,enzalutamide;pf-06821497,EZH2,Small Molecule,EZH2,0,1,1,0,1,0,1,0,1
NCT06631521,Neoadjuvant Darolutamide and Relugolix Combination Preceding Radical Prostatectomy for Prostate Cancer,PHASE1,Phase 1,RECRUITING,30,AdventHealth,AdventHealth,4,0,1,single_arm,1,darolutamide;radical prostatectomy;relugolix,darolutamide;radical prostatectomy;relugolix,AR,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06636682,FK-PC101 as Adjuvant Therapy for Men With High-Risk Prostate Cancer,PHASE2,Phase 2,RECRUITING,100,Cellvax Therapeutics Inc,Cellvax Therapeutics,1,1,0,active_comparator,2,standard of care (soc),fk-pc101,,,,0,1,0,0,1,0,0,0,1
NCT06650579,REVELUTION-2: Relugolix+Abiraterone Acetate (AA) Versus Leuprolide+AA Cardiac Trial,PHASE3,Phase 3,RECRUITING,72,Emory University,Emory University,116,0,1,multi_experimental,2,abiraterone acetate;biospecimen collection;computed tomography angiography;radiation therapy,abiraterone acetate;bicalutamide;biospecimen collection;computed tomography angiography;leuprolide;radiation therapy;relugolix,CYP17A1,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT06666270,Study of SYN818 for the Treatment of Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,30,"Hangzhou SynRx Therapeutics Biomedical Technology Co., Ltd",Hangzhou SynRx Therapeutics Biomedical Technology,3,1,0,single_arm,1,syn818,syn818,POLQ,Small Molecule,,0,1,0,1,0,0,0,1,1
NCT06673329,Brodalumab in the Treatment of Immune-Related Adverse Events,PHASE1,Phase 1,RECRUITING,11,"Brian Henick, MD","Brian Henick, MD",1,0,0,single_arm,1,brodalumab;ct scan,brodalumab;ct scan,IL-17RA,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0
NCT06689163,A Study for the Treatment of Metastatic Prostate Cancer With HRS-1167 Tablets Combined With Abiraterone Acetate Tablets and Prednisone,PHASE1;PHASE2,Phase 2,RECRUITING,66,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,single_arm,1,abiraterone acetate tablets（ii）;hrs-1167 tablets;prednisone acetate tablets,abiraterone acetate tablets（ii）;hrs-1167 tablets;prednisone acetate tablets,PARP,Small Molecule,BRCA,0,1,0,0,0,0,0,0,0
