nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRAF,NRAS,PD-L1,first_line,later_line,biomarker_selected
NCT05581004,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of Enzelkitug as a Single Agent and in Combination With Checkpoint Inhibitor in Participants With Locally Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,165,"Genentech, Inc.",Roche/Genentech,922,1,1,multi_experimental,4,enzelkitug,atezolizumab;enzelkitug;pembrolizumab,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;TMB,1,1,0,0,0,0,0,0
NCT05585320,A Phase 1/2a Study of IMM-1-104 in Participants With Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,209,Immuneering Corporation,Immuneering,3,1,0,multi_experimental,5,,imm-1-104 + dabrafenib (treatment group d);imm-1-104 + modified folfirinox (treatment group c);imm-1-104 + modified gemcitabine/nab-paclitaxel (treatment group b);imm-1-104 + pembrolizumab (treatment group e);imm-1-104 monotherapy (treatment group a),MEK,Small Molecule,BRAF;KRAS,0,1,1,1,0,1,1,1
NCT05607095,"A Study of LN-144 or LN-145 in People With Advanced Uveal Melanoma, Undifferentiated Pleomorphic Sarcoma, Dedifferentiated Liposarcoma, or Angiosarcoma",PHASE1,Phase 1,RECRUITING,40,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,multi_experimental,3,lifileucel (ln-144/ln-145),lifileucel (ln-144/ln-145),,Cell Therapy,ALK;BRAF;MET;PD-L1;ROS1,1,1,0,0,1,0,1,1
NCT05608291,A Trial to See if the Combination of Fianlimab With Cemiplimab Works Better Than Pembrolizumab for Preventing or Delaying Melanoma From Coming Back After it Has Been Removed With Surgery,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1564,Regeneron Pharmaceuticals,Regeneron,95,1,1,active_comparator,3,pembrolizumab,cemiplimab;fianlimab,LAG-3,Monoclonal Antibody,,1,1,0,0,0,0,0,0
NCT05620134,Study of JK08 in Patients with Unresectable Locally Advanced or Metastatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,263,Salubris Biotherapeutics Inc,Salubris Biotherapeutics,2,1,0,multi_experimental,4,jk08,jk08;lenvatinib pill;pembrolizumab,CTLA-4,Monoclonal Antibody,ER;HER2;PR;genomic,1,1,0,0,0,0,1,0
NCT05625399,A Study of Subcutaneous Nivolumab + Relatlimab Fixed-dose Combination (FDC) in Previously Untreated Metastatic or Unresectable Melanoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,579,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,active_comparator,2,nivolumab + relatlimab,nivolumab + relatlimab;rhuph20,PD-1,Monoclonal Antibody,PD-L1;TLS,1,1,0,0,0,0,0,0
NCT05640193,A Study of LN-144 in People With Metastatic Melanoma to the Brain,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,10,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,single_arm,1,lifileucel (ln-144),lifileucel (ln-144),,Cell Therapy,,1,1,0,0,0,0,0,0
NCT05653882,A Study Evaluating AB248 Alone or in Combination With Pembrolizumab in Adult Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,552,"Asher Biotherapeutics, Inc.",Asher Biotherapeutics,1,1,1,multi_experimental,4,etakafusp alfa (ab248),etakafusp alfa (ab248);pembrolizumab,IL-2,Peptide,EGFR,0,1,0,0,0,0,0,0
NCT05655312,MC1R-targeted Alpha-particle Monotherapy and Combination Therapy Trial With Nivolumab in Adults With Advanced Melanoma,PHASE1;PHASE2,Phase 2,RECRUITING,300,Perspective Therapeutics,Perspective Therapeutics,4,1,0,multi_experimental,4,[203pb]vmt01;[212pb]vmt01,[203pb]vmt01;[212pb]vmt01;nivolumab,MC1R,Radiopharmaceutical,Melanocortin-1 Receptor,0,1,0,0,0,0,0,0
NCT05661955,"A Study to Investigate the Antitumor Activity, Safety, Tolerability, and Pharmacokinetics of BGB-A445 in Combination With Tislelizumab in Participants With Select Advanced Solid Tumors.",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,113,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,9,bgb-a445,bgb-a445;tislelizumab,OX40,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT05669430,A Study of GV20-0251 Monotherapy and GV20-0251 in Combination With Pembrolizumab in Participants With Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,365,GV20 Therapeutics,GV20 Therapeutics,3,1,1,multi_experimental,4,,gv20-0251;gv20-0251 and pembrolizumab [keytruda],IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein,1,1,0,0,0,0,1,0
NCT05727904,Study to Investigate Lifileucel Regimen Plus Pembrolizumab Compared With Pembrolizumab Alone in Participants With Untreated Advanced Melanoma.,PHASE3,Phase 3,RECRUITING,670,"Iovance Biotherapeutics, Inc.",Iovance Biotherapeutics,15,1,0,active_comparator,2,pembrolizumab with optional crossover period,lifileucel plus pembrolizumab,PD-1,Cell Therapy,BRAF,1,1,1,0,0,0,0,1
NCT05732805,A Clinical Study of BCD-217 (Nurulimab + Prolgolimab) Followed by Anti-PD-1 Compared to Anti-PD-1 Monotherapy as First-Line Treatment in Subjects With Unresectable/Metastatic Melanoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,270,Biocad,Biocad,28,1,0,active_comparator,2,bcd-100,bcd-100;bcd-217,CTLA-4,Monoclonal Antibody,BRAF;PD-1;PD-L1,1,1,1,0,1,0,0,1
NCT05751928,A Study of Neoadjuvant Therapy With BCD-217 (Nurulimab + Prolgolimab) in Patients With Resectable Stage III Skin Melanoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,411,Biocad,Biocad,28,1,0,active_comparator,3,excision of the primary lesion;regional lymphadenectomy,anti-pd1;bcd-217;excision of the primary lesion;regional lymphadenectomy,CTLA-4,Bispecific Antibody,BRAF;PD-1;PD-L1,1,1,1,0,1,0,0,1
NCT05768178,DETERMINE Trial Treatment Arm 05: Vemurafenib in Combination With Cobimetinib in Adult Patients With BRAF Positive Cancers.,PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,cobimetinib;vemurafenib,cobimetinib;vemurafenib,BRAF,Small Molecule,BRAF;MET,0,1,1,0,0,0,0,1
NCT05770102,"DETERMINE Trial Treatment Arm 02: Atezolizumab in Adult, Paediatric and Teenage/Young Adult Patients With Cancers With High Tumour Mutational Burden (TMB) or Microsatellite Instability-high (MSI-high) or Proven Constitutional Mismatch Repair Deficiency (CMMRD) Disposition",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,atezolizumab,atezolizumab,PD-L1,Monoclonal Antibody,CMMRD;MMR;MSI;MSI-H;TMB,1,1,0,0,0,0,1,0
NCT05770544,"DETERMINE Trial Treatment Arm 03: Entrectinib in Adult, Paediatric and Teenage/Young Adult Patients With ROS1 Gene Fusion-Positive Cancers.",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,entrectinib,entrectinib,ROS1,Small Molecule,MET;ROS1,0,1,0,0,0,0,0,0
NCT05789069,A Study of HFB200603 as a Single Agent and in Combination With Tislelizumab in Adult Patients With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,83,HiFiBiO Therapeutics,HiFiBiO Therapeutics,3,1,0,multi_experimental,4,hfb200603,hfb200603;tislelizumab,BTLA,Monoclonal Antibody,BRAF,1,1,1,0,0,0,0,1
NCT05824975,"A Study to Evaluate the Safety and Therapeutic Activity of GI-102 As a Single Agent and in Combination with Conventional Anti-cancer Drugs, Pembrolizumab or Trastuzumab Deruxtecan(T-DXd) in Patients with Advanced Solid Tumors (KEYNOTE-G08)",PHASE1;PHASE2,Phase 2,RECRUITING,358,"GI Innovation, Inc.",GI Innovation,4,1,1,multi_experimental,7,,bevacizumab;doxorubicin;eribulin;gi-102;gi-102 subcutaneous (sc);paclitaxel;pembrolizumab;trastuzumab deruxtecan (t-dxd),CD80,Bispecific Antibody,,1,1,0,0,0,0,0,0
NCT05858736,"Safety, PK and Efficacy of AI-061 in Advanced Solid Tumors",PHASE1,Phase 1,COMPLETED,18,"OncoC4, Inc.",OncoC4,10,1,0,multi_experimental,3,ai-061,ai-061,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0,0
NCT05868707,OH2 Injection in Melanoma,PHASE3,Phase 3,RECRUITING,340,"Binhui Biopharmaceutical Co., Ltd.",Binhui Biopharmaceutical,13,1,0,active_comparator,2,salvage chemotherapy or best supportive care,oh2,HSV2,Oncolytic Virus,,1,1,0,0,0,1,1,0
NCT05869539,ACT-TIL and ANV419 for Advanced Melanoma.,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,10,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",3,0,0,single_arm,1,combination of tumor-infiltrating lymphocyte transfer with anv419,combination of tumor-infiltrating lymphocyte transfer with anv419,,Cell Therapy,BRAF;MET,1,1,1,0,0,0,1,1
NCT05877430,"Safety, Tolerability, and Preliminary Efficacy of CJRB-101 With Pembrolizumab in Subjects With Selected Types of Advanced or Metastatic Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,160,"CJ Bioscience, Inc.",CJ Bioscience,1,1,0,single_arm,1,cjrb-101;pembrolizumab injection,cjrb-101;pembrolizumab injection,PD-1,Oncolytic Virus,ALK;BRAF;PD-L1;biomarker;genomic,1,1,1,0,1,1,1,1
NCT05878288,Deep sequencIng in Cutaneous Squamous CEll caRciNomas,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,11,"Peter MacCallum Cancer Centre, Australia","Peter MacCallum Cancer Centre, Australia",16,0,1,single_arm,1,cemiplimab,,PD-1,Monoclonal Antibody,PD-L1;genomic,1,0,0,0,1,0,0,1
NCT05902520,Adoptive Cell Therapy Using Cancer Specific CD8+ Tumor Infiltrating Lymphocytes in Adult Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,18,"AgonOx, Inc.",AgonOx,1,1,0,multi_experimental,2,low dose il-2,dp cd8 til;dp cd8 til kd;low dose il-2,PD-1,Cell Therapy,BRAF;CD103;CD39;CD8;PD-L1,1,1,0,0,1,0,0,1
NCT05907954,(Neo)Adjuvant IDE196 (Darovasertib) in Patients With Localized Ocular Melanoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,160,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,single_arm,1,darovasertib,darovasertib,AURKA,Small Molecule,,0,1,0,0,0,0,0,0
NCT05912244,"A Study of IO102/IO103, Nivolumab, and Relatlimab in People With Melanoma",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,43,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,single_arm,1,io102/io103;nivolumab-relatlimab,io102/io103;nivolumab-relatlimab,IDO1,mRNA,BRAF;PD-L1,0,1,0,0,0,0,0,0
NCT05913388,GB1211 and Pembrolizumab Versus Pembrolizumab and Placebo in Patients With Metastatic Melanoma and Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,12,Providence Health & Services,Providence Health & Services,30,0,0,placebo_comparator,2,pembrolizumab,gb1211;pembrolizumab,Galectin-3,Small Molecule,PD-L1,0,1,0,0,1,1,0,1
NCT05933577,A Clinical Study of Intismeran Autogene (V940) Plus Pembrolizumab in People With High-Risk Melanoma (V940-001),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1089,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,pembrolizumab,intismeran autogene;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0
NCT05970497,A Study Assessing KB707 for the Treatment of Locally Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,240,"Krystal Biotech, Inc.",Krystal Biotech,2,1,0,multi_experimental,3,kb707,kb707;keytruda ( pembrolizumab);opdualag,,Oncolytic Virus,BRAF;PD-L1,1,1,0,0,1,0,0,1
NCT05973487,A Basket Study of Customized Autologous TCR-T Cell Therapies in Patients With Locally Advanced (Unresectable) or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,840,"TScan Therapeutics, Inc.",TScan Therapeutics,1,1,0,multi_experimental,28,,tsc-200-a0201;tsc-200-a0201 + tsc-201-b0702;tsc-200-a0201 + tsc-202-a0201;tsc-200-a0201 + tsc-203-a0201;tsc-200-a0201 + tsc-204-a0101;tsc-201-b0702;tsc-201-b0702 + tsc-202-a0201;tsc-202-a0201;tsc-203-a0201;tsc-203-a0201 + tsc-201-b0702;tsc-203-a0201 + tsc-202-a0201;tsc-203-a0201 + tsc-204-a0101;tsc-204-a0101;tsc-204-a0101 + tsc-202-a0201;tsc-204-a0201;tsc-204-a0201 + tsc-200-a0201;tsc-204-a0201 + tsc-201-b0702;tsc-204-a0201 + tsc-202-a0201;tsc-204-a0201 + tsc-203-a0201;tsc-204-a0201 + tsc-204-a0101;tsc-204-a0201 + tsc-204-c0702;tsc-204-c0702;tsc-204-c0702 + tsc-200-a0201;tsc-204-c0702 + tsc-201-b0702;tsc-204-c0702 + tsc-202-a0201;tsc-204-c0702 + tsc-203-a0201;tsc-204-c0702 + tsc-204-a0101,,Cell Therapy,genomic,1,1,0,0,0,0,0,0
NCT05987332,IDE196 (Darovasertib) in Combination With Crizotinib as First-line Therapy in Metastatic Uveal Melanoma,PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,420,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,active_comparator,3,dacarbazine;ipilimumab;nivolumab;pembrolizumab,crizotinib;ide196,MEK,Small Molecule,HLA-A2;MET,0,1,0,0,0,0,0,0
NCT06007690,"A Phase 3 Randomized, Masked, Controlled Trial to Evaluate Efficacy and Safety of Belzupacap Sarotalocan (AU-011) Treatment Compared to Sham Control in Subjects With Primary Indeterminate Lesions or Small Choroidal Melanoma",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,108,Aura Biosciences,Aura Biosciences,5,1,0,multi_experimental,3,bel-sar;device: infrared laser;device: suprachoroidal microinjector,bel-sar;device: infrared laser;device: suprachoroidal microinjector,,,,0,1,0,0,0,1,0,0
NCT06008106,Comparing Tunlametinib Capsules and Combination Chemotherapy in Advanced NRAS-mutant Melanoma,PHASE3,Phase 3,RECRUITING,165,"Shanghai Kechow Pharma, Inc.",Shanghai Kechow Pharma,11,1,0,active_comparator,2,or dacarbazine +cisplatin;or temozolomide +cisplatin;paclitaxel +carboplatin,tunlametinib,BRAF,Small Molecule,NRAS,0,1,0,1,0,0,1,1
NCT06014086,Intratumoral PH-762 for Cutaneous Carcinoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,30,Phio Pharmaceuticals Inc.,Phio Pharmaceuticals,1,1,0,single_arm,1,ph-762,ph-762,PD-1,mRNA,BRAF;PD-L1,0,1,0,0,1,0,0,1
NCT06022029,A Dose Escalation and Dose Expansion Study of Intratumoral ONM-501 Alone and in Combination With Cemiplimab in Patients With Advanced Solid Tumors and Lymphomas.,PHASE1,Phase 1,RECRUITING,168,"OncoNano Medicine, Inc.",OncoNano Medicine,4,1,0,multi_experimental,3,onm-501,cemiplimab;onm-501,PD-1,Small Molecule,,0,1,0,0,0,0,1,0
NCT06047379,"Safety and Efficacy of NEO212 in Patients With Astrocytoma IDH-mutant, Glioblastoma IDH-wildtype or Brain Metastasis",PHASE1;PHASE2,Phase 2,RECRUITING,134,"Neonc Technologies, Inc.",Neonc Technologies,4,1,0,multi_experimental,8,neo212 oral capsule,bevacizumab;carboplatin;folfiri protocol;ipilimumab;neo212 oral capsule;nivolumab;paclitaxel;pembrolizumab;regorafenib,,Small Molecule,,0,1,0,0,0,0,0,0
NCT06054555,A Study to Evaluate ABP 206 Compared With OPDIVO® (Nivolumab) in Subjects With Unresectable or Metastatic Melanoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,633,Amgen,Amgen,323,1,1,active_comparator,2,nivolumab,abp 206,PD-1,Monoclonal Antibody,CD30;PD-L1;biomarker,1,1,0,0,1,0,1,1
NCT06060613,Safety and Efficacy of OBX-115 in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,208,"Obsidian Therapeutics, Inc.",Obsidian Therapeutics,1,1,0,single_arm,1,obx-115,obx-115,IL15,Cell Therapy,BRAF;PD-L1,1,1,1,0,1,1,1,1
NCT06070012,Tebentafusp in HLA-A*0201 Positive Previously Untreated Metastatic Uveal Melanoma,PHASE2,Phase 2,RECRUITING,44,Diwakar Davar,Diwakar Davar,8,0,0,single_arm,1,tebentafusp,tebentafusp,gp100,Bispecific Antibody,HLA-A*0201;HLA-A*02:01;biomarker;molecular profiling,1,1,0,0,0,0,0,0
NCT06081920,A Study of IBI363 in Subjects With Advanced Melanoma,PHASE2,Phase 2,RECRUITING,180,Innovent Biologics (Suzhou) Co. Ltd.,Innovent,107,1,0,single_arm,1,ibi363,ibi363,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,1,0,0
NCT06090266,"A Study of OR502, a Monoclonal Antibody Targeting LILRB2, Alone and in Combination With Anticancer Agents",PHASE1;PHASE2,Phase 2,RECRUITING,168,"OncoResponse, Inc.",OncoResponse,2,1,0,multi_experimental,2,cemiplimab;or502,cemiplimab;or502,LILRB2,Monoclonal Antibody,biomarker;biomarker analysis,1,1,0,0,0,0,1,0
NCT06099782,A Study of Participant Reported Preference for Subcutaneous Pembrolizumab Coformulated With Berahyaluronidase Alfa (MK-3475A) Over Intravenous Pembrolizumab (MK-3475) Formulation in Multiple Tumor Types (MK-3475A-F11),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,147,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,pembrolizumab;pembrolizumab (+) berahyaluronidase alfa,pembrolizumab;pembrolizumab (+) berahyaluronidase alfa,PD-1,Monoclonal Antibody,ALK;PD-L1;ROS1,1,1,0,0,1,0,0,1
NCT06101134,A Study to Evaluate Whether Participants With Melanoma Prefer Subcutaneous vs Intravenous Administration of Nivolumab and Nivolumab + Relatlimab Fixed-dose Combinations,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,2,,nivolumab;nivolumab+rhuph20;relatlimab+nivolumab;relatlimab+nivolumab+rhuph20,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0
NCT06112314,IMC-F106C Regimen Versus Nivolumab Regimens in Previously Untreated Advanced Melanoma (PRISM-MEL-301),PHASE3,Phase 3,RECRUITING,680,Immunocore Ltd,Immunocore,12,1,0,active_comparator,3,nivolumab;nivolumab + relatlimab,brenetafusp;nivolumab,PD-1,Monoclonal Antibody,BRAF;CD30,1,1,1,0,0,0,0,1
NCT06112808,A Clinical Study of the Pharmacokinetics and Safety of BCD-263 and Opdivo® as Monotherapy in Subjects With Advanced Melanoma of the Skin,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,300,Biocad,Biocad,28,1,0,active_comparator,2,nivolumab,bcd-263,,,,0,1,0,0,0,0,0,0
NCT06121180,Study of Cemiplimab Plus Ziv-Aflibercept for Subjects With Metastatic Uveal Melanoma,PHASE2,Phase 2,RECRUITING,32,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,single_arm,1,cemiplimab;ziv-aflibercept,cemiplimab;ziv-aflibercept,PD-1,Monoclonal Antibody,BRAF;MET,1,1,1,0,0,1,0,1
NCT06150664,A Phase 1 of CTX-8371 in Patients With Advanced Malignancies,PHASE1,Phase 1,RECRUITING,85,Compass Therapeutics,Compass Therapeutics,6,1,0,multi_experimental,2,ctx-8371,ctx-8371,PD-1,Bispecific Antibody,BRAF;ER;HER2;MET;PD-L1;PR,1,1,1,0,1,0,1,1
NCT06172478,A Study of HER3-DXd in Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,740,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,her3-dxd,her3-dxd,HER3,ADC,ALK;BRAF;CLDN18.2;ER;HER2;HER3;KRAS;MET;MMR;MSI;NTRK;PD-L1;RET;ROS1;genomic,1,1,1,0,1,1,1,1
NCT06190951,A Trial to Learn if Fianlimab and Cemiplimab Are Safe and Work Better Than Anti-PD1 Alone in Adult Participants With Resectable Stage 3 or 4 Melanoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,151,Regeneron Pharmaceuticals,Regeneron,95,1,1,active_comparator,3,cemiplimab,fixed dose combination (fdc) cemiplimab+fianlimab,PD-1,Monoclonal Antibody,,1,1,0,0,0,0,0,0
NCT06194929,"Defactinib and Avutometinib, With or Without Encorafenib, for the Treatment of Patients With Brain Metastases From Cutaneous Melanoma",PHASE1;PHASE2,Phase 2,RECRUITING,33,University of Utah,University of Utah,55,0,0,multi_experimental,3,avutometinib;defactinib,avutometinib;defactinib;encorafenib,FAK,Small Molecule,BRAF,0,1,1,0,0,0,0,1
NCT06204991,To Evaluate the Safety and Efficacy of ADP-TILIL7 in Patients With Locally Advanced or Metastatic Melanoma,PHASE1,Phase 1,RECRUITING,10,Inge Marie Svane,Inge Marie Svane,1,0,0,single_arm,1,adp-tilil7;cyclophosphamide;fludarabine phosphate;proleukin,adp-tilil7;cyclophosphamide;fludarabine phosphate;proleukin,IL-7,Cell Therapy,MET,1,1,0,0,0,0,0,0
NCT06209580,AMT-253 in Patients With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,96,Multitude Therapeutics Inc.,Multitude Therapeutics,8,1,0,multi_experimental,2,amt-253 for injection,amt-253 for injection,,,,0,1,0,0,0,0,0,0
NCT06212388,Allogeneic Gammadelta T Cells Combined With Interferon-α1b or PD-1 Monoclonal Antibody in Stage III-IV Amenable to Surgical Resection Melanoma,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,10,Xijing Hospital,Xijing Hospital,3,0,0,active_comparator,2,ex-vivo expanded allogeneic γδ t cells;pembrolizumab,ex-vivo expanded allogeneic γδ t cells;recombinant human interferon α1b,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT06214156,A Clinical Study of T3011 in Subjects With Advanced Melanoma,PHASE1;PHASE2,Phase 2,RECRUITING,42,"Shanghai Pharmaceuticals Holding Co., Ltd",Shanghai Pharmaceuticals,18,1,0,single_arm,1,t3011,t3011,PD-1,Oncolytic Virus,PD-L1,1,1,0,0,0,0,0,0
NCT06216938,RP1 in Primary Melanoma to Reduce the Risk of Sentinel Lymph Node Metastasis,EARLY_PHASE1,Phase 1,RECRUITING,25,Yana Najjar,Yana Najjar,6,0,0,single_arm,1,vusolimogene oderparepvec (rp1),vusolimogene oderparepvec (rp1),GM-CSF,Oncolytic Virus,,1,1,0,0,0,0,0,0
NCT06237881,"A Phase 1/2 Study of KSQ-001EX, Autologous Tumor Infiltrating Lymphocytes Engineered to Inactivate the SOCS1 Gene, in Patients With Select Advanced Solid Tumors",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,15,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,multi_experimental,3,cyclophosphamide;fludarabine;ksq-001ex,cyclophosphamide;fludarabine;interleukin-2;ksq-001ex,SOCS1,Cell Therapy,ALK;BRAF;KRAS;MET;PD-L1;RET,1,1,0,0,1,0,1,1
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0
NCT06246149,Adjuvant Tebentafusp in High Risk Ocular Melanoma,PHASE3,Phase 3,RECRUITING,290,European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,38,0,0,multi_experimental,2,tebentafusp,tebentafusp,gp100,Bispecific Antibody,HLA-A*0201;HLA-A*02:01,1,1,0,0,0,0,0,0
NCT06246916,A Study With Combinations of Anti-LAG-3 and Anti-PD-1 Antibodies in Adult Participants With Advanced or Metastatic Melanoma (Harmony Head-to-Head),PHASE3,Phase 3,RECRUITING,560,Regeneron Pharmaceuticals,Regeneron,95,1,1,active_comparator,2,relatlimab+nivolumab,cemiplimab;fianlimab,LAG-3,Monoclonal Antibody,BRAF;PD-L1,1,1,1,0,1,0,0,1
NCT06264180,VO and Nivolumab vs Physician's Choice in Advanced Melanoma That Progressed on Anti-PD-1 & Anti-CTLA-4 Drugs [IGNYTE-3],PHASE3,Phase 3,RECRUITING,400,"Replimune, Inc.",Replimune,10,1,0,active_comparator,2,nivolumab;nivolumab + relatlimab;pembrolizumab;single-agent,nivolumab;vusolimogene oderparepvec,PD-1,Monoclonal Antibody,BRAF;CD30,1,1,1,0,0,0,0,1
NCT06265025,"GM103 Intratumoral Injection in Patients With Locally Advanced, Unresectable, Refractory and/or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,125,"GeneMedicine Co., Ltd.",GeneMedicine,1,1,0,multi_experimental,3,,gm103 (part a);gm103 (part b);gm103 and pembrolizumab (part c),PD-1,Oncolytic Virus,,1,1,0,0,0,0,1,0
NCT06281678,A Study of IBI363 in Subjects with Advanced Solid Malignancies,PHASE2,Phase 2,RECRUITING,178,Innovent Biologics (Suzhou) Co. Ltd.,Innovent,107,1,0,single_arm,1,ibi363,ibi363,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0,0
NCT06284590,"Study of the Efficacy of Intratumoral L19IL2 or L19TNF or L19IL2/L19TNF, in Combination With Pembrolizumab, in Unresectable Melanoma Patients",PHASE2,Phase 2,RECRUITING,162,Philogen S.p.A.,Philogen S.p.A.,45,1,1,multi_experimental,3,pembrolizumab,l19il2;l19il2/l19tnf;l19tnf;pembrolizumab,VEGF/VEGFR,Bispecific Antibody,BRAF;PD-L1;biomarker;biomarker analysis,1,1,1,0,1,0,1,1
NCT06295159,Neoadjuvant and Adjuvant Anti-PD1 or Combinations for Locoregionally Advanced Melanoma,PHASE2,Phase 2,RECRUITING,90,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,multi_experimental,6,,ipilimumab;nivolumab;nivolumab + relatlimab,PD-1,Monoclonal Antibody,BRAF;CD30;biomarker,1,1,0,0,0,0,1,0
NCT06305247,A Study to Assess IPN01194 When Administered Alone in Adults With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,36,Ipsen,Ipsen,58,1,0,multi_experimental,2,ipn01194,ipn01194,ERK,Small Molecule,,0,1,0,0,0,0,0,0
NCT06305962,177Lu-anti-PD-L1 sdAb in Metastatic Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,30,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,177lu-rad204,177lu-rad204,PD-L1,Radiopharmaceutical,MSI;PD-L1,0,1,0,0,1,0,1,1
