nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,HR/ER,HER2,PD-L1,BRCA/HRD,PIK3CA,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06048718,T-DXd Therapy for HER2-low Breast Cancer Patients With Brain Metastases,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,28,MedSIR,MedSIR,27,0,1,single_arm,1,trastuzumab-deruxtecan (t-dxd),trastuzumab-deruxtecan (t-dxd),HER2,ADC,HER2,1,1,0,1,0,0,0,0,1,1,HER2−,metastatic · 2nd-line+ · measurable (RECIST)
NCT06057610,A Phase III Study of SHR-A1811 Injection With or Without Pertuzumab in HER2-Positive Recurrent or Metastatic Breast Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,868,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,active_comparator,3,trastuzumab injection；pertuzumab injection ； docetaxel injection,shr-a1811 injection;shr-a1811 injection ； pertuzumab injection,HER2,ADC,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,metastatic · measurable (RECIST) · ECOG 0
NCT06062810,Bioequivalence ANDA SNP Clinical Study - Raloxifene and Single Nucleotide Polymorphisms,PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,600,"Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair","Han Xu, M.D., Ph.D., FAPCR, Sponsor-Investigator, IRB Chair",5,1,0,multi_experimental,2,,raloxifene - study;raloxifene - usual,ESR1,Small Molecule,ER;ESR1,0,1,0,0,0,0,0,0,0,0,,measurable (RECIST)
NCT06064812,A Phase I/II Study of FWD1802 in Patients With ER+/HER2- Advanced BC.,PHASE1;PHASE2,Phase 2,RECRUITING,99,"Forward Pharmaceuticals Co., Ltd.",Forward Pharmaceuticals,3,1,0,multi_experimental,3,fwd1802,fwd1802,ESR1,Small Molecule,ER;ESR1;HER2;biomarker,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST)
NCT06065748,"A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1050,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,2,abemaciclib;diagnostic test: foundationone liquid cdx assay (f1lcdx);fulvestrant;lhrh agonist;palbociclib;ribociclib,abemaciclib;diagnostic test: foundationone liquid cdx assay (f1lcdx);giredestrant;lhrh agonist;palbociclib;ribociclib,CDK4/6,Small Molecule,ER;HER2,0,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06068985,Classifying for HER2 Dependence to De-Escalate Neoadjuvant Chemotherapy in Patients With HER2+ Early Breast Cancer Undergoing HER2 Double-Blockade,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,63,Latin American Cooperative Oncology Group,Latin American Cooperative Oncology,12,0,1,single_arm,1,phesgo,phesgo,HER2,Monoclonal Antibody,ER;HER2;PR;biomarker,1,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · ductal · ECOG 1
NCT06072612,Study of the Bria-IMT Regimen and CPI vs Physicians' Choice in Advanced Metastatic Breast Cancer.,PHASE3,Phase 3,RECRUITING,404,BriaCell Therapeutics Corporation,BriaCell Therapeutics,4,1,0,active_comparator,3,treatment of physician's choice,cyclophosphamide;interferon infiltration of the inoculation site;retifanlimab;sv-br-1-gm,,Cell Therapy,ER;HER2;PR;genomic,1,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · squamous
NCT06075810,A Study of Oral MBQ-167 in Participants With Advanced Breast Cancer,PHASE1,Phase 1,RECRUITING,48,MBQ Pharma,MBQ Pharma,1,1,0,single_arm,1,mbq-167,mbq-167,HER2,Small Molecule,HER2;MET,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT06078384,Pembrolizumab and Chemotherapy Treatment or no Treatment Guided by the Level of TILs in Resected Early-stage TNBC,PHASE2,Phase 2,RECRUITING,354,UNICANCER,UNICANCER,64,0,1,multi_experimental,2,paclitaxel injection;pembrolizumab,paclitaxel injection;pembrolizumab,PD-1,Monoclonal Antibody,ER;HER2;PD-L1,1,1,1,1,1,0,0,0,0,1,"HR+, HER2−, PD-L1+",advanced · squamous
NCT06079983,"JSKN003 Versus Treatment Of Physician'S Choice For HER2-low, Unresectable and/or Metastatic Breast Cancer Subjects",PHASE3,Phase 3,RECRUITING,400,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",Jiangsu Alphamab Biopharmaceuticals,35,1,0,active_comparator,2,capecitabine tablets;docetaxel injection;eribulin mesylate injection;gemcitabine hydrochloride for injection;paclitaxel for injection (albumin-bound type);vinorelbine tartrate injection,jskn003,HER2,Monoclonal Antibody,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,metastatic · measurable (RECIST) · ECOG 0
NCT06081244,"NeoAdj. Therapy Comparing Sacituzumab Govitecan (SG) vs. SG+Pembrolizumab in Low-risk, Triple-neg. EBC (ADAPT-TN-III)",PHASE3,Phase 3,RECRUITING,348,Women's Cancer Study Group GmbH,Women's Cancer Study,15,0,1,multi_experimental,2,sacituzumab govitecan,pembrolizumab;sacituzumab govitecan,PD-1,Monoclonal Antibody,ER;HER2;PD-L1;PR,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · ECOG 1
NCT06081959,"Study of SKB264 for Locally Advanced, Recurrent or Metastatic HR+/HER2- Breast Cancer",PHASE3,Phase 3,RECRUITING,376,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",Kelun,50,1,0,active_comparator,2,capecitabine;eribulin;gemcitabine;vinorelbine,skb264,TROP2,ADC,HER2;TROP2,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST)
NCT06084481,Study to Assess Adverse Events and Change in Disease Activity in Adult Participants With Select Advanced Solid Tumor Indications Receiving Intravenous (IV) ABBV-400,PHASE1,Phase 1,RECRUITING,325,AbbVie,AbbVie,274,1,1,multi_experimental,10,abbv-400,abbv-400;bevacizumab;itraconazole (itz),HER2,,HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · adenoca. · measurable (RECIST)
NCT06099769,"A Study of Enzalutamide, Enzalutamide in Combination With Mifepristone, or Chemotherapy in People With Metastatic Breast Cancer",PHASE2,Phase 2,RECRUITING,201,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,active_comparator,3,tpc,enzalutamide;mifepristone,AR,Small Molecule,AR;ER;HER2;PD-L1,0,1,1,1,1,0,0,0,1,1,"HR−, HER2−, PD-L1+",metastatic · 2nd-line+ · measurable (RECIST)
NCT06100874,A Single-arm Phase II Trial of SAcituzumab Govitecan and Trastuzumab for HER2+ Metastatic Breast Cancer After Trastuzumab dEruxtEcaN (SATEEN),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,28,Adrienne G. Waks,Adrienne G. Waks,4,0,1,single_arm,1,sacituzumab govitecan;trastuzumab;trastuzumab and hyaluronidase-oysk,sacituzumab govitecan;trastuzumab;trastuzumab and hyaluronidase-oysk,HER2,Monoclonal Antibody,ER;HER2;PR,1,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · measurable (RECIST)
NCT06103864,A Phase III Study of Dato-DXd With or Without Durvalumab Compared With Investigator's Choice of Chemotherapy in Combination With Pembrolizumab in Patients With PD-L1 Positive Locally Recurrent Inoperable or Metastatic Triple-negative Breast Cancer (TROPION-Breast05),PHASE3,Phase 3,RECRUITING,625,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,carboplatin;gemcitabine;nab-paclitaxel;paclitaxel;pembrolizumab,dato-dxd;durvalumab,TROP1,ADC,PD-L1;TROP1;TROP2,1,1,0,0,1,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06105632,"A Study to Learn About the Study Medicine Called PF-07220060 in Combination With Fulvestrant in People With HR-positive, HER2-negative Advanced or Metastatic Breast Cancer Who Progressed After a Prior Line of Treatment",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,333,Pfizer,Pfizer,687,1,1,active_comparator,2,everolimus;exemestane;fulvestrant,fulvestrant;pf-07220060 cdk4 inhibitor,CDK4/6,Small Molecule,ER;HER2;PR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2−",metastatic · measurable (RECIST)
NCT06107686,A Study of YL202 in Selected Patients With Advanced Solid Tumors,PHASE2,Phase 2,RECRUITING,200,"MediLink Therapeutics (Suzhou) Co., Ltd.",MediLink Therapeutics (Suzhou),23,1,0,multi_experimental,4,yl202 should be intravenously infused,yl202 should be intravenously infused,HER3,ADC,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,metastatic · measurable (RECIST)
NCT06110793,"A Study of Lenvatinib, Pembrolizumab, and Fulvestrant in People With Breast Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,56,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,single_arm,1,fulvestrant;lenvatinib;pembrolizuma,fulvestrant;lenvatinib;pembrolizuma,VEGF/VEGFR,Small Molecule,ER;HER2;MET;PD-L1;biomarker;biomarker analysis,0,1,1,1,1,0,0,0,1,1,"HR+, HER2+, PD-L1+",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06112379,A Phase III Randomised Study to Evaluate Dato-DXd and Durvalumab for Neoadjuvant/Adjuvant Treatment of Triple-Negative or Hormone Receptor-low/HER2-negative Breast Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1902,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,capecitabine;carboplatin;cyclophosphamide;doxorubicin;epirubicin;olaparib;paclitaxel;pembrolizumab,capecitabine;carboplatin;cyclophosphamide;dato-dxd;doxorubicin;durvalumab;epirubicin;olaparib;paclitaxel,TROP1,ADC,HER2;TROP1,1,1,1,1,0,0,0,0,0,1,"HR−, HER2−",ECOG 0
NCT06120283,BGB-43395 Alone or as Part of Combination Therapies in Participants With Breast Cancer and Other Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,433,BeOne Medicines,BeiGene/BeOne,149,1,0,multi_experimental,5,bgb-43395,anti-diarrheal agent;bgb-43395;elacestrant;fulvestrant;letrozole,CDK4/6,Small Molecule,HER2,0,1,1,1,0,0,0,1,0,1,"HR+, HER2+",metastatic · 1st-line · squamous
NCT06125522,TACTIVE-U: A Study to Learn About the Study Medicine (Vepdegestrant) When Given With Other Medicines in People With Advanced or Metastatic Breast Cancer. (Sub-Study C),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,11,Pfizer,Pfizer,687,1,1,single_arm,1,samuraciclib;vepdegestrant,samuraciclib;vepdegestrant,CDK4/6,Small Molecule,ER;HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST) · ECOG 1
NCT06126406,Clinical Study of CEA Targeting Chimeric Antigen Receptor T Lymphocytes（CAR-T） for CEA Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,60,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06126640,"A Phase III, Active-Controlled Study of SHR-A1811 Versus Trastuzumab Emtansine (T-DM1) in HER2-Positive Primary Breast Cancer Participants With Residual Invasive Disease Following Neoadjuvant Therapy",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1615,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,active_comparator,2,trastuzumab emtansine,shr-a1811,HER2,ADC,ER;HER2;PR,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · ECOG 0
NCT06144944,Neoadjuvant Pyrotinib in HR-positive and HER2-low High-risk Early Breast Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,160,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,15,0,0,placebo_comparator,2,cyclophosphamide;epirubicin or doxorubicin;paclitaxel,cyclophosphamide;epirubicin or doxorubicin;paclitaxel;pyrotinib,HER2,Small Molecule,HER2,0,1,1,1,0,0,0,0,0,1,"HR−, HER2+",metastatic · squamous · measurable (RECIST)
NCT06150664,A Phase 1 of CTX-8371 in Patients With Advanced Malignancies,PHASE1,Phase 1,RECRUITING,85,Compass Therapeutics,Compass Therapeutics,6,1,0,multi_experimental,2,ctx-8371,ctx-8371,PD-1,Bispecific Antibody,BRAF;ER;HER2;MET;PD-L1;PR,1,1,1,1,1,0,0,0,1,1,"HR+, HER2+, PD-L1+",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06157892,A Study of Disitamab Vedotin With Other Anticancer Drugs in Solid Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,54,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,multi_experimental,7,disitamab vedotin;tucatinib,disitamab vedotin;tucatinib,HER2,Small Molecule,HER2;PD-L1,0,1,1,1,1,1,0,0,1,1,"HR+, HER2+, PD-L1+, BRCA/HRD+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06162559,"Neoadjuvant Trastuzumab, Pertuzumab and Tucatinib Without Chemotherapy in HER2-positive Breast Cancer: the TRAIN-4 Study",PHASE1,Phase 1,RECRUITING,30,The Netherlands Cancer Institute,The Netherlands Cancer Institute,72,0,0,single_arm,1,pertuzumab;trastuzumab;tucatinib,pertuzumab;trastuzumab;tucatinib,HER2,Small Molecule,ER;HER2;PR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",neoadjuvant
NCT06167694,Clinical Study of HRS-8080 in Combination With Dalpiciclib Isethionate Tablets in Patients With Unresectable or Metastatic Breast Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,146,"Shandong Suncadia Medicine Co., Ltd.",Shandong Suncadia Medicine,22,1,0,single_arm,1,hrs-8080; dalpiciclib isethionate tablets,hrs-8080; dalpiciclib isethionate tablets,CDK4/6,Small Molecule,ER;HER2,0,1,0,0,0,0,0,1,0,0,,metastatic · 1st-line
NCT06172127,PHESGO Maintenance After T-DXd Short Induction for HER2+ Unresectable Locally Recurrent or Metastatic Breast Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,165,MedSIR,MedSIR,27,0,1,single_arm,1,000 unt in;000 unt per;phesgo;phesgo 1;trastuzumab deruxtecan,000 unt in;000 unt per;phesgo;phesgo 1;trastuzumab deruxtecan,HER2,ADC,ER;HER2,1,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · measurable (RECIST)
NCT06172478,A Study of HER3-DXd in Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,740,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,her3-dxd,her3-dxd,HER3,ADC,ALK;BRAF;CLDN18.2;ER;HER2;HER3;KRAS;MET;MMR;MSI;NTRK;PD-L1;RET;ROS1;genomic,1,1,1,1,1,0,1,1,1,1,"HR+, HER2+, PD-L1+, PIK3CAm",metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT06175390,"Tiragolumab, Atezolizumab and Chemotherapy in Triple Negative Breast Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,81,Institut Curie,Institut Curie,18,0,1,multi_experimental,2,68ga-fapi-46 pet/ct;blood samples analysis: circulating tumor dna;tumor samples analysis,68ga-fapi-46 pet/ct;blood samples analysis: circulating tumor dna;tumor samples analysis,PD-L1,Monoclonal Antibody,ER;HER2;MET;PD-L1;PR,1,1,1,1,1,0,0,0,0,1,"HR−, HER2+, PD-L1−",metastatic · adenoca.
NCT06176261,DATO-BASE: DATOpotamab-deruxtecan for Breast Cancer Brain metAstaSEs,PHASE2,Phase 2,RECRUITING,58,"Nancy Lin, MD","Nancy Lin, MD",5,0,1,multi_experimental,3,datopotamab deruxtecan,datopotamab deruxtecan,TROP2,ADC,HER2;ctDNA;high-risk pathological features,1,1,0,1,0,0,0,1,0,1,HER2−,metastatic · 1st-line
NCT06178159,DV in Combination With Pertuzumab With or Without Toripalimab Neoadjuvant Therapy With HER2-positive Breast Cancer,PHASE2,Phase 2,RECRUITING,40,"RemeGen Co., Ltd.",RemeGen,51,1,0,multi_experimental,2,disitamab vedotin injection;pertuzumab injection,disitamab vedotin injection;pertuzumab injection;toripalimab,PD-1,Monoclonal Antibody,HER2;MET;PD-L1,1,1,0,1,0,0,0,0,0,1,HER2+,adjuvant · measurable (RECIST)
NCT06188520,"A First-in-human Dose Escalation and Expansion Study to Evaluate the Safety, and Tolerability of AZD8421 Alone or in Combination in Participants With Selected Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,564,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd8421,abemaciclib;azd8421;camizestrant;palbociclib;ribociclib,CDK2,Small Molecule,CCNE1;ER;HER2;RB-DEFICIENT,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06189209,Efficacy and Safety of Tenalisib in Patients With Metastatic Triple Negative Breast Cancer (TNBC),PHASE2,Phase 2,RECRUITING,40,Rhizen Pharmaceuticals SA,Rhizen Pharmaceuticals,13,1,0,single_arm,1,tenalisib,tenalisib,PI3K δ/γ,Small Molecule,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06195709,ECLECTIC: EstroTEP and Circulating Biomarkers for ER-positive HER2-negative Metastatic Breast Cancer Patients,PHASE3,Phase 3,RECRUITING,300,Institut Curie,Institut Curie,18,0,0,active_comparator,3,endocrine therapy,,,,ER;HER2;biomarker,0,0,1,1,0,0,0,1,1,1,"HR+, HER2+",metastatic · 1st-line · measurable (RECIST)
NCT06198751,A Study of Neoadjuvant Treatment With TQB2102 for Injection for Human Epidermal Growth Factor Receptor 2 (HER2) Positive Breast Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,104,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,multi_experimental,2,,6.;7.,HER2,ADC,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,metastatic
NCT06201234,Evaluating the Addition of Elacestrant (Oral SERD) to Olaparib (PARP-inhibitor) in Patients With Advanced/Metastatic HR+/HER2- Breast Cancer,PHASE2,Phase 2,RECRUITING,176,GBG Forschungs GmbH,GBG Forschungs,25,0,0,active_comparator,2,olaparib,olaparib + elacestrant,PARP,Small Molecule,BRCA1;BRCA2;ER;HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic
NCT06202261,A Study of TQB2930 for Injection Monotherapy or Combination Therapy in Patients With Recurrent/Metastatic Breast Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,154,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,multi_experimental,4,tqb2930 for injection,capecitabine tablets;eribulin mesylate injection;fulvestrant injection;gemcitabine hydrochloride for injection;paclitaxel for injection (albumin-bound);tqb2930 for injection;tqb3616 capsule;vinorelbine tartrate injection,HER2,Bispecific Antibody,HER2,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST) · ECOG 0
NCT06206837,A Study to Learn About Vepdegestrant When Given With PF-07220060 to People With Advanced or Metastatic Breast Cancer.,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,71,Pfizer,Pfizer,687,1,1,single_arm,1,pf-07220060;vepdegestrant,pf-07220060;vepdegestrant,CDK4/6,Small Molecule,ER;HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST) · ECOG 0
NCT06222879,Study of HRS-8080 or SHR-A2009 Combined With Anti-tumor Therapy in Patients With Unresectable or Metastatic Breast Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,350,"Shandong Suncadia Medicine Co., Ltd.",Shandong Suncadia Medicine,22,1,0,multi_experimental,3,,hrs-8080; shr-a1811;hrs-8080; shr-a2009;shr-a2009; shr-1316,HER2,Monoclonal Antibody,ER;HER2,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST)
NCT06224673,ARX788 for Treating Patients With HER2-low Locally Advanced Unresectable or Metastatic Breast Cancer,PHASE2,Phase 2,RECRUITING,36,"Laura Huppert, MD, BA","Laura Huppert, MD, BA",3,0,0,multi_experimental,3,arx788;biospecimen collection;computed tomography (ct),amiloride;arx788;biospecimen collection;computed tomography (ct),HER2,ADC,ER;HER2;PR;biomarker;biomarker analysis,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST) · ECOG 0
NCT06225284,Neoadjuvant Chemotherapy With or Without GnRH Agonist for Premenopausal Triple-negative Early Breast Cancer Patients,PHASE2,Phase 2,RECRUITING,124,National Taiwan University Hospital,National Taiwan University Hospital,22,0,0,multi_experimental,2,goserelin acetate 3.,goserelin acetate 3.,GnRH,Peptide,ER;HER2;PR,0,1,1,1,0,0,0,1,0,1,"HR−, HER2+",metastatic · 1st-line · squamous · ECOG 0-1
NCT06227117,"Neoadjuvant Study of DV in Combination Toripalimab or Sequence Chemotherapy in HR-negative, HER2 Low-expressing Breast Cancer",PHASE2,Phase 2,RECRUITING,120,"RemeGen Co., Ltd.",RemeGen,51,1,0,multi_experimental,3,,carboplatin;disitamab vedotin injection （12 weeks）;disitamab vedotin injection （18 weeks）;sequential ctx;sequential epirubicin;toripalimab （12weeks）;toripalimab （18weeks）,HER2,ADC,ER;HER2;HR;MET,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",adjuvant · measurable (RECIST) · ECOG 0
NCT06238479,"A Study of LY4101174 in Participants With Recurrent, Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,490,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4101174,ly4101174,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06238921,Sacituzumab Govitecan and Zimberelimab w/SRS in the Management of Metastatic Triple Negative Breast Cancer With Brain Metastases,PHASE1;PHASE2,Phase 2,RECRUITING,31,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,single_arm,1,sacituzumab govitecan;stereotactic radiation;zimberelimab,sacituzumab govitecan;stereotactic radiation;zimberelimab,PD-1,Monoclonal Antibody,ER;MET;PD-L1;PR,1,1,1,0,0,0,0,0,0,1,HR+,metastatic · squamous · measurable (RECIST)
NCT06239194,Dose Escalation and Dose Expansion Study of MDX2001 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,285,"ModeX Therapeutics, An OPKO Health Company","ModeX Therapeutics, An OPKO Health",3,1,0,multi_experimental,4,mdx2001,mdx2001,CD3,Bispecific Antibody,MET;TROP2,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06239467,First-in-Human Study of OKI-219 in Advanced Solid Tumors and Advanced Breast Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,200,"OnKure, Inc.",OnKure,3,1,0,multi_experimental,9,oki-219,atirmociclib;fulvestrant;oki-219;ribociclib;trastuzumab;tucatinib,PIK3CA,Small Molecule,HER2;KRAS;MET;PIK3CA,0,1,1,1,0,0,1,0,0,1,"HR+, HER2+, PIK3CAm",metastatic · measurable (RECIST)
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06247995,"A Phase I/II, Dose Finding and Optimization Study of [177Lu]Lu-NeoB in Combination With Capecitabine in Patients With GRPR+, ER+, HER2- Metastatic Breast Cancer After Progression on Previous Endocrine Therapy in Combination With a CDK4/6 Inhibitor.",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,20,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,4,[177lu]lu-neob;[68ga]ga-neob;capecitabine,[177lu]lu-neob;[68ga]ga-neob;capecitabine,GRPR,Radiopharmaceutical,ER;Gastrin Releasing Peptide Receptor;HER2;Human Epidermal Growth Factor Receptor-2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · measurable (RECIST)
NCT06253871,A Phase 1/1b Study of IAM1363 in HER2 Cancers,PHASE1,Phase 1,RECRUITING,383,"Iambic Therapeutics, Inc",Iambic Therapeutics,1,1,0,single_arm,1,iam1363,iam1363,HER2,Small Molecule,HER2,0,1,0,1,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · measurable (RECIST)
NCT06254066,Adebrelimab Combined With Fluzoparib in HRD-positive HR +/HER2- Advanced Breast Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,40,Zhejiang Cancer Hospital,Zhejiang Cancer Hospital,12,0,0,single_arm,1,adebrelimab plus fluzoparib,adebrelimab plus fluzoparib,PD-1,Monoclonal Antibody,ER;HER2;HRD;PD-L1;PR,1,1,1,1,1,1,0,0,0,1,"HR+, HER2+, PD-L1+, BRCA/HRD+",metastatic · ECOG 0
NCT06257264,A Study to Examine the Safety of Different Doses of BG-68501 Given to Participants With Advanced-Stage Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,5,bg-68501,bg-68501;bgb-43395;fulvestrant,CDK2,Small Molecule,HER2,0,1,1,1,0,0,0,0,1,1,"HR+, HER2+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06263543,Sequencing Antibody Drug Conjugates in ER+/HER2 LOW/ULTRA LOW MBC,PHASE2,Phase 2,RECRUITING,75,"Reshma L. Mahtani, D.O.","Reshma L. Mahtani, D.O.",1,0,1,single_arm,1,sacituzumab govitecan,sacituzumab govitecan,TROP2,ADC,HER2;TROP2,1,1,1,1,0,0,1,0,1,1,"HR+, HER2+, PIK3CAm",metastatic · 2nd-line+ · measurable (RECIST)
NCT06265025,"GM103 Intratumoral Injection in Patients With Locally Advanced, Unresectable, Refractory and/or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,125,"GeneMedicine Co., Ltd.",GeneMedicine,1,1,0,multi_experimental,3,,gm103 (part a);gm103 (part b);gm103 and pembrolizumab (part c),PD-1,Oncolytic Virus,,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06265428,A Study to Compare DB-1303/BNT323 Versus T-DM1 in Breast Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,228,DualityBio Inc.,DualityBio,11,1,0,multi_experimental,2,,db-1303/bnt323;t-dm1,HER2,ADC,HER2;HR,1,1,0,1,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · measurable (RECIST)
