nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRCA/HRD,KRAS,MSI-H/dMMR,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT05659914,Olaparib and Durvalumab (MEDI4736) in Patients with Metastatic Pancreatic Cancer and DNA Damage Repair Genes Alterations,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,40,Spanish Cooperative Group for the Treatment of Digestive Tumours (TTD),Spanish Cooperative Group for the Treatment of Digestive Tumours (TTD),23,0,1,single_arm,1,olaparib+durvalumab,olaparib+durvalumab,PARP,Small Molecule,ATM;BAP1;BRCA1;BRCA2;BRIP1;CDK12;CHEK2;FANCD2;FANCE;FANCF;FANCG;FANCL;FANCM;PALB2;RA;RAD50;SLX4;XRCC2;XRCC3,0,1,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT05669482,Study of Avutometinib (VS-6766) +Defactinib With Gemcitabine and Nab-paclitaxel in Patients With Pancreatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,40,"Verastem, Inc.",Verastem,25,1,0,multi_experimental,2,avutometinib (vs-6766) and defactinib in combination with gemcitabine and nab-paclitaxel,avutometinib (vs-6766) and defactinib in combination with gemcitabine and nab-paclitaxel,MEK,Small Molecule,KRAS,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05704985,Evaluating Safety and Biomarkers Using DK210 (EGFR) for Locally Advanced or Metastatic EGFR+ Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,39,DEKA Biosciences,DEKA Biosciences,1,1,0,multi_experimental,4,dk210 (egfr),dk210 (egfr);immune checkpoint blockers;radiation therapy,EGFR,Small Molecule,EGFR;biomarker,0,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT05706129,"A Study to Assess Safety, Tolerability and Imaging Characteristics of [68Ga]Ga-DPI-4452 and to Assess Safety, Tolerability, and Efficacy of [177Lu]Lu-DPI-4452 in Participants With Unresectable Locally Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,270,Lumara Bio Oncologics GmbH,Lumara Bio Oncologics,1,1,0,multi_experimental,5,[68ga]ga-dpi-4452,[177lu]lu-dpi-4452;[68ga]ga-dpi-4452,CA IX,Radiopharmaceutical,CA IX,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05726864,A Study of ELI-002 7P in Subjects With KRAS/NRAS Mutated Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,158,Elicio Therapeutics,Elicio Therapeutics,2,1,0,multi_experimental,4,eli-002 7p,eli-002 7p,KRAS,Peptide,KRAS;biomarker,0,1,0,1,0,0,0,1,KRASm,metastatic
NCT05736731,"A Study to Evaluate the Safety and Efficacy of A2B530, a Logic-gated CAR T, in Participants With Solid Tumors That Express CEA and Have Lost HLA-A*02 Expression",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,160,A2 Biotherapeutics Inc.,A2 Biotherapeutics,3,1,0,single_arm,1,a2b530;diagnostic test: xt-onco with hla-loh assay,a2b530;diagnostic test: xt-onco with hla-loh assay,CEA,CAR-T,HLA-A*02,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05740956,A Study of Hansoh (HS)-10502 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,318,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",Hansoh,82,1,0,single_arm,1,hs-10502,hs-10502,,,HER2,0,1,1,0,0,0,0,1,BRCA/HRD+,metastatic · measurable (RECIST)
NCT05759923,"First-in-human Phase I Study to Evaluate Safety, Tolerability and Antineoplastic Activity of OATD-02 in Patients With Selected Advanced and/or Metastatic Solid Tumours",PHASE1,Phase 1,RECRUITING,40,Molecure S.A.,Molecure,1,1,0,single_arm,1,oatd-02,oatd-02,ARG1,Small Molecule,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT05783622,Study of JANX008 in Subjects With Advanced or Metastatic Solid Tumor Malignancies,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,130,Janux Therapeutics,Janux Therapeutics,4,1,0,multi_experimental,3,janx008,janx008,EGFR,,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05786716,"DETERMINE Trial Treatment Arm 04: Trastuzumab in Combination With Pertuzumab in Adult, Paediatric and Teenage/Young Adult Patients With Cancers With HER2 Amplification or Activating Mutations",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,pertuzumab;trastuzumab,pertuzumab;trastuzumab,HER2,ADC,HER2;MET,1,1,0,0,0,0,0,0,,metastatic
NCT05799274,Safety of RAD301 in Healthy Human Volunteers and Patients With Pancreatic Cancer or Other Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,9,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,rad301 ([68ga]-rad301),rad301 ([68ga]-rad301),,Radiopharmaceutical,PR,0,1,0,0,0,0,0,0,,metastatic · squamous
NCT05827796,IN10018+ Standard Chemotherapy (+KN046) in Subjects With Advanced Pancreatic Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,70,"InxMed (Shanghai) Co., Ltd.",InxMed (Shanghai),13,1,0,multi_experimental,2,albumin-bound paclitaxel;gemcitabine;in10018,albumin-bound paclitaxel;gemcitabine;in10018;kn046,FAK,Small Molecule,KRAS;PD-L1,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05859750,A Study of AK104 With Chemotherapy as First-line Treatment in Patients With Advanced Pancreatic Cancer,PHASE2,Phase 2,RECRUITING,78,Akeso,Akeso,103,1,0,multi_experimental,4,ak104,5-fluorouracil/calcium folinate;ak104;gemcitabine;liposomal irinotecan;nab-paclitaxel;oxaliplatin;oxaliplatin + irinotecan + 5-fluorouracil/leucovorin,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05877599,A Study of NT-175 in Adult Participants With Advanced Malignancies That Are Positive for HLA-A*02:01 and the TP53 R175H Mutation,PHASE1,Phase 1,RECRUITING,45,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,nt-175,nt-175,,Recombinant Protein,,0,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT05911217,A Study to Evaluate the Efficacy and Safety of CT041 After Adjuvant Chemotherapy for Pancreatic Cancer,PHASE1,Phase 1,RECRUITING,20,"CARsgen Therapeutics Co., Ltd.",CARsgen Therapeutics,11,1,0,single_arm,1,ct041 autologous car t-cell injection,ct041 autologous car t-cell injection,CD19,CAR-T,CD19;CLDN18.2,1,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT05919537,"Study of an Anti-HER3 Antibody, HMBD-001, With or Without Chemotherapy in Patients With Solid Tumors Harboring an NRG1 Fusion or HER3 Mutation",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,68,Hummingbird Bioscience,Hummingbird Bioscience,4,1,0,multi_experimental,4,hmbd-001,docetaxel;gemcitabine;hmbd-001;nab-paclitaxel,HER3,Monoclonal Antibody,HER3,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · ECOG 0-1
NCT05927142,Combining Anti-PD-L1 Immune Checkpoint Inhibitor Durvalumab With TLR-3 Agonist Rintatolimod in Patients With Metastatic Pancreatic Ductal Adenocarcinoma for Therapy Efficacy,PHASE1;PHASE2,Phase 2,RECRUITING,43,"Joachim Aerts, MD PhD","Joachim Aerts, MD PhD",1,0,1,single_arm,1,durvalumab;rintatolimod,durvalumab;rintatolimod,PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05933265,Study of LP-184 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,64,Lantern Pharma Inc.,Lantern Pharma,3,1,0,multi_experimental,4,lp-184,lp-184;nivolumab & ipilimumab;olaparib,PTGR1,Small Molecule,ATM;ATR;BRCA1;BRCA2;ERCC3;ERCC4;PR;genomic,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05944237,HTL0039732 in Participants With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,150,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,3,,htl0039732 capsules;htl0039732 capsules and atezolizumab infusion,PD-L1,,HER2;PD-L1;genomic,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05945823,Phase 2 Futibatinib in Combination With PD-1 Antibody Based Standard of Care in Solid Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,53,"Taiho Oncology, Inc.",Taiho,86,1,0,multi_experimental,2,fluorouracil;futibatinib;leucovorin;oxaliplatin;pembrolizumab,cisplatin;fluorouracil;futibatinib;irinotecan;leucovorin;oxaliplatin;pembrolizumab,FGFR2,Small Molecule,FGFR2;PD-L1,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05968326,A Study of the Efficacy and Safety of Adjuvant Autogene Cevumeran Plus Atezolizumab and mFOLFIRINOX Versus mFOLFIRINOX Alone in Participants With Resected PDAC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,260,"Genentech, Inc.",Roche/Genentech,922,1,1,active_comparator,2,FOLFIRINOX,FOLFIRINOX;atezolizumab;autogene cevumeran,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;TMB,1,1,0,0,0,0,0,0,,metastatic
NCT05984810,NIR-Fluorescence Guided Surgical Resection of Neoadjuvant Treated Localized Pancreatic Cancer Using SGM-101,PHASE2,Phase 2,RECRUITING,20,Leiden University Medical Center,Leiden University Medical Center,16,0,0,single_arm,1,fluorescence-guided surgery using cea-targeted fluorophore sgm-101,fluorescence-guided surgery using cea-targeted fluorophore sgm-101,CEA,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,locally advanced
NCT05985655,Study to Assess GTAEXS617 in Participants With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,230,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.","Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals",3,1,0,multi_experimental,4,gtaexs617,gtaexs617;soc,CDK7,Small Molecule,HER2,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca.
NCT06005493,Study of AZD5863 in Adult Participants With Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,280,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd5863,azd5863,CLDN18.2,Bispecific Antibody,CLDN18.2,1,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06008288,A Phase II Study Evaluating JAB-21822 Monotherapy in Adult Patients With Pancreatic Cancer and Other Solid Tumors Harboring the KRAS p.G12C Mutation.,PHASE2,Phase 2,RECRUITING,88,"Allist Pharmaceuticals, Inc.",Allist Pharmaceuticals,19,1,0,single_arm,1,jab-21822,jab-21822,KRAS,Small Molecule,KRAS;companion diagnostic,0,1,0,1,0,0,0,1,KRASm,metastatic
NCT06010862,Clinical Study of CEA-targeted CAR-T Therapy for CEA-positive Advanced/Metastatic Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,36,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cea car-t cells,cea car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06015659,ZN-c3 + Gemcitabine in Pancreatic Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,12,"Brandon Huffman, MD","Brandon Huffman, MD",1,0,0,single_arm,1,gemzar;zentalis,gemzar;zentalis,WEE1,Small Molecule,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06015724,Anti-CD38 Antibody With KRAS Vaccine and Anti-PD-1 Antibody in Subjects With Pancreatic Ductal Adenocarcinoma and Refractory Non-Small Cell Lung Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,19,Georgetown University,Georgetown University,55,0,1,multi_experimental,2,daratumumab;kras vaccine;nivolumab,daratumumab;kras vaccine;nivolumab,CD38,Monoclonal Antibody,KRAS;MET;PD-L1,1,1,0,1,0,0,1,1,KRASm,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06026410,KO-2806 Monotherapy and Combination Therapies in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,300,"Kura Oncology, Inc.",Kura Oncology,14,1,0,multi_experimental,7,,adagrasib;cabozantinib;darlifarnib,HRAS,Small Molecule,HRAS;KRAS,0,1,0,1,0,1,1,1,KRASm,metastatic · 1st-line · measurable (RECIST)
NCT06040541,Study of RMC-9805 in Participants With KRAS G12D-Mutant Solid Tumors,PHASE1,Phase 1,RECRUITING,604,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,multi_experimental,2,rmc-9805,rmc-6236;rmc-9805,KRAS,Small Molecule,KRAS,0,1,0,1,0,0,1,1,KRASm,metastatic · 2nd-line+
NCT06043466,A Clinical Trial Targeting CEA Chimeric Antigen Receptor T (CAR-T) for CEA Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,30,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,single_arm,1,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,ALK;BRAF;CEA;MET;NTRK;PD-L1;RET;ROS1,1,1,0,0,0,1,1,0,,metastatic · 1st-line · squamous · measurable (RECIST) · ECOG 0
NCT06051695,"A Study to Evaluate the Safety and Efficacy of Mesothelin-Targeting Logic-gated CAR T, in Participants With Solid Tumors That Express MSLN and Have Lost HLA-A*02 Expression",PHASE1;PHASE2,Phase 2,RECRUITING,474,A2 Biotherapeutics Inc.,A2 Biotherapeutics,3,1,0,multi_experimental,2,diagnostic test: xt cdx with hla-loh assay,a2b543;a2b694;diagnostic test: xt cdx with hla-loh assay,MSLN,CAR-T,MSLN,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06059001,"Study to Evaluate the Safety, PK, and Efficacy of the Myc Inhibitor OMO-103 Administered iv in Patients With PDAC",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,26,Peptomyc S.L.,Peptomyc S.L.,2,1,0,single_arm,1,gemcitabine;nab-paclitaxel;omo-103,gemcitabine;nab-paclitaxel;omo-103,MYC,Small Molecule,biomarker,0,1,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06079346,A Study of OT-101 With mFOLFIRINOX in Patients With Advanced and Unresectable or Metastatic Pancreatic Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,455,Oncotelic Inc.,Oncotelic,2,1,0,active_comparator,2,FOLFIRINOX;ot-101,,TGF-β2,mRNA,PD-L1,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06084481,Study to Assess Adverse Events and Change in Disease Activity in Adult Participants With Select Advanced Solid Tumor Indications Receiving Intravenous (IV) ABBV-400,PHASE1,Phase 1,RECRUITING,325,AbbVie,AbbVie,274,1,1,multi_experimental,10,abbv-400,abbv-400;bevacizumab;itraconazole (itz),HER2,,HER2,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06105021,Phase I Study of Autologous CD8+ and CD4+ Engineered T Cell Receptor T Cells in Subjects With Advanced or Metastatic Solid Tumor,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,"Affini-T Therapeutics, Inc.",Affini-T Therapeutics,1,1,0,multi_experimental,5,afnt-211,afnt-211,KRAS,Cell Therapy,HLA-A*11:01;KRAS,1,1,0,1,0,0,0,1,KRASm,metastatic · measurable (RECIST)
NCT06111274,A Phase 2 Study of ABSK021 in Patients With Advanced Pancreatic Cancer,PHASE2,Phase 2,RECRUITING,82,"Abbisko Therapeutics Co, Ltd",AbbVie,274,1,0,multi_experimental,2,pimicotinib (absk021),pimicotinib (absk021),JAK1,Small Molecule,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06126406,Clinical Study of CEA Targeting Chimeric Antigen Receptor T Lymphocytes（CAR-T） for CEA Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,60,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06128551,Study of Elironrasib and Daraxonrasib as Monotherapies and Combination Therapy in Participants With Advanced KRAS G12C Mutant Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,534,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,multi_experimental,3,,daraxonrasib;elironrasib,KRAS,Small Molecule,KRAS,0,1,0,1,0,0,1,1,KRASm,metastatic · 2nd-line+
NCT06131840,A Study of SGN-CEACAM5C in Adults With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,914,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,multi_experimental,6,pf-08046050,5-fluorouracil (5-fu);bevacizumab;leucovorin (lv);oxaliplatin;pf-08046050,CEA,ADC,CEACAM5;PD-L1;genomic,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06141031,Radiotherapy in Combination With TTI-101 in Borderline Resectable and Locally Advanced Pancreatic Ductal Adenocarcinoma,PHASE1,Phase 1,RECRUITING,24,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,4,stereotactic body radiation therapy;tti-101,stereotactic body radiation therapy;tti-101,STAT3,Small Molecule,,0,1,0,0,0,0,0,0,,locally advanced · adenoca.
NCT06147037,"A Phase 1, Dose-escalation Study of [225Ac]-FPI-2068 in Adult Patients With Advanced Solid Tumours",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,13,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,[111in]-fpi-2107;[225ac]-fpi-2068;fpi-2053,[111in]-fpi-2107;[225ac]-fpi-2068;fpi-2053,,Bispecific Antibody,,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06148636,A Safety Study of 212Pb-VMT-alpha-NET in Patients With Neuroendocrine Tumors,EARLY_PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,24,David Bushnell,David Bushnell,2,0,0,multi_experimental,5,[212pb] vmt-α-net;diagnostic test: [203pb] vmt-α-net spect/ct,[212pb] vmt-α-net;diagnostic test: [203pb] vmt-α-net spect/ct,SSTR2,Radiopharmaceutical,SSTR2,0,1,0,0,0,0,0,0,,measurable (RECIST) · ECOG 0
NCT06156267,Study of Personalized Tumour Vaccines and a PD-L1 Blocker in Patients With Surgically Resected Pancreatic Adenocarcino,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,30,Fudan University,Fudan University,29,0,0,single_arm,1,adebrelimab;mrna tumor vaccines,adebrelimab;mrna tumor vaccines,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,resectable · adenoca.
NCT06159478,Binimetinib in Patients With BRAF Fusion-positive Low-grade Glioma or Pancreatic Cancer (Perfume),PHASE2,Phase 2,RECRUITING,32,"National Cancer Center, Japan","National Cancer Center, Japan",6,0,0,single_arm,1,binimetinib,binimetinib,MEK,Small Molecule,BRAF;RAS,0,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST) · ECOG 0
NCT06172478,A Study of HER3-DXd in Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,740,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,her3-dxd,her3-dxd,HER3,ADC,ALK;BRAF;CLDN18.2;ER;HER2;HER3;KRAS;MET;MMR;MSI;NTRK;PD-L1;RET;ROS1;genomic,1,1,0,1,0,1,1,1,KRASm,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT06177522,Adebrelimab Combined With Chemotherapy for Neoadjuvant Therapy in Resectable Pancreatic Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,30,"Jinling Hospital, China","Jinling Hospital, China",1,0,0,single_arm,1,adebrelimab;albumin-bound paclitaxel;gemcitabine,adebrelimab;albumin-bound paclitaxel;gemcitabine,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,resectable · adenoca. · measurable (RECIST) · ECOG 0
NCT06182072,ProAgio in Pancreatic Ductal Adenocarcinoma (PDAC),PHASE1,Phase 1,RECRUITING,46,"ProDa BioTech, LLC",ProDa BioTech,3,1,0,multi_experimental,2,2;3;4;gemcitabine;nab-paclitaxel;proagio dose levels (dl) 1,2;3;4;gemcitabine;nab-paclitaxel;proagio dose levels (dl) 1,ITGB3,ADC,,1,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06203821,Study of Perioperative NP137 and FOLFIRINOX in Resectable Pancreatic Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,25,Aram Hezel,Aram Hezel,1,0,0,single_arm,1,np137,np137,NET1,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT06218914,"Phase 1 Study to Investigate TCRTs KRAS Mutation in Unresectable, Advanced, and/or Metastatic Solid Tumors",PHASE1,Phase 1,RECRUITING,108,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,engineered t cells targeting kras g12d,azd0240: autologous;engineered t cells targeting kras g12d;nt-112: autologous,KRAS,CAR-T,KRAS,1,1,0,1,0,0,0,1,KRASm,metastatic · adenoca. · measurable (RECIST)
NCT06219941,AZD0901 in Participants With Advanced Solid Tumours Expressing Claudin18.2,PHASE2,Phase 2,RECRUITING,226,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,3,azd0901,azd0901;fluorouracil;gemcitabine;irinotecan;l-leucovorin;leucovorin;nanoliposomal irinotecan,CLDN18.2,ADC,CLDN18.2;HER2,1,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06238479,"A Study of LY4101174 in Participants With Recurrent, Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,490,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4101174,ly4101174,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06239194,Dose Escalation and Dose Expansion Study of MDX2001 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,285,"ModeX Therapeutics, An OPKO Health Company","ModeX Therapeutics, An OPKO Health",3,1,0,multi_experimental,4,mdx2001,mdx2001,CD3,Bispecific Antibody,MET;TROP2,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06244771,A Study Evaluating FMC-376 in Participants With KRAS G12C Mutated Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,403,Frontier Medicines Corporation,Frontier Medicines,1,1,0,single_arm,1,fmc-376,fmc-376,KRAS,Small Molecule,KRAS,0,1,0,1,0,0,0,1,KRASm,metastatic
NCT06245330,A Phase I/II Study of AST-001 in Subjects With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,180,"Ascentawits Pharmaceuticals, Ltd",Ascentawits Pharmaceuticals,2,1,0,multi_experimental,2,ast-001,ast-001,AKR1C3,Small Molecule,AKR1C3,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06278454,Safety and Efficacy of NRT6008 in Patients With Unresectable Locally Advanced Pancreatic Cancer (LAPC) and Advanced Pancreatic Cancer With Lymph Node Metastases,PHASE1,Phase 1,RECRUITING,58,Chengdu New Radiomedicine Technology Co. LTD.,Chengdu New Radiomedicine Technology,4,1,0,single_arm,1,nrt6008 injection + systematic,nrt6008 injection + systematic,,,,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06298916,64Cu-LNTH-1363S in Patients With Sarcoma or Gastrointestinal Tract Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,26,Lantheus Medical Imaging,Lantheus Medical Imaging,4,1,0,multi_experimental,2,64cu-lnth-1363s,64cu-lnth-1363s,FAP,Radiopharmaceutical,FAP,0,1,0,0,0,0,0,0,,metastatic
NCT06305247,A Study to Assess IPN01194 When Administered Alone in Adults With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,36,Ipsen,Ipsen,58,1,0,multi_experimental,2,ipn01194,ipn01194,ERK,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06332274,tislelizUMaB in canceR Patients With molEcuLar residuaL Disease,PHASE3,Phase 3,RECRUITING,717,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",31,0,1,placebo_comparator,4,blood sampling,blood sampling;tislelizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,neoadjuvant · small-cell · measurable (RECIST)
NCT06333314,Dostarlimab for Locally Advanced or Metastatic Cancer (Non-colorectal/Non-endometrial) With Tumor dMMR/MSI,PHASE2,Phase 2,RECRUITING,120,UNICANCER,UNICANCER,64,0,1,active_comparator,2,,dostarlimab,PD-1,Monoclonal Antibody,HER2;MMR;MSI;MSI-H;PD-L1;dMMR,1,0,0,0,1,1,0,1,MSI-H/dMMR,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06334432,Safety and Efficacy Study of NUV-1511 in Adult Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,466,Nuvation Bio Inc.,Nuvation,16,1,0,multi_experimental,5,nuv-1511,nuv-1511,,Small Molecule,HER2,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06337084,Diagnostic Efficacy and Dosimetry of MNPR-101-DFO*-89Zr in Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,single_arm,1,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06361888,"A Phase II/III Trial to Evaluate the Efficacy and Safety of Surufatinib Combined With Camrelizumab, Nab-paclitaxel, and Gemcitabine in Metastatic Pancreatic Cancer",PHASE2;PHASE3,Phase 3,RECRUITING,502,Hutchmed,HUTCHMED,35,1,0,active_comparator,3,nab-paclitaxel plus gemcitabine,and gemcitabine;nab-paclitaxel;surufatinib combined with camrelizumab,VEGF/VEGFR,Small Molecule,,0,1,0,0,0,1,0,0,,metastatic · 1st-line · measurable (RECIST)
