nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1,translocation,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06957431,Zanzalintinib Combined With Eribulin in Advanced Liposarcoma and Leiomyosarcoma,PHASE1,Phase 1,RECRUITING,18,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,3,eribulin;zanzalintinib,eribulin;zanzalintinib,EGFR,Small Molecule,PD-L1,0,1,0,1,0,0,1,fusion+,metastatic · measurable (RECIST)
NCT06975293,STC-15 as a Part of Combination Therapy With Toripalimab in Selected Advanced Cancers and as Monotherapy in Participants With Selected Sarcomas,PHASE1;PHASE2,Phase 2,RECRUITING,107,STORM Therapeutics LTD,STORM Therapeutics,2,1,0,multi_experimental,3,,stc-15 in combination with toripalimab;stc-15 monotherapy,METTL3,Small Molecule,,0,1,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06988475,DETERMINE Trial Treatment Arm 06: Capmatinib in Adult Patients With Cancers Harbouring MET Dysregulations,PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,capmatinib,capmatinib,MET,Small Molecule,MET,0,1,0,1,0,0,1,fusion+,metastatic · squamous
NCT07007273,Pembrolizumab for Advanced Cutaneous Sarcomas Not Including Angiosarcoma,PHASE2,Phase 2,RECRUITING,17,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,single_arm,1,pembrolizumab,pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT07032285,Cirtuvivint in Selected Advanced Soft-Tissue Sarcomas,PHASE2,Phase 2,RECRUITING,25,Asociación Europea y Latinoamericana SELNET para la Investigación en Sarcomas,Asociación Europea y Latinoamericana SELNET para la Investigación en Sarcomas,1,0,0,single_arm,1,cirtuvivint,cirtuvivint,CLK,Cell Therapy,,1,1,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07048184,Sarcoma Surgery Wound Complications Comparing Usual Versus Negative Pressure Dressing,PHASE2,Phase 2,NOT_YET_RECRUITING,94,NHS Greater Glasgow and Clyde,NHS Greater Glasgow and Clyde,4,0,0,active_comparator,2,device: standard absorbent dressings,device: negative pressure wound therapy (npwt) dressings,,,,0,1,0,0,0,0,0,,
NCT07049848,"SATURN-STS: Phase II Study of Neoadjuvant Atezolizumab With Doxorubicin, Concurrent Atezolizumab With Pre-operative Radiation Therapy and Adjuvant Atezolizumab in Patients With High-risk Surgically Resectable Extremity and Truncal Soft Tissue Sarcoma",PHASE2,Phase 2,RECRUITING,50,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,single_arm,1,atezolizumab;doxorubicin hydrochloride,atezolizumab;doxorubicin hydrochloride,PD-L1,Monoclonal Antibody,CMMRD;MET;MSI-H;PD-L1;TMB,1,1,1,0,1,0,1,PD-L1+,metastatic · 1st-line · measurable (RECIST)
NCT07052383,Safety and Efficacy of DIT309 in Advanced Bone and Soft Tissue Sarcomas,PHASE1,Phase 1,RECRUITING,15,Tcelltech Inc.,Tcelltech,4,1,0,single_arm,1,dit309 cell injection,dit309 cell injection,,Cell Therapy,,1,1,0,1,0,0,1,fusion+,metastatic · measurable (RECIST)
NCT07064018,"Trial of Single Protein Encapsulated Doxorubicin, SPEDOX-6 in Advanced Malignancies",PHASE1;PHASE2,Phase 2,RECRUITING,67,"University of California, Irvine","University of California, Irvine",22,0,0,multi_experimental,8,spedox-6,filgrastim;pegfilgrastim;spedox-6,KRAS,Small Molecule,FCRN;KRAS,0,1,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07089992,A Study of Pembrolizumab in People With Ultra-Rare Sarcomas,PHASE2,Phase 2,RECRUITING,32,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,multi_experimental,5,pembrolizumab,pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,1,"PD-L1+, fusion+",metastatic · measurable (RECIST)
NCT07156565,Actinium Therapy for Late-stage Aggressive Sarcomas,PHASE1,Phase 1,RECRUITING,48,"Ratio Therapeutics, Inc.",Ratio Therapeutics,2,1,0,single_arm,1,[ac 225]rtx-2358;diagnostic test: [cu64]lnth-1363s,[ac 225]rtx-2358;diagnostic test: [cu64]lnth-1363s,FAP,Radiopharmaceutical,CD20;FAP,0,1,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07156643,"A Prospective, Single-arm, Multicenter Exploratory Clinical Study of Anlotinib Combined With Bempegaldesleukin and Conventional Chemoradiotherapy for the Treatment of Unresectable Locally Advanced or Metastatic Soft Tissue Sarcoma.",PHASE2,Phase 2,NOT_YET_RECRUITING,46,The First Affiliated Hospital with Nanjing Medical University,The First Affiliated Hospital with Nanjing Medical University,30,0,0,single_arm,1,anlotinib and bempegaldesleukin,anlotinib and bempegaldesleukin,VEGF/VEGFR,Small Molecule,PD-L1,0,1,1,1,0,0,1,"PD-L1+, fusion+",metastatic · measurable (RECIST)
NCT07192068,Clinical Trial Evaluating the Activity of Zanidatamab for the Treatment of Patients With Solid Tumors With an Alteration of the HER2 Gene.,PHASE2,Phase 2,RECRUITING,105,UNICANCER,UNICANCER,64,0,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,HER2,1,1,0,1,0,0,1,fusion+,metastatic · squamous · measurable (RECIST)
NCT07197554,"A Phase 1/1B Study of ST-01156, a Small Molecule RBM39 Degrader, in Patients With Advanced Solid Malignancies",PHASE1,Phase 1,RECRUITING,171,"SEED Therapeutics, Inc.",SEED Therapeutics,1,1,0,single_arm,1,st-01156,st-01156,RBM39,Small Molecule,,0,1,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07261631,Phase I Study of [177Lu]Lu-DFC413 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,180,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,177lu-dfc413;68ga-nns309,177lu-dfc413;68ga-nns309,,Radiopharmaceutical,HER2;MMR;MSI;MSI-H;dMMR;genomic,0,1,0,0,0,0,0,,metastatic · ductal
NCT07283731,Phase 2 Trial of Zanzalintinib and Pembrolizumab in Select Subtypes of Advanced/Metastatic Soft-tissue Sarcoma,PHASE2,Phase 2,RECRUITING,20,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,single_arm,1,pembrolizumab;zanzalintinib,pembrolizumab;zanzalintinib,EGFR,Small Molecule,PD-L1,0,1,0,1,0,0,1,fusion+,metastatic · measurable (RECIST)
NCT07297979,"Evaluation of Xaluritamig in Adults, Adolescents and Children With Relapsed or Refractory Ewing Sarcoma (EWS)",PHASE1,Phase 1,RECRUITING,50,Amgen,Amgen,323,1,1,multi_experimental,2,xaluritamig,xaluritamig,STEAP1,Bispecific Antibody,STEAP1 protein,1,1,0,1,0,1,1,fusion+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07321912,Eflornithine (DFMO) for Ewing Sarcoma and Osteosarcoma,PHASE2,Phase 2,RECRUITING,406,Milton S. Hershey Medical Center,Milton S. Hershey Medical Center,10,0,0,multi_experimental,5,eflornithine,cisplatin;cyclophosphamide;doxorubicin;eflornithine;etoposide;ifosfamide;methotrexate;topotecan;vincristine,ODC,Small Molecule,MET,0,1,0,1,0,1,1,fusion+,metastatic · 2nd-line+
NCT07379047,Efficacy and Safety of NB003 in Patients With Advanced Gastrointestinal Stromal Tumors (GIST),PHASE2;PHASE3,Phase 3,RECRUITING,255,"Ningbo Newbay Technology Development Co., Ltd",Ningbo Newbay Technology Development,3,1,0,active_comparator,3,nb003;regorafenib,nb003,KIT,Small Molecule,KIT;PR,0,1,0,1,0,1,1,fusion+,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT07406633,KQB198 in Combination With Imatinib in Participants With Advanced/Metastatic GIST in 1st Line Setting (SynerGIST-1st Line),PHASE2,Phase 2,RECRUITING,46,Kumquat Biosciences Inc.,Kumquat Biosciences,7,1,0,single_arm,1,imatinib (gleevec);kqb198,imatinib (gleevec);kqb198,,,,0,1,0,0,1,0,0,,metastatic · 1st-line · measurable (RECIST)
NCT07434843,PH 2 Pemigatinib in SDH-deficient GIST,PHASE2,Phase 2,RECRUITING,24,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,0,single_arm,1,pemigatinib,pemigatinib,FGFR,Small Molecule,FGFR3,0,1,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07459283,"The Safety, Dosimetry and Efficacy of 177Lu-INN805 in Patients With Malignant Solid Tumors",EARLY_PHASE1,Phase 1,RECRUITING,10,"FindCure Biosciences (ZhongShan) Co., Ltd.",FindCure Biosciences (ZhongShan),5,1,0,single_arm,1,inn805,inn805,,Radiopharmaceutical,,0,1,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07460986,A Phase Ib/II Study to Evaluate Safety and Efficacy of Bexmarilimab in Combination With Doxorubicin in Metastatic Soft-tissue Sarcoma.,PHASE1;PHASE2,Phase 2,RECRUITING,278,MedSIR,MedSIR,27,0,0,active_comparator,4,doxorubicin,bexmarilimab;doxorubicin,CLEVER-1,Monoclonal Antibody,,1,1,0,1,0,1,1,fusion+,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07548177,Clinical Trials of Benmelstobart Injection Combined With Anlotinib Hydrochloride Capsules in the Treatment of Advanced or Unresectable Alveolar Soft Part Sarcoma,PHASE2,Phase 2,RECRUITING,33,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,single_arm,1,benmelstobart injection combined with anlotinib hydrochloride capsule,benmelstobart injection combined with anlotinib hydrochloride capsule,,Small Molecule,MET;PD-L1,0,1,1,1,0,0,1,"PD-L1+, fusion+",metastatic · measurable (RECIST) · ECOG 0-1
NCT07585266,A Study to Investigate Velzatinib Compared With Imatinib in Adult Participants With Previously Untreated Metastatic and/or Unresectable Gastrointestinal Stromal Tumors (StrateGIST Frontline),PHASE3,Phase 3,RECRUITING,800,GlaxoSmithKline,GSK,468,1,1,multi_experimental,2,,imatinib;velzatinib,KIT,Small Molecule,KIT;MET,0,1,0,1,0,1,1,fusion+,metastatic · 2nd-line+ · squamous
NCT07602777,A Study Evaluating the Efficacy and Safety of Risvutatug Rezetecan in Participants With Advanced Sarcomas (EMBOLD Sarcoma-202),PHASE1;PHASE2,Phase 2,RECRUITING,113,GlaxoSmithKline,GSK,468,1,1,multi_experimental,3,ris-rez,g-csf;ris-rez,B7-H3,ADC,,1,1,0,0,0,0,0,,metastatic
NCT07618377,Study of DCC-2618 in Patients With GIST After at Least 3 Prior Treatments,PHASE1,Phase 1,RECRUITING,10,"Ono Pharmaceutical Co., Ltd.",Ono Pharmaceutical,44,1,0,single_arm,1,dcc-2618,dcc-2618,KIT,Small Molecule,KIT,0,1,0,0,0,1,0,,2nd-line+ · measurable (RECIST)
NCT07630961,Phase I Study of JFI447 [68Ga]Ga-DFC413 and Comparison to FFG233 [68Ga]Ga-NNS309 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,66,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,68ga-dfc413,68ga-dfc413;68ga-nns309,HER2,Radiopharmaceutical,HER2,0,1,0,0,0,0,0,,metastatic · ductal · measurable (RECIST)
NCT07734116,A Study of ONO-4538HSC in Pediatric Patients With Malignant Solid Tumors and in Patients With Epithelioid Sarcoma.,PHASE1;PHASE2,Phase 2,RECRUITING,50,"Ono Pharmaceutical Co., Ltd.",Ono Pharmaceutical,44,1,0,single_arm,1,ono-4538hsc,ono-4538hsc,,,PD-L1,0,1,1,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0-1
NCT07741877,A Study of Lifileucel (Tumor-infiltrating Lymphocytes) in Adults With Advanced Soft Tissue Sarcoma,PHASE2,Phase 2,NOT_YET_RECRUITING,80,"Iovance Biotherapeutics, Inc.",Iovance Biotherapeutics,15,1,0,single_arm,1,lifileucel,lifileucel,,Cell Therapy,,1,1,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07801222,A Study to Assess Safety and Efficacy of SOT106 in Patients With LRRC15-positive Advanced Unresectable or Metastatic Osteosarcoma or Soft Tissue Sarcoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,70,SOTIO Biotech a.s.,SOTIO Biotech a.s.,3,1,0,multi_experimental,6,sot106,sot106,,ADC,,1,1,0,1,0,1,1,fusion+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07811232,"A Study of AL58805 in Advanced, Metastatic GYN, STS or Breast Cancers",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,138,"Advenchen Pharmaceuticals, LLC.",Advenchen Pharmaceuticals,3,1,0,multi_experimental,6,al58805,al58805;al8326;eribulin;fulvestrant,,Small Molecule,MMR;PD-L1;biomarker,0,1,1,1,0,0,1,"PD-L1+, fusion+",metastatic · measurable (RECIST)
NCT07811297,"A Study of Catequentinib Hydrochloride (AL3818) in Endometrial, LGSOC, STS or GBM Cancers",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,138,"Advenchen Pharmaceuticals, LLC.",Advenchen Pharmaceuticals,3,1,0,multi_experimental,7,al3818,al3818;al58805;ccnu;temozolomide (tmz),,Small Molecule,,0,1,0,1,0,0,1,fusion+,metastatic · measurable (RECIST)
