nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1,FGFR,HER2,MSI-H/dMMR,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT05614739,FORAGER-1: A Study of Vepugratinib (LY3866288; LOXO-435) in Participants With Cancer With a Change in a Gene Called FGFR3,PHASE1,Phase 1,RECRUITING,677,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,8,vepugratinib,digoxin;enfortumab vedotin;midazolam;pembrolizumab;rosuvastatin;trastuzumab deruxtecan;vepugratinib,FGFR,Small Molecule,FGFR3;HER2,0,1,0,0,1,0,0,0,1,HER2−,metastatic · measurable (RECIST)
NCT05620134,Study of JK08 in Patients with Unresectable Locally Advanced or Metastatic Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,263,Salubris Biotherapeutics Inc,Salubris Biotherapeutics,2,1,0,multi_experimental,4,jk08,jk08;lenvatinib pill;pembrolizumab,CTLA-4,Monoclonal Antibody,ER;HER2;PR;genomic,1,1,0,0,1,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05645692,"A Study Evaluating Different Immunotherapies (LAG-3 and PD-1 With or Without TIGIT, Compared to PD-L1 Alone) in Participants With Untreated Locally Advanced Metastatic Urothelial Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,204,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,3,atezolizumab,tiragolumab;tobemstomig,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;PD-L1;TMB,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT05651022,Study of DECOY20 With or Without Tislelizumab in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,"Indaptus Therapeutics, Inc",Indaptus Therapeutics,1,1,0,multi_experimental,3,decoy20,decoy20;tislelizumab,PD-1,Cell Therapy,ALK;BRAF;KRAS;MET;MSI;MSI-H;RET;dMMR,1,1,0,0,0,1,0,0,1,MSI-H/dMMR,metastatic · adenoca. · measurable (RECIST)
NCT05661955,"A Study to Investigate the Antitumor Activity, Safety, Tolerability, and Pharmacokinetics of BGB-A445 in Combination With Tislelizumab in Participants With Select Advanced Solid Tumors.",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,113,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,9,bgb-a445,bgb-a445;tislelizumab,OX40,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · measurable (RECIST) · ECOG 1
NCT05704244,"Safety and Efficacy of FE 999326 Administered Intravesically to Japanese Subjects With High-grade, BCG Unresponsive, Non-muscle Invasive Bladder Cancer (NMIBC)",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,25,Ferring Pharmaceuticals,Ferring Pharmaceuticals,42,1,0,single_arm,1,fe 999326,fe 999326,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic · squamous · ECOG 2
NCT05706129,"A Study to Assess Safety, Tolerability and Imaging Characteristics of [68Ga]Ga-DPI-4452 and to Assess Safety, Tolerability, and Efficacy of [177Lu]Lu-DPI-4452 in Participants With Unresectable Locally Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,270,Lumara Bio Oncologics GmbH,Lumara Bio Oncologics,1,1,0,multi_experimental,5,[68ga]ga-dpi-4452,[177lu]lu-dpi-4452;[68ga]ga-dpi-4452,CA IX,Radiopharmaceutical,CA IX,0,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT05710848,A Study of STM-416 Administered to Patients Undergoing TURBT for Recurrent Bladder Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,75,SURGE Therapeutics,SURGE Therapeutics,4,1,0,single_arm,1,stm-416,stm-416,,,,0,1,0,0,0,0,0,0,0,,recurrent
NCT05714202,A Study of TAR-200 in Combination With Cetrelimab or TAR-200 Alone Versus Intravesical Bacillus Calmette-Guérin (BCG) in Participants With BCG-naïve High-risk Non-muscle Invasive Bladder Cancer (HR-NMIBC),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1135,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,3,bcg vesiculture,cetrelimab;tar-200,gemcitabine,Small Molecule,PD-L1,0,1,0,0,0,0,0,0,0,,metastatic
NCT05756569,Enfortumab Vedotin Plus Pembrolizumab for the Treatment of Locally Advanced or Metastatic Bladder Cancer of Variant Histology,PHASE2,Phase 2,RECRUITING,25,Emory University,Emory University,116,0,1,single_arm,1,biospecimen collection;computed tomography;enfortumab vedotin;magnetic resonance imaging;pembrolizumab;questionnaire administration,biospecimen collection;computed tomography;enfortumab vedotin;magnetic resonance imaging;pembrolizumab;questionnaire administration,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · adenoca. · measurable (RECIST)
NCT05775471,Pembrolizumab and Enfortumab Vedotin With Pembrolizumab Prior to and After Radical Nephroureterectomy for High-Risk Upper Tract Urothelial Cancer,PHASE2,Phase 2,RECRUITING,21,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,1,single_arm,1,biopsy;biospecimen collection;enfortumab vedotin;mr urography;nephroureterectomy;pembrolizumab,biopsy;biospecimen collection;enfortumab vedotin;mr urography;nephroureterectomy;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · squamous
NCT05786716,"DETERMINE Trial Treatment Arm 04: Trastuzumab in Combination With Pertuzumab in Adult, Paediatric and Teenage/Young Adult Patients With Cancers With HER2 Amplification or Activating Mutations",PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,pertuzumab;trastuzumab,pertuzumab;trastuzumab,HER2,ADC,HER2;MET,1,1,0,0,1,0,0,0,1,HER2+,metastatic
NCT05833867,Adaptive RADiation Therapy With Concurrent Sacituzumab Govitecan (SG) for Muscle Invasive Bladder Cancer,PHASE1,Phase 1,RECRUITING,20,"Shilpa Gupta, MD","Shilpa Gupta, MD",1,0,1,single_arm,1,adaptive radiotherapy;sacituzumab govitecan,adaptive radiotherapy;sacituzumab govitecan,TROP2,ADC,TROP2,1,1,0,0,0,0,0,0,0,,small-cell
NCT05843448,"IDO and PD-L1 Peptide Based Immune-Modulatory Therapeutic (IO102-IO103) in Combination With Pembrolizumab for BCG-Unresponsive or Intolerant, Non-Muscle Invasive Bladder Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,6,"University of California, Davis","University of California, Davis",42,0,0,single_arm,1,pd-l1/ido peptide vaccine;pembrolizumab,pd-l1/ido peptide vaccine;pembrolizumab,PD-1,Vaccine,PD-L1,1,1,0,0,0,0,0,0,0,,
NCT05845814,A Study of Efficacy and Safety of Pembrolizumab Plus Enfortumab Vedotin (EV) +/- Investigational Agents in First-Line Metastatic Urothelial Carcinoma (mUC) (MK-3475-04B/KEYMAKER-U04),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,390,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,ev;pembrolizumab,coformulated favezelimab/pembrolizumab;coformulated vibostolimab/pembrolizumab;ev,PD-1,Monoclonal Antibody,PD-L1;biomarker,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic
NCT05858736,"Safety, PK and Efficacy of AI-061 in Advanced Solid Tumors",PHASE1,Phase 1,COMPLETED,18,"OncoC4, Inc.",OncoC4,10,1,0,multi_experimental,3,ai-061,ai-061,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT05868265,A Study of Enfortumab Vedotin in People With Urothelial Carcinoma of the Upper Urinary Tract,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,9,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,single_arm,1,enfortumab vedotin;radical surgery,enfortumab vedotin;radical surgery,Nectin-4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic
NCT05879653,Pembrolizumab and EV With Radiation Therapy for MIBC Patients (PEVRAD),PHASE2,Phase 2,RECRUITING,30,Kyoto University Hospital,Kyoto University Hospital,1,0,1,single_arm,1,asg-22ce;maximal turbt;mk-3475;radiation therapy,asg-22ce;maximal turbt;mk-3475;radiation therapy,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · squamous
NCT05891171,Study of AB598 Monotherapy and Combination Therapy in Participants With Advanced Cancers,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,40,"Arcus Biosciences, Inc.",Arcus Biosciences,21,1,0,multi_experimental,8,ab598,ab598;fluorouracil;leucovorin;oxaliplatin;zimberelimab,CD39,Monoclonal Antibody,HER2,1,1,0,0,1,0,0,0,1,HER2−,metastatic · adenoca. · measurable (RECIST)
NCT05911295,Disitamab Vedotin With Pembrolizumab vs Chemotherapy in Previously Untreated Urothelial Cancer Expressing HER2,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,412,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,active_comparator,2,carboplatin;cisplatin;gemcitabine,disitamab vedotin;pembrolizumab,PD-1,Monoclonal Antibody,HER2;MET;PD-L1,1,1,0,0,1,0,0,0,1,HER2+,metastatic · measurable (RECIST)
NCT05929235,"A Study of FX-909 in Patients With Advanced Solid Malignancies, Including Advanced Urothelial Carcinoma",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,Flare Therapeutics Inc.,Flare Therapeutics,2,1,1,multi_experimental,3,fx-909,fx-909;keytruda ( pembrolizumab);pembrolizumab (keytruda ),PD-1,Small Molecule,MET,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT05943106,"BCG in Combination With Durvalumab in Adult BCG-naïve, High-risk NMIBC Participants",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,100,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,bcg;durvalumab,bcg;durvalumab,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT05944237,HTL0039732 in Participants With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,150,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,3,,htl0039732 capsules;htl0039732 capsules and atezolizumab infusion,PD-L1,,HER2;PD-L1;genomic,0,1,1,0,1,0,0,1,1,"PD-L1+, HER2+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT05951179,Safety and Efficacy Study of Intravesical Instillation of TARA-002 in Adults With High-grade Non-muscle Invasive Bladder Cancer,PHASE2,Phase 2,RECRUITING,131,Protara Therapeutics,Protara Therapeutics,4,1,0,single_arm,1,tara-002,tara-002,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic
NCT05965856,A Study of SI-B003 and BL-B01D1+SI-B003 in Patients With Locally Advanced or Metastatic Urothelial Carcinoma and Other Solid Tumors,PHASE2,Phase 2,RECRUITING,52,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1;si-b003,bl-b01d1;si-b003,EGFR/HER3,ADC,,1,1,0,0,0,0,1,1,0,,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06022029,A Dose Escalation and Dose Expansion Study of Intratumoral ONM-501 Alone and in Combination With Cemiplimab in Patients With Advanced Solid Tumors and Lymphomas.,PHASE1,Phase 1,RECRUITING,168,"OncoNano Medicine, Inc.",OncoNano Medicine,4,1,0,multi_experimental,3,onm-501,cemiplimab;onm-501,PD-1,Small Molecule,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous
NCT06036121,A Study of ADRX-0706 in Select Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,144,Adcentrx Therapeutics,Adcentrx Therapeutics,2,1,0,multi_experimental,2,adrx-0706,adrx-0706,Nectin-4,ADC,Nectin-4 expression (H-score ≥100),1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06047379,"Safety and Efficacy of NEO212 in Patients With Astrocytoma IDH-mutant, Glioblastoma IDH-wildtype or Brain Metastasis",PHASE1;PHASE2,Phase 2,RECRUITING,134,"Neonc Technologies, Inc.",Neonc Technologies,4,1,0,multi_experimental,8,neo212 oral capsule,bevacizumab;carboplatin;folfiri protocol;ipilimumab;neo212 oral capsule;nivolumab;paclitaxel;pembrolizumab;regorafenib,,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06079112,9MW2821 Combined With Toripalimab Injection in Subjects With Local Advanced or Metastatic Urothelial Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,100,"Mabwell (Shanghai) Bioscience Co., Ltd.",Mabwell (Shanghai) Bioscience,33,1,0,single_arm,1,9mw2821;toripalimab,9mw2821;toripalimab,Nectin-4,ADC,PD-L1;TROP-1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · measurable (RECIST) · ECOG 0
NCT06108492,A Phase I Clinical Study of SHR-2005 Intravesical Instillation in the Treatment of Intermediate and High-risk Non-muscle Invasive Bladder Cancer (NMIBC),PHASE1,Phase 1,RECRUITING,170,"Shanghai Hengrui Pharmaceutical Co., Ltd.",Hengrui,312,1,0,single_arm,1,shr-2005,shr-2005,,,,0,1,0,0,0,0,0,0,0,,
NCT06111235,A Study of Adjuvant Cretostimogene Grenadenorepvec for Treatment of Intermediate Risk NMIBC Following TURBT,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,367,"CG Oncology, Inc.",CG Oncology,7,1,0,multi_experimental,2,cretostimogene grenadenorepvec;n-dodecyl-b-d-maltoside,cretostimogene grenadenorepvec;n-dodecyl-b-d-maltoside,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06133517,PeRioperative Immunotherapy Combined With Sacituzumab Govitecan in Muscle Invasive blAdder Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,70,Fundación para el Progreso de la Oncología en Cantabria,Fundación para el Progreso de la Oncología en Cantabria,1,0,0,single_arm,1,domvanalimab;sacituzumab govitecan;zimberelimab,domvanalimab;sacituzumab govitecan;zimberelimab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,1,0,0,,neoadjuvant · 1st-line · ductal
NCT06172478,A Study of HER3-DXd in Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,740,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,her3-dxd,her3-dxd,HER3,ADC,ALK;BRAF;CLDN18.2;ER;HER2;HER3;KRAS;MET;MMR;MSI;NTRK;PD-L1;RET;ROS1;genomic,1,1,1,1,1,0,1,1,1,"PD-L1+, FGFR-alt, HER2+",metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT06181266,A Phase 1/1b Study of ZH9 Treatment in Patients With Non-Muscle Invasive Bladder Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,22,Prokarium Ltd,Prokarium,1,1,0,multi_experimental,4,zh9,zh9,,,,0,1,0,0,0,0,0,0,0,,
NCT06186414,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of SIM0237 Alone or in Combination with BCG in NMIBC",PHASE1,Phase 1,RECRUITING,152,"Jiangsu Simcere Pharmaceutical Co., Ltd.",Jiangsu Simcere Pharmaceutical,44,1,0,multi_experimental,6,,sim0237;sim0237 and bcg,EGFR,Monoclonal Antibody,EGFR;PD-L1;biomarker;biomarker analysis,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic
NCT06196736,A Study to Evaluate 9MW2821 Versus Chemotherapy in Subjects With Previously Treated Locally Advanced or Metastatic Urothelial Cancer,PHASE3,Phase 3,RECRUITING,432,"Mabwell (Shanghai) Bioscience Co., Ltd.",Mabwell (Shanghai) Bioscience,33,1,0,active_comparator,2,,9mw2821,Nectin-4,ADC,TROP-1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06211764,A Study of TAR-200 Versus Intravesical Chemotherapy in Participants With Recurrent High-Risk Non-Muscle-Invasive Bladder Cancer (HR-NMIBC) After Bacillus Calmette-Guérin (BCG),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,272,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,gemcitabine;mitomycin c,tar-200,gemcitabine,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic · small-cell
NCT06225596,Study BT8009-230 in Participants With Locally Advanced or Metastatic Urothelial Cancer (Duravelo-2),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,375,BicycleTx Limited,BicycleTx,8,1,0,active_comparator,5,avelumab;gemcitabine + cisplatin or carboplatin,pembrolizumab;zelenectide pevedotin,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,1,1,0,,metastatic · 1st-line · measurable (RECIST)
NCT06237920,Stage II-IIIa Urothelial Cancer Randomizing Pre-operative Nivolumab With or Without Relatlimab,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,90,The Netherlands Cancer Institute,The Netherlands Cancer Institute,72,0,1,multi_experimental,2,nivolumab,nivolumab;relatlimab,PD-1,Monoclonal Antibody,CD30;PD-L1,1,1,1,0,0,0,1,0,1,PD-L1+,neoadjuvant · 1st-line · adenoca.
NCT06238479,"A Study of LY4101174 in Participants With Recurrent, Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,490,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4101174,ly4101174,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06253871,A Phase 1/1b Study of IAM1363 in HER2 Cancers,PHASE1,Phase 1,RECRUITING,383,"Iambic Therapeutics, Inc",Iambic Therapeutics,1,1,0,single_arm,1,iam1363,iam1363,HER2,Small Molecule,HER2,0,1,0,0,1,0,0,1,1,HER2+,metastatic · 2nd-line+ · measurable (RECIST)
NCT06255964,A Study of IAP0971 in Combination With Bacillus Calmette Guerin in High Risk Non-muscular Invasive Bladder Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,236,"SUNHO（China）BioPharmaceutical CO., Ltd.",SUNHO（China）BioPharmaceutical,14,1,0,multi_experimental,3,iap0971＋bcg,iap0971＋bcg,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous
NCT06257264,A Study to Examine the Safety of Different Doses of BG-68501 Given to Participants With Advanced-Stage Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,5,bg-68501,bg-68501;bgb-43395;fulvestrant,CDK2,Small Molecule,HER2,0,1,0,0,1,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06293898,Open Label Study to Evaluate BL-M07D1 in HER2 Expressing Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,280,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m07d1,bl-m07d1,HER2,ADC,HER2;MET;PD-L1,1,1,1,0,1,0,0,1,1,"PD-L1+, HER2+",metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06305767,A Clinical Study of Intismeran Autogene (V940) Treatment and Pembrolizumab in People With Bladder Cancer (V940-005/INTerpath-005),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,230,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,pembrolizumab,enfortumab vedotin;intismeran autogene;pembrolizumab;surgery (rc plus plnd),PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,neoadjuvant
NCT06319820,A Study to Evaluate TAR-210 Versus Single Agent Intravesical Cancer Treatment in Participants With Bladder Cancer,PHASE3,Phase 3,RECRUITING,641,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,4,gemcitabine;mmc,tar-210,FGFR,Small Molecule,FGFR,0,1,0,1,0,0,0,0,1,FGFR-alt,recurrent
NCT06331299,A Phase 3 Study of UGN-103 for Treatment of Patients With Low-grade Intermediate-risk Non-muscle Invasive Bladder Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,99,UroGen Pharma Ltd.,UroGen Pharma,14,1,0,single_arm,1,ugn-103,ugn-103,mitomycin,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT06332755,"Study to Evaluate LB-LR1109, Administered Alone for the Treatment of Solid Tumor and in Combination With Atezolizumab for the Treatment of NSCLC",PHASE1,Phase 1,RECRUITING,76,LG Chem,LG Chem,2,1,0,multi_experimental,2,,phase 1a: lb-lr1109;phase 1b: lb-lr1109 and atezolizumab,PD-L1,Monoclonal Antibody,genomic,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06337084,Diagnostic Efficacy and Dosimetry of MNPR-101-DFO*-89Zr in Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,single_arm,1,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06378242,"To Evaluate the Safety, Efficacy, and Pharmacokinetics of Intravesical Instiliations of Disitamab Vedotin in Patients With High-risk Non-muscular Invasive Bladder Cancer (NMIBC) That Express HER2",PHASE1;PHASE2,Phase 2,RECRUITING,24,"RemeGen Co., Ltd.",RemeGen,51,1,0,single_arm,1,disitamab vedotin for injection,disitamab vedotin for injection,HER2,ADC,HER2;MET,1,1,0,0,1,0,0,0,1,HER2+,metastatic
NCT06394570,"Enfortumab Vedotin and Stereotactic Radiation for Localized, Cisplatin Ineligible Muscle Invasive Bladder Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,19,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,48,0,1,multi_experimental,3,enfortumab vedotin,enfortumab vedotin,Nectin-4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,,neoadjuvant · adenoca. · ECOG 0-1
NCT06405425,A Study of BL-B01D1 + PD-1 in Patients With Locally Advanced or Metastatic Urothelial Carcinoma,PHASE2,Phase 2,RECRUITING,52,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1;pd-1,bl-b01d1;pd-1,PD-1,ADC,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · measurable (RECIST) · ECOG 0-1
NCT06444815,A Study of VET3-TGI in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,60,KaliVir Immunotherapeutics,KaliVir Immunotherapeutics,1,1,0,multi_experimental,4,vet3-tgi,atezolizumab;vet3-tgi,TGF-β,Oncolytic Virus,,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT06451497,"This is a Phase 1 Trial of ZM008, an Anti-LLT1 Antibody, Used as Single Agent Followed by Combination Treatment With Toripalimab in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,100,Zumutor Biologics Inc.,Zumutor Biologics,1,1,0,single_arm,1,zm008,zm008,LLT1,Monoclonal Antibody,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06465069,A Study of LY4052031 in Participants With Advanced or Metastatic Urothelial Cancer or Other Solid Tumors,PHASE1,Phase 1,RECRUITING,420,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4052031,ly4052031,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06470282,Enfortumab Vedotin and Pembrolizumab Combined With Radiotherapy in Muscle Invasive Bladder Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,47,"University of California, San Francisco","University of California, San Francisco",90,0,1,multi_experimental,4,computed tomography (ct);cystoscopy (cs);enfortumab vedotin;intensity modulated radiation therapy (imrt);magnetic resonance imaging (mri);pembrolizumab;positron emission tomography (pet);transurethral resection of bladder tumor,computed tomography (ct);cystoscopy (cs);enfortumab vedotin;intensity modulated radiation therapy (imrt);magnetic resonance imaging (mri);pembrolizumab;positron emission tomography (pet);transurethral resection of bladder tumor,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · small-cell
NCT06483334,A Study of Efficacy and Safety of Sacituzumab Tirumotecan (MK-2870) Plus Enfortumab Vedotin (EV) With and Without Pembrolizumab in Advanced Urothelial Carcinoma (MK-3475-04C/KEYMAKER-U04),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,38,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,2,enfortumab vedotin;sacituzumab tirumotecan;supportive care measures,enfortumab vedotin;pembrolizumab;sacituzumab tirumotecan;supportive care measures,PD-1,Monoclonal Antibody,PD-L1;biomarker,1,1,0,0,0,0,0,0,0,,metastatic
NCT06493552,Modular Trial of sEphB4-HSA in EphrinB2-High Solid Tumors,PHASE2;PHASE3,Phase 3,RECRUITING,700,"Vasgene Therapeutics, Inc",Vasgene Therapeutics,3,1,0,active_comparator,4,cisplatin;enfortumab vedotin;gemcitabine;pembrolizumab,pembrolizumab;sephb4-hsa,EphrinB2,Small Molecule,EPHRINB2;MET;PD-L1,0,1,1,0,0,0,0,0,1,PD-L1+,metastatic · small-cell · measurable (RECIST)
NCT06503614,A Trial of Durvalumab (MEDI4736) Plus Monalizumab in Non-Muscle-Invasive Bladder Cancer,PHASE2,Phase 2,RECRUITING,60,John Sfakianos,John Sfakianos,1,0,1,multi_experimental,2,durvalumab;monalizumab,durvalumab;monalizumab,PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · adenoca.
NCT06510374,Trial of Nadofaragene Firadenovec vs. Observation in Participants With Intermediate Risk Non-Muscle Invasive Bladder Cancer,PHASE3,Phase 3,RECRUITING,454,Ferring Pharmaceuticals,Ferring Pharmaceuticals,42,1,0,multi_experimental,2,nadofaragene firadenovec,nadofaragene firadenovec,,Recombinant Protein,,0,1,0,0,0,0,0,0,0,,metastatic
NCT06511648,Erdafitinib Monotherapy or in Combination With Cetrelimab in Muscle-invasive Bladder Cancer Patients With Fibroblast Growth Factor Receptor (FGFR ) Gene Alterations,PHASE2,Phase 2,RECRUITING,90,Spanish Oncology Genito-Urinary Group,Spanish Oncology Genito-Urinary,14,0,1,multi_experimental,2,,cetrelimab and erdafitinib combination;erdafitinib monotherapy,FGFR,Small Molecule,FGFR,0,1,1,1,0,0,0,0,1,"PD-L1+, FGFR-alt",metastatic · small-cell
